죄종별(1),죄종별(2),죄종별(3),범죄발생장소별(1),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
총범죄,폭력범죄,약취·유인,대형할인매장,-,-,-,-,-,1,1,-,-,-,-,-
총범죄,폭력범죄,약취·유인,상점,1,1,1,2,1,2,1,1,2,1,-,1
총범죄,폭력범죄,약취·유인,시장노점,1,1,-,1,-,1,-,3,-,3,1,2
총범죄,폭력범죄,약취·유인,숙박업소 목욕탕,20,17,14,8,8,11,8,4,11,16,10,11
총범죄,폭력범죄,약취·유인,유흥접객업소,6,4,2,4,3,11,6,2,8,2,1,-
총범죄,폭력범죄,약취·유인,사무실,3,3,5,3,1,-,1,4,3,2,4,2
총범죄,폭력범죄,약취·유인,공장,-,-,1,-,-,-,-,-,-,-,-,-
총범죄,폭력범죄,약취·유인,공사장광산,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,폭력범죄,약취·유인,창고,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,폭력범죄,약취·유인,역대합실,5,1,7,7,5,1,4,5,3,3,-,1
총범죄,폭력범죄,약취·유인,지하철,1,1,-,-,-,-,1,-,-,-,1,-
총범죄,폭력범죄,약취·유인,기타교통수단내,2,2,3,4,5,4,1,4,3,3,3,-
총범죄,폭력범죄,약취·유인,흥행장,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,폭력범죄,약취·유인,유원지,6,1,5,1,3,3,3,1,5,6,2,9
총범죄,폭력범죄,약취·유인,학교,9,6,11,9,6,5,14,15,16,4,7,15
총범죄,폭력범죄,약취·유인,금융기관,-,-,-,1,-,-,-,-,1,1,2,-
총범죄,폭력범죄,약취·유인,의료기관,2,2,3,2,7,3,1,3,3,1,1,2
총범죄,폭력범죄,약취·유인,종교기관,2,3,-,1,2,1,1,-,1,-,2,3
총범죄,폭력범죄,약취·유인,산야,-,-,-,1,-,-,1,1,-,-,-,-
총범죄,폭력범죄,약취·유인,해상,-,-,-,-,-,-,-,-,1,-,-,-
총범죄,폭력범죄,약취·유인,부대,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,폭력범죄,약취·유인,구금장소,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,폭력범죄,약취·유인,공지,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,폭력범죄,약취·유인,주차장,3,-,3,2,1,1,2,1,2,2,3,1
총범죄,폭력범죄,약취·유인,공중화장실,1,1,2,-,-,1,-,-,2,-,1,1
총범죄,폭력범죄,약취·유인,PC방,-,-,2,-,-,-,-,1,-,-,-,-
총범죄,폭력범죄,약취·유인,기타,56,56,16,42,44,34,51,22,19,26,21,32
총범죄,폭력범죄,폭력행위등,아파트 연립다세대,2175,1895,2943,2171,2374,483,419,475,579,565,648,600
총범죄,폭력범죄,폭력행위등,단독주택,2180,2073,3307,2347,2463,432,317,313,349,344,351,322
총범죄,폭력범죄,폭력행위등,고속도로,46,41,44,79,129,14,5,2,3,5,3,3
총범죄,폭력범죄,폭력행위등,노상,14430,11881,17402,13843,12838,6045,5280,4470,3923,3401,2869,3084
총범죄,폭력범죄,폭력행위등,백화점,13,10,19,8,5,4,4,4,1,2,4,3
총범죄,폭력범죄,폭력행위등,슈퍼마켓,117,81,146,54,43,16,6,13,10,11,12,8
총범죄,폭력범죄,폭력행위등,편의점,142,125,243,155,137,46,48,40,32,26,35,35
총범죄,폭력범죄,폭력행위등,대형할인매장,16,20,12,6,2,4,3,3,1,1,1,2
총범죄,폭력범죄,폭력행위등,상점,473,303,461,318,207,100,82,101,97,90,62,81
총범죄,폭력범죄,폭력행위등,시장노점,538,319,424,224,209,85,98,143,121,110,87,97
총범죄,폭력범죄,폭력행위등,숙박업소 목욕탕,610,445,616,350,296,138,101,160,198,147,199,180
총범죄,폭력범죄,폭력행위등,유흥접객업소,6057,4788,7390,5058,3879,1335,1141,1440,1350,1114,644,773
총범죄,폭력범죄,폭력행위등,사무실,1044,897,1088,839,855,354,254,246,257,239,201,181
총범죄,폭력범죄,폭력행위등,공장,257,169,253,216,182,55,27,31,35,37,53,39
총범죄,폭력범죄,폭력행위등,공사장광산,187,166,209,150,119,70,63,54,54,61,55,56
총범죄,폭력범죄,폭력행위등,창고,24,16,20,17,25,4,8,6,1,4,6,6
총범죄,폭력범죄,폭력행위등,역대합실,110,109,106,82,37,25,20,26,28,19,20,14
총범죄,폭력범죄,폭력행위등,지하철,22,13,23,8,13,8,3,6,4,-,4,5
총범죄,폭력범죄,폭력행위등,기타교통수단내,1165,1017,1830,79,86,24,28,30,35,41,36,37
총범죄,폭력범죄,폭력행위등,흥행장,76,40,54,30,15,15,5,12,6,11,7,5
총범죄,폭력범죄,폭력행위등,유원지,511,498,572,457,353,206,193,184,155,130,122,142
총범죄,폭력범죄,폭력행위등,학교,529,692,443,287,246,137,149,162,177,87,145,114
총범죄,폭력범죄,폭력행위등,금융기관,21,21,29,16,29,3,9,5,5,7,5,3
총범죄,폭력범죄,폭력행위등,의료기관,203,146,211,162,134,54,41,49,40,36,43,35
총범죄,폭력범죄,폭력행위등,종교기관,155,136,166,118,139,48,79,95,72,32,38,43
총범죄,폭력범죄,폭력행위등,산야,171,153,167,142,118,43,28,39,31,57,38,34
총범죄,폭력범죄,폭력행위등,해상,27,20,28,28,20,3,2,7,3,3,3,1
총범죄,폭력범죄,폭력행위등,부대,11,5,8,16,7,2,2,6,6,6,5,16
총범죄,폭력범죄,폭력행위등,구금장소,-,1,1,1,1,2,5,1,-,1,1,1
총범죄,폭력범죄,폭력행위등,공지,24,23,12,8,7,2,1,3,2,2,1,2
총범죄,폭력범죄,폭력행위등,주차장,774,594,804,542,486,228,269,238,207,219,199,213
총범죄,폭력범죄,폭력행위등,공중화장실,134,92,132,49,44,28,24,29,45,21,28,25
총범죄,폭력범죄,폭력행위등,PC방,132,120,122,63,75,39,21,35,22,15,20,14
총범죄,폭력범죄,폭력행위등,기타,14355,19816,2419,9766,10113,3250,2520,776,501,554,539,571
총범죄,폭력범죄,공갈,아파트 연립다세대,183,206,299,312,203,188,232,248,255,309,356,356
총범죄,폭력범죄,공갈,단독주택,186,214,284,339,259,208,292,328,353,387,317,416
총범죄,폭력범죄,공갈,고속도로,-,1,2,3,2,-,2,3,2,1,4,2
총범죄,폭력범죄,공갈,노상,1758,1791,1605,987,773,736,828,745,798,665,554,664
총범죄,폭력범죄,공갈,백화점,6,4,3,2,1,-,2,3,1,5,-,-
총범죄,폭력범죄,공갈,슈퍼마켓,26,32,13,19,9,9,21,9,5,11,6,6
총범죄,폭력범죄,공갈,편의점,36,58,53,61,43,66,42,43,44,84,32,24
총범죄,폭력범죄,공갈,대형할인매장,5,3,3,2,4,4,4,3,3,1,7,1
총범죄,폭력범죄,공갈,상점,78,68,59,81,92,62,46,67,85,58,57,41
총범죄,폭력범죄,공갈,시장노점,94,53,50,98,51,26,32,42,51,44,31,23
총범죄,폭력범죄,공갈,숙박업소 목욕탕,61,63,98,96,58,50,59,68,64,64,43,62
총범죄,폭력범죄,공갈,유흥접객업소,356,493,395,841,600,523,467,241,409,160,129,171
총범죄,폭력범죄,공갈,사무실,269,573,266,368,307,319,307,313,352,297,259,230
총범죄,폭력범죄,공갈,공장,11,33,11,19,16,34,20,15,13,13,9,11
총범죄,폭력범죄,공갈,공사장광산,11,25,23,21,14,44,40,23,16,21,14,17
총범죄,폭력범죄,공갈,창고,2,-,-,2,-,2,4,-,-,1,3,-
총범죄,폭력범죄,공갈,역대합실,32,21,21,24,10,9,12,17,9,8,5,20
총범죄,폭력범죄,공갈,지하철,4,3,4,2,-,2,-,4,3,1,1,4
총범죄,폭력범죄,공갈,기타교통수단내,34,60,29,34,12,14,23,24,25,25,30,18
총범죄,폭력범죄,공갈,흥행장,13,12,9,1,6,2,3,2,2,5,1,1
총범죄,폭력범죄,공갈,유원지,104,80,80,41,26,28,32,30,42,40,24,31
총범죄,폭력범죄,공갈,학교,166,379,163,141,65,80,89,73,75,29,42,47
총범죄,폭력범죄,공갈,금융기관,27,26,33,38,42,31,22,40,28,23,18,10
총범죄,폭력범죄,공갈,의료기관,26,30,29,37,30,36,19,22,31,29,22,20
총범죄,폭력범죄,공갈,종교기관,9,8,6,11,6,13,10,8,7,7,7,6
총범죄,폭력범죄,공갈,산야,9,11,10,5,7,12,10,11,7,4,4,6
총범죄,폭력범죄,공갈,해상,-,-,-,1,-,-,1,1,-,-,1,-
총범죄,폭력범죄,공갈,부대,1,1,-,1,-,3,1,2,4,4,6,9
총범죄,폭력범죄,공갈,구금장소,1,1,1,-,-,2,1,4,2,-,2,2
총범죄,폭력범죄,공갈,공지,3,3,-,-,1,1,-,-,1,-,1,-
총범죄,폭력범죄,공갈,주차장,118,79,67,47,36,28,21,36,31,36,17,30
총범죄,폭력범죄,공갈,공중화장실,32,27,19,3,2,2,3,3,5,5,1,4
총범죄,폭력범죄,공갈,PC방,76,136,108,61,67,134,33,66,61,47,26,18
총범죄,폭력범죄,공갈,기타,1502,2204,567,1164,854,1077,1474,1602,2063,2897,3102,4654
총범죄,폭력범죄,손괴,아파트 연립다세대,2738,2105,3644,2810,3050,3108,3002,5576,7079,7567,8144,7888
총범죄,폭력범죄,손괴,단독주택,2732,2289,3756,2771,3004,2914,2692,4282,4787,4573,4452,4162
총범죄,폭력범죄,손괴,고속도로,24,26,30,23,27,30,26,25,39,37,20,39
총범죄,폭력범죄,손괴,노상,18618,14548,26615,22966,22143,21985,21300,23786,23646,22936,20560,22000
총범죄,폭력범죄,손괴,백화점,13,7,16,8,6,14,9,32,27,24,17,23
총범죄,폭력범죄,손괴,슈퍼마켓,122,94,177,110,79,69,62,113,131,127,118,133
총범죄,폭력범죄,손괴,편의점,163,150,273,207,185,208,191,260,302,286,268,321
총범죄,폭력범죄,손괴,대형할인매장,17,14,21,14,10,7,10,20,28,27,31,25
총범죄,폭력범죄,손괴,상점,1128,702,1321,633,597,574,477,1038,995,977,875,1074
총범죄,폭력범죄,손괴,시장노점,563,430,796,332,261,262,273,856,914,853,756,728
총범죄,폭력범죄,손괴,숙박업소 목욕탕,797,675,1220,658,606,586,620,1537,1501,1669,2157,2054
총범죄,폭력범죄,손괴,유흥접객업소,2899,2188,3920,2391,1987,2035,2064,3854,3981,3568,2216,3025
총범죄,폭력범죄,손괴,사무실,892,740,1112,929,798,752,665,826,815,784,735,682
총범죄,폭력범죄,손괴,공장,155,145,185,144,129,138,107,151,188,175,152,154
총범죄,폭력범죄,손괴,공사장광산,230,173,218,159,155,188,177,228,272,227,208,205
총범죄,폭력범죄,손괴,창고,60,46,79,73,65,62,68,79,89,94,85,61
총범죄,폭력범죄,손괴,역대합실,97,97,157,94,75,84,82,162,163,161,131,192
총범죄,폭력범죄,손괴,지하철,8,12,25,17,13,13,16,32,37,33,25,28
총범죄,폭력범죄,손괴,기타교통수단내,479,431,751,83,65,81,78,190,213,196,190,164
총범죄,폭력범죄,손괴,흥행장,15,25,53,19,27,23,21,34,40,36,32,30
총범죄,폭력범죄,손괴,유원지,78,78,126,133,128,129,99,158,153,162,191,208
총범죄,폭력범죄,손괴,학교,165,143,198,102,103,84,87,128,169,123,104,121
총범죄,폭력범죄,손괴,금융기관,133,92,173,92,79,67,67,100,118,104,98,110
총범죄,폭력범죄,손괴,의료기관,138,108,185,98,107,109,90,156,171,142,121,115
총범죄,폭력범죄,손괴,종교기관,134,110,177,121,114,123,141,246,195,161,147,113
총범죄,폭력범죄,손괴,산야,911,878,1153,1051,1086,1103,1122,1264,1412,1425,1453,1431
총범죄,폭력범죄,손괴,해상,104,155,72,57,79,75,67,102,84,93,31,53
총범죄,폭력범죄,손괴,부대,1,1,2,-,-,1,1,3,-,3,-,1
총범죄,폭력범죄,손괴,구금장소,-,-,-,-,2,-,1,-,3,2,1,-
총범죄,폭력범죄,손괴,공지,64,48,46,26,17,28,13,36,35,25,23,22
총범죄,폭력범죄,손괴,주차장,6655,4500,8120,6106,5786,5766,5661,7093,7369,7765,7254,7031
총범죄,폭력범죄,손괴,공중화장실,59,60,92,26,36,43,33,145,150,139,134,176
총범죄,폭력범죄,손괴,PC방,64,38,77,42,47,61,83,174,178,153,110,119
총범죄,폭력범죄,손괴,기타,21188,29604,3023,15702,18111,18405,16878,3998,2862,3544,3349,4138
총범죄,지능범죄,소계,아파트 연립다세대,8995,8916,12831,11106,11065,10755,9693,11184,12629,14856,12468,12124
총범죄,지능범죄,소계,단독주택,17087,17412,23691,18878,19119,16993,15898,17322,19309,19797,13695,13091
총범죄,지능범죄,소계,고속도로,128,152,173,148,189,273,606,739,1017,1325,1057,999
총범죄,지능범죄,소계,노상,12453,12523,18767,17740,22459,25841,29107,38476,45620,60205,66079,68716
총범죄,지능범죄,소계,백화점,277,241,348,312,321,345,340,496,540,406,352,400
총범죄,지능범죄,소계,슈퍼마켓,696,662,887,743,787,787,815,1054,1120,1086,1030,1167
총범죄,지능범죄,소계,편의점,1199,1118,1957,1893,2007,1730,1799,1877,2127,2472,3558,3312
총범죄,지능범죄,소계,대형할인매장,172,178,183,244,168,169,159,268,297,298,257,286
총범죄,지능범죄,소계,상점,10124,8145,10948,7727,8773,8635,6108,8969,7420,7239,6201,7725
총범죄,지능범죄,소계,시장노점,2245,2008,2653,2087,2084,1955,1836,2543,2766,2506,1892,1950
총범죄,지능범죄,소계,숙박업소 목욕탕,1863,1779,1826,1591,1719,1716,1552,1646,2030,1828,1403,1455
총범죄,지능범죄,소계,유흥접객업소,22799,19128,24724,18677,17994,17035,16480,24369,25747,23602,12279,18377
총범죄,지능범죄,소계,사무실,77067,74448,77836,67835,64679,58952,55831,57629,57098,53461,38544,37098
총범죄,지능범죄,소계,공장,2186,2857,3355,2521,2717,2292,1999,1838,1724,1650,1167,1164
총범죄,지능범죄,소계,공사장광산,2346,2586,2590,2478,2667,2603,2535,2631,2615,2297,1526,1673
총범죄,지능범죄,소계,창고,275,552,499,261,229,255,214,212,232,212,166,156
총범죄,지능범죄,소계,역대합실,605,655,965,709,1246,1217,1314,2463,2850,2219,2022,2326
총범죄,지능범죄,소계,지하철,174,162,287,228,404,492,497,839,890,880,848,1047
총범죄,지능범죄,소계,기타교통수단내,2342,2309,3522,1254,1865,2224,2410,4684,5305,4964,3785,3893
총범죄,지능범죄,소계,흥행장,334,306,371,267,247,272,276,403,547,285,256,362
총범죄,지능범죄,소계,유원지,279,330,527,572,916,1045,794,1231,1383,1147,1167,1319
총범죄,지능범죄,소계,학교,605,581,717,566,649,549,579,683,697,533,434,578
총범죄,지능범죄,소계,금융기관,20108,18604,18677,16125,13201,10304,11996,13011,12333,6602,2686,2269
총범죄,지능범죄,소계,의료기관,3703,2840,2148,2323,2013,2043,2120,2695,2306,2188,1927,1712
총범죄,지능범죄,소계,종교기관,425,480,447,450,454,399,337,389,369,306,229,234
총범죄,지능범죄,소계,산야,690,694,737,697,738,613,578,556,579,579,454,432
총범죄,지능범죄,소계,해상,133,135,43,135,782,559,505,1608,200,184,213,150
총범죄,지능범죄,소계,부대,41,41,72,49,41,39,40,48,54,66,53,111
총범죄,지능범죄,소계,구금장소,14,17,21,27,30,26,24,24,23,30,30,30
총범죄,지능범죄,소계,공지,57,60,261,50,48,26,32,35,17,29,18,26
총범죄,지능범죄,소계,주차장,669,581,761,675,894,928,982,1262,1483,1851,2341,2326
총범죄,지능범죄,소계,공중화장실,85,93,296,138,315,379,448,1171,1311,1078,906,1072
총범죄,지능범죄,소계,PC방,4098,3654,3732,1795,1800,1432,1247,1544,1070,661,476,433
총범죄,지능범죄,소계,기타,85528,110854,112587,118351,133501,139694,133315,140799,167825,207800,181588,217092
총범죄,지능범죄,직무유기,아파트 연립다세대,6,3,9,7,8,6,8,9,8,4,15,24
총범죄,지능범죄,직무유기,단독주택,12,13,16,13,11,12,16,14,8,8,8,18
총범죄,지능범죄,직무유기,고속도로,1,1,-,-,-,-,-,-,1,1,-,-
총범죄,지능범죄,직무유기,노상,32,31,39,46,43,45,35,65,58,65,72,116
총범죄,지능범죄,직무유기,백화점,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,직무유기,슈퍼마켓,-,-,-,-,-,-,1,-,-,-,1,-
총범죄,지능범죄,직무유기,편의점,-,-,1,1,-,-,-,-,-,-,1,1
총범죄,지능범죄,직무유기,대형할인매장,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,직무유기,상점,-,3,1,-,1,-,5,1,3,1,2,2
총범죄,지능범죄,직무유기,시장노점,3,1,7,3,1,2,1,4,1,-,3,3
총범죄,지능범죄,직무유기,숙박업소 목욕탕,-,1,1,-,1,1,1,-,-,3,2,1
총범죄,지능범죄,직무유기,유흥접객업소,3,9,3,1,4,3,3,5,3,3,5,7
총범죄,지능범죄,직무유기,사무실,200,274,320,348,304,297,289,310,330,407,542,829
총범죄,지능범죄,직무유기,공장,4,4,4,6,3,4,2,5,5,3,1,-
총범죄,지능범죄,직무유기,공사장광산,4,5,2,4,3,3,6,4,3,6,5,5
총범죄,지능범죄,직무유기,창고,2,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,직무유기,역대합실,3,-,-,1,1,1,1,1,-,-,1,1
총범죄,지능범죄,직무유기,지하철,-,-,-,-,1,-,-,-,-,-,-,-
총범죄,지능범죄,직무유기,기타교통수단내,1,-,3,-,-,3,1,1,-,1,-,-
총범죄,지능범죄,직무유기,흥행장,-,-,1,1,3,-,1,-,-,-,-,1
총범죄,지능범죄,직무유기,유원지,1,1,2,4,3,-,1,4,3,3,2,-
총범죄,지능범죄,직무유기,학교,8,13,15,4,11,16,12,11,9,8,21,13
총범죄,지능범죄,직무유기,금융기관,1,1,3,2,1,3,1,2,-,1,4,4
총범죄,지능범죄,직무유기,의료기관,1,3,8,7,2,-,4,9,2,4,6,9
총범죄,지능범죄,직무유기,종교기관,-,2,-,2,1,-,-,2,-,-,-,2
총범죄,지능범죄,직무유기,산야,12,8,17,12,6,14,8,7,5,9,11,11
총범죄,지능범죄,직무유기,해상,1,-,1,1,2,-,-,-,1,-,-,1
총범죄,지능범죄,직무유기,부대,1,-,2,-,1,-,1,-,1,2,3,3
총범죄,지능범죄,직무유기,구금장소,1,3,4,5,5,10,3,7,5,5,6,5
총범죄,지능범죄,직무유기,공지,1,1,-,2,-,-,1,1,-,1,-,-
총범죄,지능범죄,직무유기,주차장,5,3,-,-,1,1,5,-,2,2,1,2
총범죄,지능범죄,직무유기,공중화장실,1,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,직무유기,PC방,2,-,-,-,-,-,-,-,-,-,1,2
총범죄,지능범죄,직무유기,기타,71,116,96,107,90,110,98,119,142,193,244,490
총범죄,지능범죄,직권남용,아파트 연립다세대,3,4,7,5,9,2,7,8,9,11,14,19
총범죄,지능범죄,직권남용,단독주택,4,3,10,9,12,6,14,11,11,12,16,24
총범죄,지능범죄,직권남용,고속도로,-,1,1,-,1,1,2,1,-,-,-,1
총범죄,지능범죄,직권남용,노상,33,44,45,53,55,70,74,80,96,83,113,184
총범죄,지능범죄,직권남용,백화점,-,-,-,1,1,-,-,-,-,-,-,-
총범죄,지능범죄,직권남용,슈퍼마켓,-,-,1,1,-,-,1,-,-,1,-,1
총범죄,지능범죄,직권남용,편의점,-,-,2,1,-,1,2,1,-,1,4,1
총범죄,지능범죄,직권남용,대형할인매장,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,직권남용,상점,1,3,1,3,2,3,2,4,1,2,5,7
총범죄,지능범죄,직권남용,시장노점,1,1,5,1,5,2,1,6,1,1,3,4
총범죄,지능범죄,직권남용,숙박업소 목욕탕,1,-,-,2,2,3,2,2,1,3,2,4
총범죄,지능범죄,직권남용,유흥접객업소,4,6,9,13,13,5,10,3,9,4,14,29
총범죄,지능범죄,직권남용,사무실,120,139,153,165,193,225,247,339,354,370,426,893
총범죄,지능범죄,직권남용,공장,2,2,2,-,-,4,-,1,-,-,-,3
총범죄,지능범죄,직권남용,공사장광산,2,1,-,2,-,1,2,2,-,2,-,1
총범죄,지능범죄,직권남용,창고,1,-,-,-,-,-,-,-,1,-,-,1
총범죄,지능범죄,직권남용,역대합실,2,2,-,-,-,5,1,3,3,2,2,1
총범죄,지능범죄,직권남용,지하철,-,-,-,1,-,-,1,2,-,1,-,-
총범죄,지능범죄,직권남용,기타교통수단내,1,2,6,1,3,3,1,3,1,3,4,7
총범죄,지능범죄,직권남용,흥행장,-,-,1,2,2,-,-,1,1,-,-,-
총범죄,지능범죄,직권남용,유원지,1,2,3,4,-,2,1,1,4,1,-,2
총범죄,지능범죄,직권남용,학교,2,6,5,6,12,10,9,16,12,20,14,15
총범죄,지능범죄,직권남용,금융기관,-,-,-,2,1,2,-,-,4,2,4,2
총범죄,지능범죄,직권남용,의료기관,-,3,-,4,-,4,5,6,8,4,9,12
총범죄,지능범죄,직권남용,종교기관,1,1,1,-,-,-,1,1,-,2,2,2
총범죄,지능범죄,직권남용,산야,5,4,9,7,1,5,6,4,4,2,6,3
총범죄,지능범죄,직권남용,해상,-,-,-,1,1,-,-,-,-,1,-,1
총범죄,지능범죄,직권남용,부대,-,-,-,-,-,-,-,2,1,1,-,3
총범죄,지능범죄,직권남용,구금장소,2,3,3,6,5,5,7,3,2,9,8,8
총범죄,지능범죄,직권남용,공지,1,1,-,-,1,-,1,-,-,-,-,-
총범죄,지능범죄,직권남용,주차장,-,1,1,2,2,2,6,3,8,4,2,10
총범죄,지능범죄,직권남용,공중화장실,-,-,1,-,-,-,-,-,1,-,-,-
총범죄,지능범죄,직권남용,PC방,-,-,-,1,-,1,-,-,-,-,-,-
총범죄,지능범죄,직권남용,기타,39,47,59,71,80,75,91,100,142,182,227,554
총범죄,지능범죄,증수뢰,아파트 연립다세대,1,2,3,-,-,2,1,3,2,-,3,4
총범죄,지능범죄,증수뢰,단독주택,7,5,3,2,1,5,1,3,2,5,3,4
총범죄,지능범죄,증수뢰,고속도로,1,-,1,1,-,-,-,1,-,-,-,-
총범죄,지능범죄,증수뢰,노상,28,15,18,21,16,24,26,18,15,13,17,18
총범죄,지능범죄,증수뢰,백화점,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,증수뢰,슈퍼마켓,-,-,-,-,-,-,-,-,-,1,1,-
총범죄,지능범죄,증수뢰,편의점,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,증수뢰,대형할인매장,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,증수뢰,상점,8,4,1,-,1,1,-,6,2,1,1,1
총범죄,지능범죄,증수뢰,시장노점,-,-,-,1,1,-,1,4,2,1,2,1
총범죄,지능범죄,증수뢰,숙박업소 목욕탕,92,3,-,4,-,1,2,3,2,1,3,-
총범죄,지능범죄,증수뢰,유흥접객업소,31,26,25,28,27,19,30,27,25,18,18,11
총범죄,지능범죄,증수뢰,사무실,257,214,124,131,116,132,169,136,109,130,103,115
총범죄,지능범죄,증수뢰,공장,1,1,-,-,-,2,2,-,3,1,-,-
총범죄,지능범죄,증수뢰,공사장광산,1,2,5,3,1,-,5,2,2,2,2,1
총범죄,지능범죄,증수뢰,창고,1,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,증수뢰,역대합실,3,-,1,3,-,1,-,-,-,-,-,1
총범죄,지능범죄,증수뢰,지하철,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,증수뢰,기타교통수단내,3,1,1,-,5,-,2,3,-,1,-,-
총범죄,지능범죄,증수뢰,흥행장,5,-,-,-,1,1,1,2,2,2,4,2
총범죄,지능범죄,증수뢰,유원지,1,1,3,-,1,-,1,1,1,2,4,1
총범죄,지능범죄,증수뢰,학교,23,7,5,-,9,6,7,16,17,26,8,20
총범죄,지능범죄,증수뢰,금융기관,25,10,2,5,5,2,2,4,3,2,-,3
총범죄,지능범죄,증수뢰,의료기관,-,2,3,1,1,1,5,8,3,2,3,4
총범죄,지능범죄,증수뢰,종교기관,1,1,1,-,-,2,-,2,-,-,-,-
총범죄,지능범죄,증수뢰,산야,1,-,-,-,2,-,2,1,1,1,1,2
총범죄,지능범죄,증수뢰,해상,-,-,-,-,-,-,-,32,-,-,-,-
총범죄,지능범죄,증수뢰,부대,3,-,2,-,-,-,-,-,1,2,2,1
총범죄,지능범죄,증수뢰,구금장소,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,증수뢰,공지,1,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,증수뢰,주차장,8,2,4,3,8,4,-,7,2,4,3,1
총범죄,지능범죄,증수뢰,공중화장실,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,증수뢰,PC방,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,증수뢰,기타,84,61,51,48,52,57,55,68,66,74,224,130
총범죄,지능범죄,통화,아파트 연립다세대,5,5,6,3,4,5,1,2,4,2,2,3
총범죄,지능범죄,통화,단독주택,19,2,10,6,9,3,5,3,2,3,4,1
총범죄,지능범죄,통화,고속도로,3,2,7,4,2,1,4,3,1,2,-,-
총범죄,지능범죄,통화,노상,93,96,101,87,62,40,95,49,47,29,14,15
총범죄,지능범죄,통화,백화점,6,1,3,1,-,1,3,4,2,1,-,-
총범죄,지능범죄,통화,슈퍼마켓,114,90,96,61,34,23,43,32,22,22,1,10
총범죄,지능범죄,통화,편의점,62,90,98,75,71,45,88,42,39,19,18,13
총범죄,지능범죄,통화,대형할인매장,25,12,7,4,1,-,5,-,3,-,-,-
총범죄,지능범죄,통화,상점,203,141,163,82,52,47,72,50,53,32,19,23
총범죄,지능범죄,통화,시장노점,139,123,83,26,26,18,62,33,32,12,9,14
총범죄,지능범죄,통화,숙박업소 목욕탕,8,13,14,6,4,3,1,2,6,5,2,-
총범죄,지능범죄,통화,유흥접객업소,75,48,57,32,18,15,24,27,27,11,17,5
총범죄,지능범죄,통화,사무실,210,269,174,110,46,36,65,33,30,14,16,13
총범죄,지능범죄,통화,공장,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,통화,공사장광산,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,통화,창고,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,통화,역대합실,19,10,13,10,7,3,12,2,5,3,-,2
총범죄,지능범죄,통화,지하철,1,1,-,2,-,-,-,-,-,-,-,-
총범죄,지능범죄,통화,기타교통수단내,17,20,26,18,7,7,3,2,3,4,11,4
총범죄,지능범죄,통화,흥행장,3,1,3,5,2,1,3,1,-,-,-,-
총범죄,지능범죄,통화,유원지,17,26,9,3,1,2,2,5,2,-,-,-
총범죄,지능범죄,통화,학교,4,-,-,-,-,3,1,-,-,1,1,-
총범죄,지능범죄,통화,금융기관,5417,5286,2517,1428,953,975,1428,725,547,365,205,254
총범죄,지능범죄,통화,의료기관,13,10,12,8,1,3,9,3,5,4,-,2
총범죄,지능범죄,통화,종교기관,5,4,1,1,-,1,4,-,2,-,1,1
총범죄,지능범죄,통화,산야,-,-,-,1,-,1,-,-,-,-,-,-
총범죄,지능범죄,통화,해상,-,-,-,-,-,-,-,-,1,-,-,-
총범죄,지능범죄,통화,부대,1,-,1,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,통화,구금장소,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,통화,공지,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,통화,주차장,3,-,2,-,2,2,2,-,-,-,-,-
총범죄,지능범죄,통화,공중화장실,-,-,-,-,-,-,-,-,-,-,-,-
총범죄,지능범죄,통화,PC방,9,5,8,10,2,-,4,-,1,-,-,-
총범죄,지능범죄,통화,기타,1429,1948,463,787,518,576,858,176,146,97,56,92
총범죄,지능범죄,문서·인장,아파트 연립다세대,298,237,277,256,281,216,215,228,237,307,206,255
