대분류,중분류,소분류,교육정도별(1),교육정도별(2),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
소계,지능범죄,통화,고등학교,졸업,27,18,43,35,33,34,75,34,17,11,5,8
소계,지능범죄,통화,대학(4년미만),재중,1,3,-,1,-,-,1,1,1,-,-,-
소계,지능범죄,통화,대학(4년미만),중퇴,1,1,-,-,2,1,-,-,-,-,-,-
소계,지능범죄,통화,대학(4년미만),졸업,1,2,11,7,9,1,5,5,9,1,1,-
소계,지능범죄,통화,대학(4년이상),재중,1,9,2,3,4,3,2,1,7,-,-,-
소계,지능범죄,통화,대학(4년이상),중퇴,2,2,5,4,3,1,2,-,4,-,-,-
소계,지능범죄,통화,대학(4년이상),졸업,8,6,6,7,7,5,6,3,-,2,3,4
소계,지능범죄,통화,대학원,재중,-,-,-,-,-,-,1,-,-,-,-,-
소계,지능범죄,통화,대학원,중퇴,-,1,-,-,-,-,2,-,-,-,-,-
소계,지능범죄,통화,대학원,졸업,-,-,2,1,-,-,1,-,-,-,-,-
소계,지능범죄,통화,기타,소계,2,9,1,1,4,-,1,2,-,-,1,1
소계,지능범죄,통화,미상,소계,38,64,320,254,184,130,398,181,81,59,37,26
소계,지능범죄,문서・인장,불취학,소계,66,55,68,37,55,41,29,24,36,24,18,24
소계,지능범죄,문서・인장,초등학교,재중,2,1,-,4,2,-,2,2,-,2,-,-
소계,지능범죄,문서・인장,초등학교,중퇴,88,71,58,63,60,60,40,37,46,27,29,28
소계,지능범죄,문서・인장,초등학교,졸업,483,424,456,369,389,289,285,220,233,193,134,161
소계,지능범죄,문서・인장,중학교,재중,56,106,89,99,91,78,66,72,67,71,69,90
소계,지능범죄,문서・인장,중학교,중퇴,248,234,262,225,213,175,132,97,95,87,72,70
소계,지능범죄,문서・인장,중학교,졸업,810,586,656,675,629,543,457,388,375,375,303,306
소계,지능범죄,문서・인장,고등학교,재중,1101,1777,1287,1066,1109,1258,1030,802,650,614,378,457
소계,지능범죄,문서・인장,고등학교,중퇴,520,579,572,459,482,506,391,411,386,385,178,303
소계,지능범죄,문서・인장,고등학교,졸업,4403,3396,3763,3639,3630,3296,2683,2542,2770,2494,2020,2078
소계,지능범죄,문서・인장,대학(4년미만),재중,30,46,38,21,23,41,24,42,29,38,16,10
소계,지능범죄,문서・인장,대학(4년미만),중퇴,33,47,39,79,54,61,37,32,29,35,27,27
소계,지능범죄,문서・인장,대학(4년미만),졸업,520,502,495,433,478,456,391,361,442,358,344,306
소계,지능범죄,문서・인장,대학(4년이상),재중,160,227,168,160,157,156,203,191,220,162,78,93
소계,지능범죄,문서・인장,대학(4년이상),중퇴,191,228,303,345,310,341,300,247,261,230,202,184
소계,지능범죄,문서・인장,대학(4년이상),졸업,1707,1450,1668,1549,1387,1414,1358,1268,1331,1225,1075,1146
소계,지능범죄,문서・인장,대학원,소계,376,-,-,-,-,-,-,-,-,-,-,-
소계,지능범죄,문서・인장,대학원,재중,-,23,28,28,26,34,33,19,24,24,16,15
소계,지능범죄,문서・인장,대학원,중퇴,-,25,29,34,24,30,29,6,16,20,13,10
소계,지능범죄,문서・인장,대학원,졸업,-,263,331,277,259,264,226,212,251,240,224,239
소계,지능범죄,문서・인장,기타,소계,561,405,172,215,164,117,75,55,78,90,108,113
소계,지능범죄,문서・인장,미상,소계,10750,9034,9924,9683,9480,8864,8127,8548,8914,8771,6137,6204
소계,지능범죄,유가증권인지,불취학,소계,-,-,2,1,-,-,1,5,1,-,-,-
소계,지능범죄,유가증권인지,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-
소계,지능범죄,유가증권인지,초등학교,중퇴,1,1,7,2,2,3,1,2,2,-,-,-
소계,지능범죄,유가증권인지,초등학교,졸업,17,11,12,12,9,9,6,6,1,2,-,2
소계,지능범죄,유가증권인지,중학교,재중,-,-,-,-,-,-,1,-,-,-,-,-
소계,지능범죄,유가증권인지,중학교,중퇴,10,3,1,6,4,2,1,5,1,-,-,-
소계,지능범죄,유가증권인지,중학교,졸업,14,13,12,20,9,6,10,7,5,1,1,2
소계,지능범죄,유가증권인지,고등학교,재중,-,-,-,-,12,-,1,7,-,-,-,-
소계,지능범죄,유가증권인지,고등학교,중퇴,12,5,2,2,7,3,5,5,-,1,-,-
소계,지능범죄,유가증권인지,고등학교,졸업,147,108,89,104,64,71,66,27,23,20,10,7
소계,지능범죄,유가증권인지,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-
소계,지능범죄,유가증권인지,대학(4년미만),중퇴,5,1,2,1,2,-,1,-,1,1,-,-
소계,지능범죄,유가증권인지,대학(4년미만),졸업,12,15,8,9,8,7,8,6,5,-,-,2
소계,지능범죄,유가증권인지,대학(4년이상),재중,3,2,-,-,1,-,1,-,-,1,-,-
소계,지능범죄,유가증권인지,대학(4년이상),중퇴,5,6,4,8,6,6,2,1,3,-,2,-
소계,지능범죄,유가증권인지,대학(4년이상),졸업,49,51,30,38,34,18,30,12,18,11,7,9
소계,지능범죄,유가증권인지,대학원,소계,13,-,-,-,-,-,-,-,-,-,-,-
소계,지능범죄,유가증권인지,대학원,재중,-,-,-,-,-,-,-,1,-,1,-,-
소계,지능범죄,유가증권인지,대학원,중퇴,-,-,-,-,-,-,-,1,-,-,-,-
소계,지능범죄,유가증권인지,대학원,졸업,-,9,5,6,4,6,4,1,4,3,2,-
소계,지능범죄,유가증권인지,기타,소계,26,2,2,6,2,5,1,2,1,1,-,-
소계,지능범죄,유가증권인지,미상,소계,711,406,372,337,235,237,191,207,143,75,46,56
소계,지능범죄,사기,불취학,소계,480,449,505,515,474,408,375,334,367,306,183,165
소계,지능범죄,사기,초등학교,재중,8,6,1,7,8,9,6,1,9,12,7,8
소계,지능범죄,사기,초등학교,중퇴,741,762,843,762,842,767,629,668,622,576,367,330
소계,지능범죄,사기,초등학교,졸업,4049,4169,4356,4241,4302,3803,3261,3340,3429,3079,1773,1708
소계,지능범죄,사기,중학교,재중,347,553,560,605,749,599,582,668,849,1137,1028,1393
소계,지능범죄,사기,중학교,중퇴,2754,2697,3096,3006,2950,2570,2149,2282,2296,2041,1441,1392
소계,지능범죄,사기,중학교,졸업,7201,7496,8303,8829,9193,8676,7709,8614,9228,9032,5923,6075
소계,지능범죄,사기,고등학교,재중,1679,2276,2186,2401,2821,2660,2129,2148,2469,3188,2496,2098
소계,지능범죄,사기,고등학교,중퇴,5770,5496,6619,6302,6730,6183,5757,6485,7240,7075,5103,4828
소계,지능범죄,사기,고등학교,졸업,49473,47271,46754,48135,50430,50322,49199,54625,62523,60871,46238,45037
소계,지능범죄,사기,대학(4년미만),재중,302,300,316,254,319,360,310,494,578,661,600,469
소계,지능범죄,사기,대학(4년미만),중퇴,650,667,848,769,898,949,846,1220,1240,1310,1001,961
소계,지능범죄,사기,대학(4년미만),졸업,3928,4129,4604,4739,5282,5273,5376,6145,7134,6524,4924,5023
소계,지능범죄,사기,대학(4년이상),재중,1201,1297,1438,1664,2251,2283,2230,2375,2581,3130,2770,2883
소계,지능범죄,사기,대학(4년이상),중퇴,2572,2998,3787,3823,4438,4741,4777,5426,6063,6245,4892,5225
소계,지능범죄,사기,대학(4년이상),졸업,10436,10929,11874,12373,12856,13986,13954,14976,16893,16588,11859,11839
소계,지능범죄,사기,대학원,소계,1993,-,-,-,-,-,-,-,-,-,-,-
소계,지능범죄,사기,대학원,재중,-,176,171,222,344,331,344,247,290,342,305,356
소계,지능범죄,사기,대학원,중퇴,-,254,322,330,348,380,367,230,323,296,300,326
소계,지능범죄,사기,대학원,졸업,-,1710,1729,1756,1797,1960,2000,1788,2148,2047,1499,1461
소계,지능범죄,사기,기타,소계,4740,3191,1945,2141,2184,1719,1353,1347,1784,1859,1978,2453
소계,지능범죄,사기,미상,소계,166310,124061,139052,119299,118989,115231,105129,116441,118094,118690,68149,75498
소계,지능범죄,횡령,불취학,소계,75,86,117,127,160,215,262,303,363,395,377,387
소계,지능범죄,횡령,초등학교,재중,-,-,1,3,-,1,2,2,-,3,-,4
소계,지능범죄,횡령,초등학교,중퇴,93,103,136,141,203,289,336,377,455,461,439,498
소계,지능범죄,횡령,초등학교,졸업,515,606,730,754,1091,1180,1201,1314,1409,1544,1468,1502
소계,지능범죄,횡령,중학교,재중,173,270,230,164,203,157,176,204,199,259,211,425
소계,지능범죄,횡령,중학교,중퇴,256,316,372,371,414,440,450,404,432,416,376,396
소계,지능범죄,횡령,중학교,졸업,741,955,1148,1101,1446,1508,1461,1547,1636,1740,1388,1525
소계,지능범죄,횡령,고등학교,재중,624,834,946,740,839,843,745,691,607,638,526,589
소계,지능범죄,횡령,고등학교,중퇴,556,635,774,645,781,805,715,738,737,745,583,665
소계,지능범죄,횡령,고등학교,졸업,6035,6091,6950,6697,7692,8003,7642,7379,7677,7799,6220,6906
소계,지능범죄,횡령,대학(4년미만),재중,67,60,69,56,67,78,62,76,72,56,41,44
소계,지능범죄,횡령,대학(4년미만),중퇴,75,79,105,110,108,118,110,129,128,130,106,94
소계,지능범죄,횡령,대학(4년미만),졸업,672,785,1014,966,1129,1028,1149,1163,1134,1175,851,975
소계,지능범죄,횡령,대학(4년이상),재중,336,378,423,372,483,493,517,466,397,358,274,321
소계,지능범죄,횡령,대학(4년이상),중퇴,292,382,472,485,552,712,625,693,702,620,472,550
소계,지능범죄,횡령,대학(4년이상),졸업,2028,2043,2669,2639,2969,2866,3088,3056,3090,3050,2688,2812
소계,지능범죄,횡령,대학원,소계,493,-,-,-,-,-,-,-,-,-,-,-
소계,지능범죄,횡령,대학원,재중,-,49,63,74,75,66,78,53,50,45,52,29
소계,지능범죄,횡령,대학원,중퇴,-,39,48,39,55,64,45,34,40,36,33,36
소계,지능범죄,횡령,대학원,졸업,-,345,427,447,553,508,527,448,483,480,361,384
소계,지능범죄,횡령,기타,소계,696,478,268,293,319,286,225,214,217,259,304,382
소계,지능범죄,횡령,미상,소계,17662,14973,15761,15751,16806,15923,14164,15979,15335,15721,11200,11482
소계,지능범죄,배임,불취학,소계,8,14,18,13,8,9,8,12,6,5,3,5
소계,지능범죄,배임,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-
소계,지능범죄,배임,초등학교,중퇴,16,19,19,22,22,6,8,11,18,7,5,2
소계,지능범죄,배임,초등학교,졸업,87,107,129,132,91,95,91,86,94,55,37,44
소계,지능범죄,배임,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-
소계,지능범죄,배임,중학교,중퇴,18,29,35,22,28,24,28,21,19,11,8,11
소계,지능범죄,배임,중학교,졸업,128,127,149,179,145,162,138,91,91,86,63,63
소계,지능범죄,배임,고등학교,재중,1,7,-,-,1,2,-,-,-,2,1,-
소계,지능범죄,배임,고등학교,중퇴,46,45,45,50,43,56,50,36,42,33,26,18
소계,지능범죄,배임,고등학교,졸업,1079,952,1188,1607,1015,1030,1123,997,890,813,622,462
소계,지능범죄,배임,대학(4년미만),재중,1,1,-,-,1,1,3,2,1,2,1,-
소계,지능범죄,배임,대학(4년미만),중퇴,6,10,11,14,6,7,16,5,10,7,5,9
소계,지능범죄,배임,대학(4년미만),졸업,137,149,212,295,247,201,199,197,193,169,125,103
소계,지능범죄,배임,대학(4년이상),재중,15,5,10,16,10,23,13,12,13,12,3,6
소계,지능범죄,배임,대학(4년이상),중퇴,40,56,72,86,69,55,70,48,73,68,47,42
소계,지능범죄,배임,대학(4년이상),졸업,702,808,844,1013,896,812,902,878,732,705,552,507
소계,지능범죄,배임,대학원,소계,143,-,-,-,-,-,-,-,-,-,-,-
소계,지능범죄,배임,대학원,재중,-,5,6,7,7,9,10,4,7,7,4,2
소계,지능범죄,배임,대학원,중퇴,-,6,6,5,14,5,9,7,11,9,8,6
소계,지능범죄,배임,대학원,졸업,-,140,150,221,183,170,170,193,135,144,112,107
소계,지능범죄,배임,기타,소계,135,117,53,96,35,18,25,29,22,82,55,34
소계,지능범죄,배임,미상,소계,5298,4913,5478,5583,5412,4923,4943,5580,5794,6107,4013,4204
소계,풍속범죄,소계,불취학,소계,393,379,361,299,349,276,284,231,262,179,149,107
소계,풍속범죄,소계,초등학교,재중,3,7,-,-,2,1,1,3,2,5,7,3
소계,풍속범죄,소계,초등학교,중퇴,458,419,402,349,431,393,341,323,343,341,200,173
소계,풍속범죄,소계,초등학교,졸업,3216,3059,2732,2597,2644,2144,1997,1736,1718,1587,1101,966
소계,풍속범죄,소계,중학교,재중,73,131,113,151,146,279,283,342,342,507,647,826
소계,풍속범죄,소계,중학교,중퇴,793,875,813,707,831,829,643,569,540,482,405,350
소계,풍속범죄,소계,중학교,졸업,4966,4413,4086,3674,3891,3626,3039,2909,2810,2473,1926,1627
소계,풍속범죄,소계,고등학교,재중,389,535,471,474,580,823,886,908,878,1276,1452,2064
소계,풍속범죄,소계,고등학교,중퇴,1517,1423,1224,1185,1149,1269,1050,978,929,890,778,714
소계,풍속범죄,소계,고등학교,졸업,26247,20992,18642,16040,15870,17943,13340,11657,12308,12504,9594,9415
소계,풍속범죄,소계,대학(4년미만),재중,202,128,142,126,126,157,119,144,138,167,157,197
소계,풍속범죄,소계,대학(4년미만),중퇴,190,204,239,197,223,260,259,146,200,228,149,175
소계,풍속범죄,소계,대학(4년미만),졸업,2224,1999,2335,1993,1877,2704,1956,1692,1855,1713,1314,1377
소계,풍속범죄,소계,대학(4년이상),재중,2341,1756,2194,1288,1293,1660,1199,1075,1066,1339,1272,1813
소계,풍속범죄,소계,대학(4년이상),중퇴,799,831,993,842,892,1424,985,815,915,943,752,812
소계,풍속범죄,소계,대학(4년이상),졸업,4525,4148,4677,3960,3917,5459,4184,3637,3957,4095,3331,3377
소계,풍속범죄,소계,대학원,소계,660,-,-,-,-,-,-,-,-,-,-,-
소계,풍속범죄,소계,대학원,재중,-,184,192,174,168,185,112,109,116,131,139,140
소계,풍속범죄,소계,대학원,중퇴,-,54,71,58,60,72,54,37,49,44,50,42
소계,풍속범죄,소계,대학원,졸업,-,400,446,414,355,479,390,303,308,332,265,304
소계,풍속범죄,소계,기타,소계,3830,2164,1012,918,793,769,461,365,482,485,530,465
소계,풍속범죄,소계,미상,소계,8557,6804,6869,6248,5486,4397,4198,4204,4561,4950,4812,6044
소계,풍속범죄,성풍속범죄,불취학,소계,22,51,44,30,30,35,46,44,47,34,25,27
소계,풍속범죄,성풍속범죄,초등학교,재중,-,7,-,-,1,1,1,1,2,4,6,3
소계,풍속범죄,성풍속범죄,초등학교,중퇴,24,58,62,46,57,62,73,76,68,70,45,46
소계,풍속범죄,성풍속범죄,초등학교,졸업,168,277,319,274,229,217,241,198,222,232,191,185
소계,풍속범죄,성풍속범죄,중학교,재중,71,116,112,151,145,274,279,341,338,502,636,818
소계,풍속범죄,성풍속범죄,중학교,중퇴,96,153,190,169,192,149,115,128,121,127,116,97
소계,풍속범죄,성풍속범죄,중학교,졸업,333,548,548,506,470,396,431,399,397,350,433,413
소계,풍속범죄,성풍속범죄,고등학교,재중,355,495,464,457,553,734,839,876,843,1231,1417,2021
소계,풍속범죄,성풍속범죄,고등학교,중퇴,220,330,360,314,252,241,252,286,269,269,298,353
소계,풍속범죄,성풍속범죄,고등학교,졸업,4293,4845,5371,3666,3250,3291,3282,3442,3324,3381,3455,4323
소계,풍속범죄,성풍속범죄,대학(4년미만),재중,154,92,123,93,93,89,91,132,113,139,139,190
소계,풍속범죄,성풍속범죄,대학(4년미만),중퇴,63,102,116,89,76,51,99,75,95,112,84,121
소계,풍속범죄,성풍속범죄,대학(4년미만),졸업,799,1016,1288,917,760,710,784,871,844,790,808,1031
소계,풍속범죄,성풍속범죄,대학(4년이상),재중,2002,1569,2016,1049,1022,954,902,912,805,1025,1086,1732
소계,풍속범죄,성풍속범죄,대학(4년이상),중퇴,315,448,608,406,346,446,391,451,447,423,453,586
소계,풍속범죄,성풍속범죄,대학(4년이상),졸업,2020,2501,2946,2183,2048,1956,2066,2253,2111,2173,2348,2569
소계,풍속범죄,성풍속범죄,대학원,소계,335,-,-,-,-,-,-,-,-,-,-,-
소계,풍속범죄,성풍속범죄,대학원,재중,-,152,176,140,140,117,93,100,92,114,128,132
소계,풍속범죄,성풍속범죄,대학원,중퇴,-,32,50,36,31,31,30,17,28,21,37,35
소계,풍속범죄,성풍속범죄,대학원,졸업,-,240,301,263,203,218,236,207,189,214,214,240
소계,풍속범죄,성풍속범죄,기타,소계,384,267,189,157,181,148,143,116,139,133,205,236
소계,풍속범죄,성풍속범죄,미상,소계,3555,3022,3405,2999,1838,1087,1652,1788,1979,2202,2425,4193
소계,풍속범죄,도박범죄,불취학,소계,371,328,317,269,319,241,238,187,215,145,124,80
소계,풍속범죄,도박범죄,초등학교,재중,3,-,-,-,1,-,-,2,-,1,1,-
소계,풍속범죄,도박범죄,초등학교,중퇴,434,361,340,303,374,331,268,247,275,271,155,127
소계,풍속범죄,도박범죄,초등학교,졸업,3048,2782,2413,2323,2415,1927,1756,1538,1496,1355,910,781
소계,풍속범죄,도박범죄,중학교,재중,2,15,1,-,1,5,4,1,4,5,11,8
소계,풍속범죄,도박범죄,중학교,중퇴,697,722,623,538,639,680,528,441,419,355,289,253
소계,풍속범죄,도박범죄,중학교,졸업,4633,3865,3538,3168,3421,3230,2608,2510,2413,2123,1493,1214
소계,풍속범죄,도박범죄,고등학교,재중,34,40,7,17,27,89,47,32,35,45,35,43
소계,풍속범죄,도박범죄,고등학교,중퇴,1297,1093,864,871,897,1028,798,692,660,621,480,361
소계,풍속범죄,도박범죄,고등학교,졸업,21954,16147,13271,12374,12620,14652,10058,8215,8984,9123,6139,5092
소계,풍속범죄,도박범죄,대학(4년미만),재중,48,36,19,33,33,68,28,12,25,28,18,7
소계,풍속범죄,도박범죄,대학(4년미만),중퇴,127,102,123,108,147,209,160,71,105,116,65,54
소계,풍속범죄,도박범죄,대학(4년미만),졸업,1425,983,1047,1076,1117,1994,1172,821,1011,923,506,346
소계,풍속범죄,도박범죄,대학(4년이상),재중,339,187,178,239,271,706,297,163,261,314,186,81
소계,풍속범죄,도박범죄,대학(4년이상),중퇴,484,383,385,436,546,978,594,364,468,520,299,226
소계,풍속범죄,도박범죄,대학(4년이상),졸업,2505,1647,1731,1777,1869,3503,2118,1384,1846,1922,983,808
소계,풍속범죄,도박범죄,대학원,소계,325,-,-,-,-,-,-,-,-,-,-,-
소계,풍속범죄,도박범죄,대학원,재중,-,32,16,34,28,68,19,9,24,17,11,8
소계,풍속범죄,도박범죄,대학원,중퇴,-,22,21,22,29,41,24,20,21,23,13,7
소계,풍속범죄,도박범죄,대학원,졸업,-,160,145,151,152,261,154,96,119,118,51,64
소계,풍속범죄,도박범죄,기타,소계,3446,1897,823,761,612,621,318,249,343,352,325,229
소계,풍속범죄,도박범죄,미상,소계,5002,3782,3464,3249,3648,3310,2546,2416,2582,2748,2387,1851
소계,특별경제범죄,소계,불취학,소계,305,445,422,480,492,465,365,380,336,270,207,157
소계,특별경제범죄,소계,초등학교,재중,1,20,1,-,-,1,4,4,1,3,1,2
소계,특별경제범죄,소계,초등학교,중퇴,490,566,557,644,656,586,536,540,563,449,326,277
소계,특별경제범죄,소계,초등학교,졸업,2456,3041,2769,3274,3176,2731,2421,2275,2390,1881,1352,1254
소계,특별경제범죄,소계,중학교,재중,103,240,142,76,96,67,55,53,52,61,72,96
소계,특별경제범죄,소계,중학교,중퇴,1011,1189,1177,1266,1333,1199,1040,1006,1006,812,566,562
소계,특별경제범죄,소계,중학교,졸업,3945,4496,4274,4951,4907,4459,4084,4134,4408,3494,2239,2310
소계,특별경제범죄,소계,고등학교,재중,392,557,351,308,490,305,214,199,264,227,131,104
소계,특별경제범죄,소계,고등학교,중퇴,1823,2116,1919,2042,2266,1990,1764,1839,1886,1528,1036,1048
소계,특별경제범죄,소계,고등학교,졸업,29231,30508,24007,26043,26360,23954,23664,24731,26598,21675,14237,14737
소계,특별경제범죄,소계,대학(4년미만),재중,234,207,130,122,152,112,98,130,185,105,69,59
소계,특별경제범죄,소계,대학(4년미만),중퇴,346,381,358,350,364,327,329,336,341,283,186,184
소계,특별경제범죄,소계,대학(4년미만),졸업,3247,3385,2996,3271,3460,3028,3114,3290,3900,3063,1955,2003
소계,특별경제범죄,소계,대학(4년이상),재중,1626,1508,1266,1272,1764,1108,1046,893,947,720,454,455
소계,특별경제범죄,소계,대학(4년이상),중퇴,1308,1547,1427,1687,1798,1631,1708,1881,2000,1596,1130,1224
소계,특별경제범죄,소계,대학(4년이상),졸업,6930,7518,7000,7986,8281,7726,7531,8259,8863,7627,5289,5455
소계,특별경제범죄,소계,대학원,소계,1324,-,-,-,-,-,-,-,-,-,-,-
소계,특별경제범죄,소계,대학원,재중,-,241,167,196,252,149,141,113,133,120,94,98
소계,특별경제범죄,소계,대학원,중퇴,-,130,115,141,138,130,104,84,92,66,69,69
소계,특별경제범죄,소계,대학원,졸업,-,1155,958,1085,1156,1066,1159,1113,1116,1010,716,792
소계,특별경제범죄,소계,기타,소계,2741,2104,894,1033,1181,1090,727,653,678,783,759,789
소계,특별경제범죄,소계,미상,소계,34109,32073,32378,31421,32034,25545,22348,23435,23416,22131,15958,18998
소계,마약범죄,소계,불취학,소계,149,130,122,134,191,233,270,258,240,306,183,271
소계,마약범죄,소계,초등학교,재중,1,-,-,1,-,-,-,3,-,2,-,2
소계,마약범죄,소계,초등학교,중퇴,64,75,80,69,126,151,149,127,157,189,116,133
소계,마약범죄,소계,초등학교,졸업,308,259,345,285,521,574,574,493,644,766,535,749
소계,마약범죄,소계,중학교,재중,1,-,1,3,5,1,1,-,-,4,10,33
소계,마약범죄,소계,중학교,중퇴,208,274,242,277,368,385,360,310,305,332,240,265
소계,마약범죄,소계,중학교,졸업,509,456,497,509,713,853,911,795,982,1038,835,1099
소계,마약범죄,소계,고등학교,재중,15,5,4,27,28,9,17,10,13,58,72,83
소계,마약범죄,소계,고등학교,중퇴,451,341,302,355,480,534,489,427,551,525,429,420
소계,마약범죄,소계,고등학교,졸업,1726,1603,1806,1862,2247,2706,2796,2501,3380,4005,3595,4330
소계,마약범죄,소계,대학(4년미만),재중,10,12,7,3,5,11,8,10,24,38,34,48
소계,마약범죄,소계,대학(4년미만),중퇴,27,19,35,44,36,64,46,67,86,64,77,79
소계,마약범죄,소계,대학(4년미만),졸업,100,110,143,146,207,248,212,244,318,362,289,364
소계,마약범죄,소계,대학(4년이상),재중,49,59,63,96,121,104,110,127,213,268,244,276
소계,마약범죄,소계,대학(4년이상),중퇴,63,105,95,146,160,215,279,265,343,344,347,480
소계,마약범죄,소계,대학(4년이상),졸업,332,317,443,458,511,644,717,753,997,1225,924,1162
소계,마약범죄,소계,대학원,소계,94,-,-,-,-,-,-,-,-,-,-,-
소계,마약범죄,소계,대학원,재중,-,6,13,19,18,19,24,18,24,33,22,33
소계,마약범죄,소계,대학원,중퇴,-,11,5,11,9,15,16,14,21,13,12,14
소계,마약범죄,소계,대학원,졸업,-,64,107,74,77,105,98,114,109,151,127,152
소계,마약범죄,소계,기타,소계,272,177,96,73,111,160,126,71,78,149,243,255
소계,마약범죄,소계,미상,소계,1030,708,643,672,979,1412,1309,1070,1390,1758,1839,1700
소계,보건범죄,소계,불취학,소계,196,233,275,208,219,202,162,156,177,162,169,147
소계,보건범죄,소계,초등학교,재중,-,-,-,-,-,-,-,1,2,-,-,-
소계,보건범죄,소계,초등학교,중퇴,206,204,274,240,205,178,171,183,176,186,212,235
소계,보건범죄,소계,초등학교,졸업,1272,1216,1637,1403,1181,1241,957,890,933,897,1123,1234
소계,보건범죄,소계,중학교,재중,2,3,-,2,1,2,-,1,4,9,16,23
소계,보건범죄,소계,중학교,중퇴,216,228,316,266,212,229,204,156,186,208,353,424
소계,보건범죄,소계,중학교,졸업,1687,1521,1944,1670,1523,1542,1289,1239,1379,1341,2122,2631
소계,보건범죄,소계,고등학교,재중,27,14,9,8,3,8,8,5,3,27,94,86
소계,보건범죄,소계,고등학교,중퇴,411,380,414,391,329,330,301,263,312,311,679,993
소계,보건범죄,소계,고등학교,졸업,8371,7078,8526,7912,6726,6843,5976,4847,5791,6967,15261,22548
소계,보건범죄,소계,대학(4년미만),재중,22,19,33,17,13,12,11,14,13,26,61,148
소계,보건범죄,소계,대학(4년미만),중퇴,66,51,74,72,64,43,46,51,64,78,184,194
소계,보건범죄,소계,대학(4년미만),졸업,781,768,1019,927,974,1118,1007,907,1021,1116,2112,2922
소계,보건범죄,소계,대학(4년이상),재중,162,128,131,139,116,124,111,116,136,254,747,1257
소계,보건범죄,소계,대학(4년이상),중퇴,230,308,371,353,352,417,379,321,379,571,1316,1653
소계,보건범죄,소계,대학(4년이상),졸업,2604,3433,3729,3923,4142,4709,3918,3739,3383,4249,6527,9119
소계,보건범죄,소계,대학원,소계,665,-,-,-,-,-,-,-,-,-,-,-
소계,보건범죄,소계,대학원,재중,-,51,60,47,53,52,53,29,33,63,112,196
소계,보건범죄,소계,대학원,중퇴,-,20,27,39,29,36,26,26,33,38,66,73
소계,보건범죄,소계,대학원,졸업,-,667,685,788,774,843,847,662,567,757,893,1027
소계,보건범죄,소계,기타,소계,846,487,267,294,273,204,139,140,165,295,1099,2942
소계,보건범죄,소계,미상,소계,2681,2722,3255,3386,3532,3516,3525,3219,3267,4255,5797,8868
소계,환경범죄,소계,불취학,소계,28,25,24,20,19,24,21,19,30,22,12,20
소계,환경범죄,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-
소계,환경범죄,소계,초등학교,중퇴,30,38,42,34,26,41,48,46,27,29,34,28
소계,환경범죄,소계,초등학교,졸업,238,228,241,192,263,224,246,256,284,246,191,174
소계,환경범죄,소계,중학교,재중,2,-,-,-,1,4,2,-,2,-,-,-
소계,환경범죄,소계,중학교,중퇴,51,46,57,43,64,48,64,53,89,62,39,43
소계,환경범죄,소계,중학교,졸업,285,248,323,279,250,311,389,341,425,315,312,266
소계,환경범죄,소계,고등학교,재중,5,-,-,1,-,5,2,1,2,2,3,2
소계,환경범죄,소계,고등학교,중퇴,59,69,65,49,64,71,86,95,131,106,90,92
소계,환경범죄,소계,고등학교,졸업,1152,1108,1207,1051,993,1285,1494,1255,1751,1535,1268,1249
소계,환경범죄,소계,대학(4년미만),재중,1,1,1,1,-,1,2,-,7,1,1,2
소계,환경범죄,소계,대학(4년미만),중퇴,6,5,7,4,11,11,13,12,14,10,14,9
소계,환경범죄,소계,대학(4년미만),졸업,182,201,242,171,168,266,275,248,324,279,268,273
소계,환경범죄,소계,대학(4년이상),재중,7,7,7,13,15,15,12,10,18,11,9,10
소계,환경범죄,소계,대학(4년이상),중퇴,27,34,50,54,57,55,84,64,111,84,54,65
소계,환경범죄,소계,대학(4년이상),졸업,396,489,587,589,564,725,812,809,901,735,800,685
소계,환경범죄,소계,대학원,소계,66,-,-,-,-,-,-,-,-,-,-,-
소계,환경범죄,소계,대학원,재중,-,4,5,2,11,6,2,7,5,3,6,4
소계,환경범죄,소계,대학원,중퇴,-,6,4,4,3,7,10,4,14,3,5,4
소계,환경범죄,소계,대학원,졸업,-,71,85,117,131,119,145,120,106,116,131,111
소계,환경범죄,소계,기타,소계,116,118,81,38,45,41,22,39,21,29,38,30
소계,환경범죄,소계,미상,소계,462,549,560,474,491,543,649,687,826,741,578,622
소계,교통범죄,소계,불취학,소계,1240,1240,1508,1455,1664,1774,1512,1206,1174,1033,846,763
소계,교통범죄,소계,초등학교,재중,26,22,14,13,13,10,20,17,7,14,17,11
소계,교통범죄,소계,초등학교,중퇴,1761,1847,2059,2010,2265,2490,2215,1847,1744,1624,1473,1447
소계,교통범죄,소계,초등학교,졸업,12469,13115,14209,13683,14743,15315,12807,10841,9719,8872,7688,7672
소계,교통범죄,소계,중학교,재중,1469,1735,1043,947,801,739,857,699,807,1015,932,1176
