대분류,중분류,소분류,교육정도별(1),교육정도별(2),1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,방문판매등에 관한 법률,소계,초등학교,졸업,8,5,38,17,41,24,32,61,56,23,13,34,10,15,20,68,28
특별법범,방문판매등에 관한 법률,소계,중학교,재중,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-
특별법범,방문판매등에 관한 법률,소계,중학교,중퇴,-,-,10,8,13,7,7,17,10,1,3,4,5,4,4,11,9
특별법범,방문판매등에 관한 법률,소계,중학교,졸업,11,5,63,28,73,55,30,81,69,24,14,41,19,32,71,163,42
특별법범,방문판매등에 관한 법률,소계,고등학교,재중,-,-,1,2,3,-,1,2,-,-,1,-,-,-,-,1,-
특별법범,방문판매등에 관한 법률,소계,고등학교,중퇴,2,3,15,7,15,20,16,29,24,11,15,16,8,9,12,32,12
특별법범,방문판매등에 관한 법률,소계,고등학교,졸업,66,44,354,223,508,216,362,636,561,234,242,395,184,313,433,1260,326
특별법범,방문판매등에 관한 법률,소계,대학(4년미만),재중,-,-,1,1,9,1,-,11,3,2,-,2,-,1,6,9,2
특별법범,방문판매등에 관한 법률,소계,대학(4년미만),중퇴,2,-,3,6,16,8,9,17,24,5,3,4,5,4,16,32,4
특별법범,방문판매등에 관한 법률,소계,대학(4년미만),졸업,19,5,36,32,78,24,53,100,86,36,37,36,46,61,58,229,37
특별법범,방문판매등에 관한 법률,소계,대학(4년이상),재중,1,1,3,10,16,5,6,61,15,1,16,4,3,1,2,44,10
특별법범,방문판매등에 관한 법률,소계,대학(4년이상),중퇴,4,4,14,15,46,14,26,65,56,13,16,16,11,10,6,29,15
특별법범,방문판매등에 관한 법률,소계,대학(4년이상),졸업,23,12,75,97,197,70,95,235,228,80,85,132,88,71,48,186,52
특별법범,방문판매등에 관한 법률,소계,대학원,소계,2,-,11,11,23,2,5,23,32,13,5,16,8,15,3,15,12
특별법범,방문판매등에 관한 법률,소계,기타,소계,-,-,5,5,6,2,-,12,47,8,13,7,4,2,46,46,20
특별법범,방문판매등에 관한 법률,소계,미상,소계,29,1,13,31,59,83,25,30,41,29,116,252,178,172,203,395,292
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,11,16,6,13,8,12,3
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,78,66,56,51,35,75,39
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,263,328,244,186,187,124,163
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,30,21,12,19,13,12,24
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,284,364,317,342,265,116,131
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,2,-,-,3,4,1,2
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,16,25,30,37,38,19,19
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,-,2,4,1,-,-,1
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,1
특별법범,배타적경제수역의 외국인어업등에 관한 법률,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,3,6,2,1,7,16,11
특별법범,변호사법,소계,불취학,소계,5,3,7,3,6,4,7,5,8,4,7,7,1,1,1,2,1
특별법범,변호사법,소계,초등학교,재중,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
특별법범,변호사법,소계,초등학교,중퇴,12,6,3,3,5,6,5,2,8,2,6,3,1,6,-,3,1
특별법범,변호사법,소계,초등학교,졸업,60,42,31,36,40,39,36,33,31,30,23,18,11,14,12,6,15
특별법범,변호사법,소계,중학교,재중,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,변호사법,소계,중학교,중퇴,11,13,8,9,6,9,14,9,9,9,10,8,3,3,5,5,10
특별법범,변호사법,소계,중학교,졸업,61,43,57,50,42,44,44,59,33,42,39,40,16,27,19,24,15
특별법범,변호사법,소계,고등학교,재중,-,1,1,1,-,-,1,-,1,-,-,-,-,-,-,-,-
특별법범,변호사법,소계,고등학교,중퇴,12,16,15,15,17,14,26,15,20,11,11,9,10,7,7,6,8
특별법범,변호사법,소계,고등학교,졸업,171,157,163,134,178,240,207,205,183,162,156,177,161,152,164,171,149
특별법범,변호사법,소계,대학(4년미만),재중,-,-,-,-,1,-,-,-,-,1,-,-,-,-,1,-,-
특별법범,변호사법,소계,대학(4년미만),중퇴,3,-,3,2,4,3,3,5,3,2,3,3,2,-,-,1,1
특별법범,변호사법,소계,대학(4년미만),졸업,16,13,18,10,9,23,24,25,20,21,22,25,11,21,18,27,13
특별법범,변호사법,소계,대학(4년이상),재중,-,-,2,3,1,5,-,3,-,-,1,1,2,2,-,4,1
특별법범,변호사법,소계,대학(4년이상),중퇴,21,12,22,18,27,26,21,21,22,18,16,17,7,16,20,7,13
특별법범,변호사법,소계,대학(4년이상),졸업,43,53,60,48,44,81,78,68,63,66,62,68,53,63,61,71,68
특별법범,변호사법,소계,대학원,소계,7,10,5,10,10,7,12,15,11,17,9,12,4,2,1,6,22
특별법범,변호사법,소계,기타,소계,2,3,1,1,5,2,-,7,5,3,2,2,4,3,4,2,3
특별법범,변호사법,소계,미상,소계,7,4,9,9,18,348,29,28,22,30,183,264,267,230,288,314,319
특별법범,병역법,소계,불취학,소계,48,38,20,12,18,24,36,57,44,44,24,13,5,4,4,5,6
특별법범,병역법,소계,초등학교,재중,-,1,-,-,1,-,-,2,1,2,-,-,-,-,-,-,-
특별법범,병역법,소계,초등학교,중퇴,32,16,13,9,10,8,26,15,23,25,23,15,9,7,3,4,1
특별법범,병역법,소계,초등학교,졸업,169,135,42,55,42,60,95,79,93,120,125,106,61,63,34,47,49
특별법범,병역법,소계,중학교,재중,2,4,-,5,-,-,-,2,10,-,-,-,-,1,-,-,-
특별법범,병역법,소계,중학교,중퇴,114,85,42,28,42,57,61,66,78,89,67,67,58,41,33,40,47
특별법범,병역법,소계,중학교,졸업,792,590,341,291,437,460,621,609,634,648,605,566,449,386,329,305,331
특별법범,병역법,소계,고등학교,재중,12,17,8,10,9,13,15,12,10,20,8,9,3,4,5,6,3
특별법범,병역법,소계,고등학교,중퇴,587,505,407,384,619,882,1491,1762,2167,1938,1713,1272,761,685,517,432,549
특별법범,병역법,소계,고등학교,졸업,8440,7173,3065,2699,2967,2885,4442,4916,6448,7813,7100,6002,4505,4497,3707,3214,3492
특별법범,병역법,소계,대학(4년미만),재중,68,100,44,25,49,57,85,154,251,230,219,157,116,103,65,75,68
특별법범,병역법,소계,대학(4년미만),중퇴,160,139,60,68,78,107,207,316,483,641,508,348,215,191,186,165,161
특별법범,병역법,소계,대학(4년미만),졸업,1608,1230,410,301,348,462,882,1027,1347,1792,1478,1117,681,753,633,524,497
특별법범,병역법,소계,대학(4년이상),재중,560,617,169,97,122,176,438,488,731,825,928,824,611,604,412,498,571
특별법범,병역법,소계,대학(4년이상),중퇴,397,280,118,98,129,151,278,417,606,924,809,627,373,478,444,419,531
특별법범,병역법,소계,대학(4년이상),졸업,3174,2672,628,325,359,528,930,939,1225,1644,1369,1023,688,812,691,554,696
특별법범,병역법,소계,대학원,소계,283,306,75,35,26,60,100,78,119,131,96,64,38,50,51,33,200
특별법범,병역법,소계,기타,소계,75,89,44,36,40,65,129,108,145,177,135,136,163,128,82,124,173
특별법범,병역법,소계,미상,소계,364,243,146,218,523,483,530,696,840,1297,4839,3878,3948,3278,3172,2967,3651
특별법범,병역의무특례규제에 관한 법률,소계,고등학교,재중,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,병역의무특례규제에 관한 법률,소계,고등학교,중퇴,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
특별법범,병역의무특례규제에 관한 법률,소계,대학(4년이상),졸업,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,병역의무특례규제에 관한 법률,소계,대학원,소계,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,병역의무특례규제에 관한 법률,소계,미상,소계,-,-,-,-,-,21775,-,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정식품),소계,불취학,소계,6,1,2,-,4,5,3,4,-,2,-,-,-,-,1,-,-
특별법범,보건범죄특조법(부정식품),소계,초등학교,재중,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정식품),소계,초등학교,중퇴,-,-,2,-,-,4,1,-,3,1,-,-,1,-,-,-,-
특별법범,보건범죄특조법(부정식품),소계,초등학교,졸업,9,7,17,5,6,19,10,12,4,11,-,1,2,1,1,-,-
특별법범,보건범죄특조법(부정식품),소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정식품),소계,중학교,중퇴,2,1,-,-,-,3,2,1,-,2,1,1,-,-,-,-,-
특별법범,보건범죄특조법(부정식품),소계,중학교,졸업,1,3,6,4,2,10,11,7,8,11,1,2,-,-,-,3,1
특별법범,보건범죄특조법(부정식품),소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정식품),소계,고등학교,중퇴,2,1,-,-,-,3,4,3,2,2,-,-,-,-,-,-,1
특별법범,보건범죄특조법(부정식품),소계,고등학교,졸업,5,5,14,10,5,25,19,19,10,14,3,4,1,1,5,79,19
특별법범,보건범죄특조법(부정식품),소계,대학(4년미만),재중,-,-,-,-,-,4,-,1,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정식품),소계,대학(4년미만),중퇴,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정식품),소계,대학(4년미만),졸업,1,2,3,1,3,5,3,2,6,2,3,1,-,-,1,-,1
특별법범,보건범죄특조법(부정식품),소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
특별법범,보건범죄특조법(부정식품),소계,대학(4년이상),중퇴,-,-,-,-,-,2,2,1,1,1,-,2,1,1,-,-,-
특별법범,보건범죄특조법(부정식품),소계,대학(4년이상),졸업,1,3,-,4,1,7,8,5,3,2,-,-,-,3,-,3,2
특별법범,보건범죄특조법(부정식품),소계,대학원,소계,-,-,-,2,2,-,1,-,1,-,-,-,-,-,-,-,1
특별법범,보건범죄특조법(부정식품),소계,기타,소계,1,-,1,-,-,2,4,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정식품),소계,미상,소계,-,1,-,1,3,47,3,2,1,-,2,1,-,-,6,7,6
특별법범,보건범죄특조법(부정유독물),소계,불취학,소계,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정유독물),소계,초등학교,중퇴,2,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정유독물),소계,초등학교,졸업,4,2,1,-,-,1,-,1,-,1,1,-,-,-,-,-,-
특별법범,보건범죄특조법(부정유독물),소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정유독물),소계,중학교,졸업,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정유독물),소계,고등학교,중퇴,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정유독물),소계,고등학교,졸업,1,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정유독물),소계,대학(4년미만),졸업,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정유독물),소계,기타,소계,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정유독물),소계,미상,소계,-,-,1,-,-,602,-,-,-,-,2,-,-,-,-,-,-
특별법범,보건범죄특조법(부정의료업자),소계,불취학,소계,24,20,13,15,10,27,29,18,11,14,32,15,8,8,6,8,2
특별법범,보건범죄특조법(부정의료업자),소계,초등학교,재중,-,-,-,-,-,2,-,-,-,-,-,-,-,-,1,-,-
특별법범,보건범죄특조법(부정의료업자),소계,초등학교,중퇴,13,13,11,18,11,25,15,8,11,10,26,11,6,9,4,3,5
특별법범,보건범죄특조법(부정의료업자),소계,초등학교,졸업,49,64,52,50,37,97,114,59,53,63,175,85,39,42,38,27,32
특별법범,보건범죄특조법(부정의료업자),소계,중학교,재중,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
특별법범,보건범죄특조법(부정의료업자),소계,중학교,중퇴,8,19,7,11,6,27,15,17,17,18,32,20,8,6,5,10,9
특별법범,보건범죄특조법(부정의료업자),소계,중학교,졸업,31,47,28,31,41,102,80,68,52,69,163,92,50,61,41,31,30
특별법범,보건범죄특조법(부정의료업자),소계,고등학교,재중,-,-,-,-,1,-,-,1,1,-,2,-,-,-,-,3,2
특별법범,보건범죄특조법(부정의료업자),소계,고등학교,중퇴,6,12,3,6,2,16,27,14,18,20,36,18,10,9,6,10,9
특별법범,보건범죄특조법(부정의료업자),소계,고등학교,졸업,48,69,48,65,59,180,182,172,112,146,438,286,155,190,205,195,172
특별법범,보건범죄특조법(부정의료업자),소계,대학(4년미만),재중,-,-,-,-,1,-,1,-,2,2,2,-,1,-,1,2,-
특별법범,보건범죄특조법(부정의료업자),소계,대학(4년미만),중퇴,1,4,-,2,1,3,4,6,1,-,3,6,2,2,2,1,-
특별법범,보건범죄특조법(부정의료업자),소계,대학(4년미만),졸업,16,16,13,15,17,43,45,49,23,40,128,65,27,41,48,146,35
특별법범,보건범죄특조법(부정의료업자),소계,대학(4년이상),재중,1,-,-,-,2,-,1,1,2,3,7,5,2,2,8,8,2
특별법범,보건범죄특조법(부정의료업자),소계,대학(4년이상),중퇴,3,5,6,2,4,10,18,9,4,7,15,15,7,3,8,4,5
특별법범,보건범죄특조법(부정의료업자),소계,대학(4년이상),졸업,16,23,14,23,10,40,40,64,43,58,146,98,69,66,148,375,130
특별법범,보건범죄특조법(부정의료업자),소계,대학원,소계,3,4,2,4,3,5,7,9,4,3,12,5,2,8,8,12,9
특별법범,보건범죄특조법(부정의료업자),소계,기타,소계,3,1,2,-,1,4,6,5,3,4,16,7,7,20,6,1,11
특별법범,보건범죄특조법(부정의료업자),소계,미상,소계,2,4,3,4,7,25,19,8,3,13,58,78,88,92,97,88,62
특별법범,보건범죄특조법(부정의약품),소계,불취학,소계,2,1,2,-,1,-,-,1,2,-,1,1,-,-,-,-,-
특별법범,보건범죄특조법(부정의약품),소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정의약품),소계,초등학교,중퇴,-,2,-,-,-,1,2,1,-,-,1,-,1,-,1,-,-
특별법범,보건범죄특조법(부정의약품),소계,초등학교,졸업,3,5,4,1,3,4,1,3,-,-,3,9,6,-,10,6,1
특별법범,보건범죄특조법(부정의약품),소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정의약품),소계,중학교,중퇴,-,-,1,-,1,-,2,2,-,-,-,-,2,1,-,-,-
특별법범,보건범죄특조법(부정의약품),소계,중학교,졸업,1,4,6,1,2,2,3,2,3,-,4,9,2,-,7,7,-
특별법범,보건범죄특조법(부정의약품),소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정의약품),소계,고등학교,중퇴,1,1,-,2,1,1,2,1,-,-,1,-,4,1,1,1,-
특별법범,보건범죄특조법(부정의약품),소계,고등학교,졸업,3,8,7,5,2,10,13,5,6,7,15,23,12,3,36,53,10
특별법범,보건범죄특조법(부정의약품),소계,대학(4년미만),재중,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(부정의약품),소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
특별법범,보건범죄특조법(부정의약품),소계,대학(4년미만),졸업,-,-,1,-,1,-,5,1,3,-,-,3,1,-,2,4,1
특별법범,보건범죄특조법(부정의약품),소계,대학(4년이상),재중,1,-,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-
특별법범,보건범죄특조법(부정의약품),소계,대학(4년이상),중퇴,1,1,-,4,1,1,1,1,-,-,1,-,3,-,-,-,-
특별법범,보건범죄특조법(부정의약품),소계,대학(4년이상),졸업,1,1,-,2,3,23,4,2,8,2,15,10,7,9,19,2,1
특별법범,보건범죄특조법(부정의약품),소계,대학원,소계,-,-,2,-,1,-,-,-,1,-,1,-,1,-,-,-,3
특별법범,보건범죄특조법(부정의약품),소계,기타,소계,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1
특별법범,보건범죄특조법(부정의약품),소계,미상,소계,-,1,-,-,1,3,2,-,-,-,3,1,2,3,69,14,7
특별법범,보건범죄특조법(허위정보),소계,초등학교,졸업,-,-,-,-,1,1,1,-,-,1,-,-,-,-,-,-,-
특별법범,보건범죄특조법(허위정보),소계,중학교,졸업,-,-,-,1,1,-,-,1,1,2,-,-,-,-,-,-,-
특별법범,보건범죄특조법(허위정보),소계,고등학교,중퇴,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(허위정보),소계,고등학교,졸업,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(허위정보),소계,대학(4년미만),졸업,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-
특별법범,보건범죄특조법(허위정보),소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
특별법범,보건범죄특조법(허위정보),소계,미상,소계,-,-,-,-,-,31638,-,-,-,1,-,-,-,-,-,-,-
특별법범,보안관찰법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
특별법범,보안관찰법,소계,초등학교,졸업,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-
특별법범,보안관찰법,소계,중학교,중퇴,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
특별법범,보안관찰법,소계,중학교,졸업,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,보안관찰법,소계,고등학교,중퇴,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
특별법범,보안관찰법,소계,고등학교,졸업,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-
특별법범,보안관찰법,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
특별법범,보안관찰법,소계,대학(4년이상),재중,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
특별법범,보안관찰법,소계,대학(4년이상),중퇴,-,-,-,-,2,-,-,-,-,3,-,-,-,-,-,-,-
특별법범,보안관찰법,소계,대학(4년이상),졸업,-,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,보안관찰법,소계,미상,소계,-,-,-,-,-,208,-,-,1,-,3,1,-,-,-,-,-
특별법범,복표발행등사행행위단속법,소계,초등학교,졸업,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,복표발행등사행행위단속법,소계,고등학교,졸업,1,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,복표발행등사행행위단속법,소계,대학(4년미만),졸업,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,복표발행등사행행위단속법,소계,대학(4년이상),중퇴,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,복표발행등사행행위단속법시행령,소계,미상,소계,-,-,-,-,-,116,-,-,-,-,-,-,-,-,-,-,-
특별법범,부동산중개업법,소계,불취학,소계,16,13,9,14,10,17,14,3,10,7,10,12,5,3,4,1,4
특별법범,부동산중개업법,소계,초등학교,재중,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-
특별법범,부동산중개업법,소계,초등학교,중퇴,6,2,14,7,11,12,13,9,7,14,9,10,9,3,1,1,6
특별법범,부동산중개업법,소계,초등학교,졸업,95,74,84,62,68,121,81,81,60,75,92,104,49,45,47,40,50
특별법범,부동산중개업법,소계,중학교,재중,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,1
특별법범,부동산중개업법,소계,중학교,중퇴,20,8,11,13,11,21,16,10,11,11,17,23,13,7,3,7,11
특별법범,부동산중개업법,소계,중학교,졸업,70,86,73,69,83,126,70,86,63,96,105,124,86,72,46,74,68
특별법범,부동산중개업법,소계,고등학교,재중,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,부동산중개업법,소계,고등학교,중퇴,8,20,16,8,11,23,26,25,30,25,28,34,18,15,12,11,15
특별법범,부동산중개업법,소계,고등학교,졸업,242,312,207,227,264,528,316,336,384,483,557,862,609,522,486,516,576
특별법범,부동산중개업법,소계,대학(4년미만),재중,-,1,-,-,-,-,1,-,-,-,-,4,1,4,-,-,-
특별법범,부동산중개업법,소계,대학(4년미만),중퇴,3,2,2,3,3,9,2,11,12,9,7,10,5,6,1,5,2
특별법범,부동산중개업법,소계,대학(4년미만),졸업,20,25,16,24,32,49,28,35,42,55,81,124,61,96,50,58,55
특별법범,부동산중개업법,소계,대학(4년이상),재중,-,-,1,2,1,3,1,3,1,5,6,8,6,4,5,4,6
특별법범,부동산중개업법,소계,대학(4년이상),중퇴,8,21,18,16,20,45,37,20,36,34,36,37,25,20,15,15,20
특별법범,부동산중개업법,소계,대학(4년이상),졸업,74,69,54,60,62,174,100,128,137,199,239,250,195,150,110,143,149
특별법범,부동산중개업법,소계,대학원,소계,5,11,9,4,9,17,10,12,11,17,10,18,10,14,7,12,14
특별법범,부동산중개업법,소계,기타,소계,-,7,3,3,8,8,12,9,10,7,11,5,22,6,11,20,20
특별법범,부동산중개업법,소계,미상,소계,10,9,7,16,29,7470,14,36,29,35,253,423,555,495,481,584,538
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,8,3,3,-,-,1,4
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,3,3,2,-,2,2,-
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,20,18,15,5,9,9,7
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,9,6,3,3,2,3,3
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,50,17,29,11,17,12,15
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,1,-,2,1,-,-,2
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,10,7,8,4,5,3,4
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,320,148,252,131,189,167,126
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,3,2,3,2,1,1,-
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,8,5,2,4,4,2,1
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,74,51,74,35,46,46,39
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,5,3,5,6,5,3,-
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,12,12,13,4,6,3,8
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,151,169,135,153,242,152,196
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,24,15,12,16,20,18,19
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,10,5,5,6,10,19,7
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,224,303,478,439,602,512,492
특별법범,부정경쟁방지법,소계,불취학,소계,5,-,2,2,1,-,-,1,-,-,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,초등학교,재중,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,초등학교,중퇴,-,3,-,-,1,3,4,-,-,-,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,초등학교,졸업,39,18,23,26,25,24,13,9,10,1,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,중학교,재중,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,중학교,중퇴,5,2,4,4,2,6,1,-,1,3,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,중학교,졸업,44,29,29,22,12,29,4,12,6,1,-,-,-,-,-,-,-
특별법범,부정경쟁방지법,소계,고등학교,중퇴,3,8,7,3,5,3,2,2,1,-,-,-,-,-,-,-,-
