대분류,중분류,소분류,교육정도별(1),교육정도별(2),1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,지방세법,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,16,12,3,5,3,-,-
특별법범,지방세법,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,42,41,17,16,6,5,-
특별법범,지방세법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
특별법범,지방세법,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,20,6,6,5,1,1,-
특별법범,지방세법,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,160,112,83,56,36,3,-
특별법범,지방세법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,지방세법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,3,2,-,-,1,-,-
특별법범,지방세법,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,13,10,6,3,1,2,-
특별법범,지방세법,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
특별법범,지방세법,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,8,7,6,3,-,-,-
특별법범,지방세법,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,29,27,13,5,9,-,-
특별법범,지방세법,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,5,3,-,1,-,-,-
특별법범,지방세법,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,9,2,3,1,1,-,-
특별법범,지방세법,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,609,433,390,341,101,20,12
특별법범,지방의회의원선거법,소계,중학교,졸업,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,지방의회의원선거법,소계,고등학교,졸업,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,지방의회의원선거법,소계,대학원,소계,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,지방자치단체의장선거법,소계,고등학교,졸업,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,지방자치단체의장선거법,소계,대학(4년이상),졸업,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,지하수법,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,지하수법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,지하수법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
특별법범,지하수법,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,5,4,4,-,3,-,1
특별법범,지하수법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,지하수법,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1
특별법범,지하수법,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,6,4,-,3,2,-,2
특별법범,지하수법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,지하수법,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,1,1
특별법범,지하수법,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,18,19,6,6,2,12,3
특별법범,지하수법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,지하수법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,지하수법,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,3,1,-,1,-,1,2
특별법범,지하수법,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1
특별법범,지하수법,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
특별법범,지하수법,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,2,4,3,1,1,9,2
특별법범,지하수법,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1
특별법범,지하수법,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,2
특별법범,지하수법,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,8,9,3,3,3,2,1
특별법범,직업안정 및 고용촉진에 관한 법률,소계,불취학,소계,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,직업안정 및 고용촉진에 관한 법률,소계,초등학교,중퇴,5,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-
특별법범,직업안정 및 고용촉진에 관한 법률,소계,초등학교,졸업,45,4,2,-,1,-,1,1,-,-,-,-,-,-,-,-,-
특별법범,직업안정 및 고용촉진에 관한 법률,소계,중학교,중퇴,9,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,직업안정 및 고용촉진에 관한 법률,소계,중학교,졸업,58,2,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-
특별법범,직업안정 및 고용촉진에 관한 법률,소계,고등학교,재중,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,직업안정 및 고용촉진에 관한 법률,소계,고등학교,중퇴,10,3,1,2,-,1,-,-,-,-,-,-,-,-,-,-,-
특별법범,직업안정 및 고용촉진에 관한 법률,소계,고등학교,졸업,121,15,4,4,2,1,1,2,-,-,-,-,-,-,-,-,-
특별법범,직업안정 및 고용촉진에 관한 법률,소계,대학(4년미만),중퇴,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,직업안정 및 고용촉진에 관한 법률,소계,대학(4년미만),졸업,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,직업안정 및 고용촉진에 관한 법률,소계,대학(4년이상),중퇴,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,직업안정 및 고용촉진에 관한 법률,소계,대학(4년이상),졸업,15,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-
특별법범,직업안정 및 고용촉진에 관한 법률,소계,미상,소계,4,-,1,-,-,24,-,-,-,-,-,-,-,-,-,-,-
특별법범,직업안정법,소계,불취학,소계,-,9,11,8,9,8,9,16,7,9,15,6,4,3,4,5,5
특별법범,직업안정법,소계,초등학교,재중,-,-,-,3,-,-,1,-,-,2,-,-,-,-,-,-,-
특별법범,직업안정법,소계,초등학교,중퇴,6,14,27,10,7,12,16,23,15,15,16,7,7,7,4,3,4
특별법범,직업안정법,소계,초등학교,졸업,51,75,155,109,119,95,86,93,91,76,120,83,35,40,26,40,46
특별법범,직업안정법,소계,중학교,재중,-,-,-,2,2,-,-,-,-,1,1,-,-,-,-,-,-
특별법범,직업안정법,소계,중학교,중퇴,4,21,60,47,54,57,54,54,54,39,60,34,17,21,26,26,29
특별법범,직업안정법,소계,중학교,졸업,45,110,209,165,166,179,146,166,152,142,244,148,115,83,78,136,85
특별법범,직업안정법,소계,고등학교,재중,-,-,2,4,3,4,3,2,-,-,1,-,-,1,-,2,4
특별법범,직업안정법,소계,고등학교,중퇴,17,43,84,95,79,97,84,103,79,72,109,92,49,31,51,97,72
특별법범,직업안정법,소계,고등학교,졸업,123,262,576,493,466,561,488,531,540,516,981,712,616,535,623,1150,780
특별법범,직업안정법,소계,대학(4년미만),재중,-,1,3,2,10,17,5,5,4,5,8,2,1,3,1,1,5
특별법범,직업안정법,소계,대학(4년미만),중퇴,1,5,12,7,19,17,18,25,11,8,17,8,8,5,6,9,5
특별법범,직업안정법,소계,대학(4년미만),졸업,11,16,50,38,43,74,110,113,77,97,111,86,58,46,41,69,59
특별법범,직업안정법,소계,대학(4년이상),재중,-,-,6,6,8,7,8,10,4,9,9,12,7,8,4,15,9
특별법범,직업안정법,소계,대학(4년이상),중퇴,5,17,29,16,25,19,16,40,28,26,37,16,10,7,10,23,11
특별법범,직업안정법,소계,대학(4년이상),졸업,19,48,74,71,100,115,127,136,97,85,106,123,93,80,89,157,74
특별법범,직업안정법,소계,대학원,소계,1,7,6,6,11,11,2,11,12,6,3,5,2,2,2,10,15
특별법범,직업안정법,소계,기타,소계,-,4,8,6,15,13,16,15,21,8,20,11,21,6,23,49,33
특별법범,직업안정법,소계,미상,소계,13,6,20,40,67,52,58,58,46,44,199,204,176,195,175,303,180
특별법범,집회 및 시위에 관한 법률,소계,불취학,소계,6,6,6,15,7,12,17,22,19,9,17,13,7,20,13,5,9
특별법범,집회 및 시위에 관한 법률,소계,초등학교,재중,-,-,-,-,-,1,-,1,-,-,3,1,-,-,-,-,-
특별법범,집회 및 시위에 관한 법률,소계,초등학교,중퇴,3,1,3,8,6,11,17,16,4,6,10,7,3,7,12,5,5
특별법범,집회 및 시위에 관한 법률,소계,초등학교,졸업,32,25,49,51,32,69,87,61,54,52,131,78,81,55,41,54,26
특별법범,집회 및 시위에 관한 법률,소계,중학교,재중,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,2,-
특별법범,집회 및 시위에 관한 법률,소계,중학교,중퇴,7,2,6,12,11,12,19,8,10,17,15,18,17,6,12,9,3
특별법범,집회 및 시위에 관한 법률,소계,중학교,졸업,46,27,52,47,44,81,90,68,65,80,77,108,87,99,94,33,33
특별법범,집회 및 시위에 관한 법률,소계,고등학교,재중,-,-,3,2,-,-,1,3,1,-,2,3,-,-,3,7,1
특별법범,집회 및 시위에 관한 법률,소계,고등학교,중퇴,5,3,5,10,7,18,27,20,12,16,14,19,20,17,35,13,10
특별법범,집회 및 시위에 관한 법률,소계,고등학교,졸업,121,90,180,236,229,497,380,361,348,392,291,548,873,724,749,515,264
특별법범,집회 및 시위에 관한 법률,소계,대학(4년미만),재중,31,6,249,84,23,10,5,5,4,5,2,6,1,3,7,2,-
특별법범,집회 및 시위에 관한 법률,소계,대학(4년미만),중퇴,3,1,18,5,5,9,3,6,7,6,3,4,5,7,13,4,5
특별법범,집회 및 시위에 관한 법률,소계,대학(4년미만),졸업,5,12,42,36,49,69,49,50,43,39,35,126,98,116,117,90,17
특별법범,집회 및 시위에 관한 법률,소계,대학(4년이상),재중,184,180,2998,807,657,356,209,208,238,220,130,129,172,196,351,116,80
특별법범,집회 및 시위에 관한 법률,소계,대학(4년이상),중퇴,12,7,91,55,37,53,27,36,33,34,25,50,35,38,70,44,30
특별법범,집회 및 시위에 관한 법률,소계,대학(4년이상),졸업,28,19,118,82,116,311,179,200,244,201,249,333,314,412,470,339,222
특별법범,집회 및 시위에 관한 법률,소계,대학원,소계,5,1,9,7,6,15,16,24,21,19,24,24,24,25,51,25,34
특별법범,집회 및 시위에 관한 법률,소계,기타,소계,1,-,14,3,4,7,26,6,20,9,46,11,9,28,25,16,36
특별법범,집회 및 시위에 관한 법률,소계,미상,소계,4,1,69,32,18,60,63,97,56,50,127,207,243,211,318,523,237
특별법범,철도법,소계,불취학,소계,1,2,-,8,3,-,-,2,16,49,50,21,-,-,-,-,-
특별법범,철도법,소계,초등학교,재중,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도법,소계,초등학교,중퇴,3,-,1,-,2,-,1,1,15,37,56,31,-,-,1,-,-
특별법범,철도법,소계,초등학교,졸업,1,4,1,4,3,4,24,16,43,132,231,113,3,1,1,-,-
특별법범,철도법,소계,중학교,재중,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-
특별법범,철도법,소계,중학교,중퇴,-,-,1,-,1,1,5,7,13,26,50,14,1,-,-,-,-
특별법범,철도법,소계,중학교,졸업,4,1,2,3,5,2,2,17,26,60,195,76,1,-,-,-,-
특별법범,철도법,소계,고등학교,재중,3,1,-,1,-,1,4,-,-,1,1,-,-,-,-,-,-
특별법범,철도법,소계,고등학교,중퇴,2,2,-,3,-,1,4,7,13,31,39,17,1,-,-,-,-
특별법범,철도법,소계,고등학교,졸업,5,21,7,11,7,11,15,27,71,179,328,117,5,-,-,-,-
특별법범,철도법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
특별법범,철도법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,1,14,7,4,-,-,-,-,-,-
특별법범,철도법,소계,대학(4년미만),졸업,4,-,-,1,2,-,1,2,11,8,21,3,-,1,-,-,-
특별법범,철도법,소계,대학(4년이상),재중,-,2,1,5,1,-,1,6,4,4,5,3,-,-,-,-,-
특별법범,철도법,소계,대학(4년이상),중퇴,-,-,-,2,-,-,1,3,-,17,24,5,-,-,-,-,-
특별법범,철도법,소계,대학(4년이상),졸업,4,-,1,-,1,2,2,8,13,29,46,26,-,-,2,-,-
특별법범,철도법,소계,대학원,소계,-,1,-,-,-,2,-,1,2,4,1,2,-,-,-,-,-
특별법범,철도법,소계,기타,소계,1,-,-,2,-,-,6,2,9,4,5,3,-,1,-,-,-
특별법범,철도법,소계,유학,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도법,소계,미상,소계,1,1,-,1,-,238,5,3,6,9,47,23,8,-,3,-,-
특별법범,철도안전법,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
특별법범,철도안전법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
특별법범,철도안전법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
특별법범,철도안전법,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13
특별법범,청소년보호법,소계,불취학,소계,-,-,-,274,839,960,957,858,806,539,382,246,144,266,198,149,133
특별법범,청소년보호법,소계,초등학교,재중,-,-,-,3,15,7,7,9,5,6,3,5,1,2,5,2,1
특별법범,청소년보호법,소계,초등학교,중퇴,-,-,-,156,399,434,504,450,439,322,269,131,93,127,136,105,99
특별법범,청소년보호법,소계,초등학교,졸업,-,-,-,1125,2887,3423,3393,3106,2854,2055,1589,950,664,1057,822,719,717
특별법범,청소년보호법,소계,중학교,재중,-,-,-,4,15,12,15,7,20,3,4,7,7,26,33,32,35
특별법범,청소년보호법,소계,중학교,중퇴,-,-,-,126,382,537,610,570,497,350,255,158,89,120,103,151,134
특별법범,청소년보호법,소계,중학교,졸업,-,-,-,898,2428,3024,3240,2824,2376,1782,1486,912,762,1024,982,999,796
특별법범,청소년보호법,소계,고등학교,재중,-,-,-,20,78,68,67,61,51,44,74,93,117,198,274,308,368
특별법범,청소년보호법,소계,고등학교,중퇴,-,-,-,186,516,673,819,762,555,402,341,230,153,177,168,206,297
특별법범,청소년보호법,소계,고등학교,졸업,-,-,-,2469,6409,9108,9770,8477,7388,5420,5114,3365,3473,4409,4497,4419,4216
특별법범,청소년보호법,소계,대학(4년미만),재중,-,-,-,29,115,134,125,133,106,96,52,53,42,56,61,71,64
특별법범,청소년보호법,소계,대학(4년미만),중퇴,-,-,-,29,89,136,156,199,133,125,51,49,35,31,32,41,30
특별법범,청소년보호법,소계,대학(4년미만),졸업,-,-,-,287,778,1118,1108,993,851,712,613,394,310,463,456,427,416
특별법범,청소년보호법,소계,대학(4년이상),재중,-,-,-,34,105,192,222,212,215,196,221,148,152,234,245,290,350
특별법범,청소년보호법,소계,대학(4년이상),중퇴,-,-,-,76,182,267,332,328,240,196,156,104,64,85,88,105,115
특별법범,청소년보호법,소계,대학(4년이상),졸업,-,-,-,266,917,1663,1522,1294,1209,975,892,633,414,741,736,673,642
특별법범,청소년보호법,소계,대학원,소계,-,-,-,14,33,85,82,80,105,64,45,28,26,44,33,24,115
특별법범,청소년보호법,소계,기타,소계,-,-,-,29,53,73,106,103,78,75,161,103,169,188,170,182,278
특별법범,청소년보호법,소계,미상,소계,-,-,-,84,350,484,438,398,315,329,425,609,915,1291,1477,1563,1630
특별법범,청소년성보호에 관한 법률,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,21,13,14,11,12,6,-
특별법범,청소년성보호에 관한 법률,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
특별법범,청소년성보호에 관한 법률,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,32,24,17,12,18,19,-
특별법범,청소년성보호에 관한 법률,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,130,96,91,61,84,99,-
특별법범,청소년성보호에 관한 법률,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,21,16,23,55,83,85,-
특별법범,청소년성보호에 관한 법률,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,124,90,86,152,161,214,-
특별법범,청소년성보호에 관한 법률,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,274,137,145,147,185,172,-
특별법범,청소년성보호에 관한 법률,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,111,90,102,165,176,177,-
특별법범,청소년성보호에 관한 법률,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,228,170,121,207,214,199,-
특별법범,청소년성보호에 관한 법률,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,1378,904,928,998,980,1043,-
특별법범,청소년성보호에 관한 법률,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,69,54,35,27,32,25,-
특별법범,청소년성보호에 관한 법률,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,65,34,20,16,16,17,-
특별법범,청소년성보호에 관한 법률,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,315,211,138,226,193,182,-
특별법범,청소년성보호에 관한 법률,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,247,166,120,120,139,127,-
특별법범,청소년성보호에 관한 법률,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,86,45,26,39,40,53,-
특별법범,청소년성보호에 관한 법률,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,464,361,333,346,293,352,-
특별법범,청소년성보호에 관한 법률,소계,대학원,소계,-,-,-,-,-,-,-,-,-,-,35,25,32,35,31,19,-
특별법범,청소년성보호에 관한 법률,소계,기타,소계,-,-,-,-,-,-,-,-,-,-,32,26,26,19,50,34,-
특별법범,청소년성보호에 관한 법률,소계,미상,소계,-,-,-,-,-,-,-,-,-,-,312,287,428,529,913,870,-
특별법범,청원경찰법,소계,미상,소계,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-
특별법범,총포·도검·화약류단속법,소계,불취학,소계,18,8,15,4,5,9,7,19,19,15,6,8,3,2,10,13,5
특별법범,총포·도검·화약류단속법,소계,초등학교,재중,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
특별법범,총포·도검·화약류단속법,소계,초등학교,중퇴,21,20,13,14,12,18,20,27,25,27,20,10,6,7,6,12,9
특별법범,총포·도검·화약류단속법,소계,초등학교,졸업,173,124,109,126,80,109,128,148,117,192,138,79,42,63,57,96,73
특별법범,총포·도검·화약류단속법,소계,중학교,재중,4,-,3,-,-,-,-,-,-,2,-,1,-,1,-,11,2
특별법범,총포·도검·화약류단속법,소계,중학교,중퇴,41,22,37,27,25,31,28,35,29,39,31,12,6,15,12,15,17
특별법범,총포·도검·화약류단속법,소계,중학교,졸업,188,109,132,126,97,119,114,164,124,201,124,99,70,111,79,100,69
특별법범,총포·도검·화약류단속법,소계,고등학교,재중,2,1,4,3,6,2,2,4,1,2,3,-,-,2,1,43,11
특별법범,총포·도검·화약류단속법,소계,고등학교,중퇴,46,31,35,37,29,35,40,49,35,52,43,26,10,22,12,22,14
특별법범,총포·도검·화약류단속법,소계,고등학교,졸업,373,267,297,265,259,258,347,366,287,535,363,274,281,359,365,494,368
특별법범,총포·도검·화약류단속법,소계,대학(4년미만),재중,7,1,4,5,1,1,-,10,8,4,2,1,1,2,1,4,1
특별법범,총포·도검·화약류단속법,소계,대학(4년미만),중퇴,4,3,3,2,1,3,6,4,7,9,2,3,4,3,1,6,7
특별법범,총포·도검·화약류단속법,소계,대학(4년미만),졸업,36,31,48,25,28,30,41,52,58,69,44,35,21,56,30,90,71
특별법범,총포·도검·화약류단속법,소계,대학(4년이상),재중,4,5,2,5,3,4,8,5,6,14,11,4,2,21,6,35,18
특별법범,총포·도검·화약류단속법,소계,대학(4년이상),중퇴,13,12,8,13,5,4,12,13,10,21,9,6,1,13,7,13,8
특별법범,총포·도검·화약류단속법,소계,대학(4년이상),졸업,73,49,51,50,43,43,66,72,100,122,101,53,25,111,75,157,134
특별법범,총포·도검·화약류단속법,소계,대학원,소계,5,4,3,4,7,6,10,11,14,9,7,4,1,14,8,20,16
특별법범,총포·도검·화약류단속법,소계,기타,소계,3,2,1,3,5,3,1,6,5,2,10,3,10,11,11,14,23
특별법범,총포·도검·화약류단속법,소계,미상,소계,7,7,10,18,19,588,24,16,17,21,49,70,91,180,96,138,176
특별법범,축산물가공처리법,소계,불취학,소계,-,-,-,-,-,-,-,-,-,-,60,104,31,22,34,23,15
특별법범,축산물가공처리법,소계,초등학교,재중,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-
특별법범,축산물가공처리법,소계,초등학교,중퇴,-,-,-,-,-,-,-,-,-,-,45,72,29,13,15,10,10
특별법범,축산물가공처리법,소계,초등학교,졸업,-,-,-,-,-,-,-,-,-,-,238,407,157,105,113,75,61
특별법범,축산물가공처리법,소계,중학교,재중,-,-,-,-,-,-,-,-,-,-,1,2,1,-,-,-,-
특별법범,축산물가공처리법,소계,중학교,중퇴,-,-,-,-,-,-,-,-,-,-,27,33,5,14,16,4,7
특별법범,축산물가공처리법,소계,중학교,졸업,-,-,-,-,-,-,-,-,-,-,163,237,123,73,102,56,57
특별법범,축산물가공처리법,소계,고등학교,재중,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2
특별법범,축산물가공처리법,소계,고등학교,중퇴,-,-,-,-,-,-,-,-,-,-,35,25,18,10,12,12,7
특별법범,축산물가공처리법,소계,고등학교,졸업,-,-,-,-,-,-,-,-,-,-,337,511,376,215,281,217,153
특별법범,축산물가공처리법,소계,대학(4년미만),재중,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
특별법범,축산물가공처리법,소계,대학(4년미만),중퇴,-,-,-,-,-,-,-,-,-,-,5,4,3,-,-,-,-
특별법범,축산물가공처리법,소계,대학(4년미만),졸업,-,-,-,-,-,-,-,-,-,-,52,45,25,16,24,18,12
특별법범,축산물가공처리법,소계,대학(4년이상),재중,-,-,-,-,-,-,-,-,-,-,1,3,1,1,-,-,-
특별법범,축산물가공처리법,소계,대학(4년이상),중퇴,-,-,-,-,-,-,-,-,-,-,3,8,6,2,4,1,1
특별법범,축산물가공처리법,소계,대학(4년이상),졸업,-,-,-,-,-,-,-,-,-,-,54,53,37,27,30,34,24
