대분류,중분류,소분류,내·외국인별(1),내·외국인별(2),2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
소계,지능범죄,배임,외국인,인도네시아,-,-,-,-,-,-,-,-,1,-,-,-
소계,지능범죄,배임,외국인,캐나다,1,1,2,-,4,3,4,3,3,-,2,2
소계,지능범죄,배임,외국인,키르기스스탄,-,-,-,-,-,-,-,-,-,-,-,-
소계,지능범죄,배임,외국인,필리핀,-,-,-,-,-,-,-,-,-,-,-,-
소계,지능범죄,배임,외국인,파키스탄,-,-,-,-,-,-,-,-,-,-,-,-
소계,지능범죄,배임,외국인,기타,2,2,6,3,2,5,-,5,5,1,1,3
소계,풍속범죄,소계,한국,소계,58407,49861,47089,40808,39980,44326,35018,31491,33042,33922,28510,30402
소계,풍속범죄,소계,외국인,소계,2976,1044,925,886,1103,823,763,692,737,749,520,589
소계,풍속범죄,소계,외국인,미국,8,17,25,18,29,28,25,21,38,30,23,36
소계,풍속범죄,소계,외국인,중국,2521,829,659,642,899,636,540,515,516,467,324,291
소계,풍속범죄,소계,외국인,일본,3,7,11,7,5,4,11,16,9,2,3,2
소계,풍속범죄,소계,외국인,몽골,-,2,3,4,3,11,10,7,11,13,7,7
소계,풍속범죄,소계,외국인,베트남,237,115,70,100,58,29,32,29,34,84,56,155
소계,풍속범죄,소계,외국인,태국,129,29,8,20,6,19,14,8,12,20,26,22
소계,풍속범죄,소계,외국인,대만,25,11,21,10,26,14,25,9,18,13,6,4
소계,풍속범죄,소계,외국인,러시아,1,-,-,1,1,2,8,5,7,14,1,5
소계,풍속범죄,소계,외국인,방글라데시,1,1,9,4,6,4,2,2,-,2,1,2
소계,풍속범죄,소계,외국인,스리랑카,30,1,6,7,10,4,5,3,-,5,5,4
소계,풍속범죄,소계,외국인,우즈베키스탄,1,7,13,10,7,8,11,6,12,23,6,13
소계,풍속범죄,소계,외국인,인도네시아,2,4,8,6,4,-,5,3,1,2,4,4
소계,풍속범죄,소계,외국인,캐나다,2,1,1,5,7,7,8,7,9,5,2,3
소계,풍속범죄,소계,외국인,키르기스스탄,-,1,-,1,1,1,1,-,1,1,-,1
소계,풍속범죄,소계,외국인,필리핀,6,3,56,3,6,4,11,12,10,1,6,3
소계,풍속범죄,소계,외국인,파키스탄,-,3,7,6,1,2,2,2,3,10,4,2
소계,풍속범죄,소계,외국인,기타,10,13,28,42,34,50,53,47,56,57,46,35
소계,풍속범죄,성풍속범죄,한국,소계,15121,16182,18462,13708,11666,10962,11743,12441,12170,13297,14356,19113
소계,풍속범죄,성풍속범죄,외국인,소계,88,139,226,237,251,245,303,272,303,249,193,238
소계,풍속범죄,성풍속범죄,외국인,미국,8,13,22,12,26,19,24,19,32,27,22,35
소계,풍속범죄,성풍속범죄,외국인,중국,33,65,84,97,116,124,134,114,135,107,77,91
소계,풍속범죄,성풍속범죄,외국인,일본,3,7,10,7,5,4,10,16,9,2,3,2
소계,풍속범죄,성풍속범죄,외국인,몽골,-,2,3,4,3,10,10,7,11,13,7,7
소계,풍속범죄,성풍속범죄,외국인,베트남,18,13,26,34,19,9,15,27,16,11,16,25
소계,풍속범죄,성풍속범죄,외국인,태국,3,2,4,8,2,4,6,8,7,2,8,5
소계,풍속범죄,성풍속범죄,외국인,대만,2,5,7,3,11,9,7,5,13,8,1,4
소계,풍속범죄,성풍속범죄,외국인,러시아,1,-,-,1,1,2,8,5,7,5,1,3
소계,풍속범죄,성풍속범죄,외국인,방글라데시,1,1,9,4,-,4,2,2,-,2,1,1
소계,풍속범죄,성풍속범죄,외국인,스리랑카,2,1,6,7,10,4,5,3,-,5,5,4
소계,풍속범죄,성풍속범죄,외국인,우즈베키스탄,-,7,13,10,7,8,11,6,12,7,4,13
소계,풍속범죄,성풍속범죄,외국인,인도네시아,2,4,8,6,4,-,5,3,1,2,4,4
소계,풍속범죄,성풍속범죄,외국인,캐나다,2,1,1,4,7,6,8,5,8,4,2,3
소계,풍속범죄,성풍속범죄,외국인,키르기스스탄,-,1,-,1,1,1,1,-,1,-,-,1
소계,풍속범죄,성풍속범죄,외국인,필리핀,6,2,4,3,6,4,5,5,3,1,6,3
소계,풍속범죄,성풍속범죄,외국인,파키스탄,-,3,7,6,1,2,2,2,3,10,4,2
소계,풍속범죄,성풍속범죄,외국인,기타,7,12,22,30,32,35,50,45,45,43,32,35
소계,풍속범죄,도박범죄,한국,소계,43286,33679,28627,27100,28314,33364,23275,19050,20872,20625,14154,11289
소계,풍속범죄,도박범죄,외국인,소계,2888,905,699,649,852,578,460,420,434,500,327,351
소계,풍속범죄,도박범죄,외국인,미국,-,4,3,6,3,9,1,2,6,3,1,1
소계,풍속범죄,도박범죄,외국인,중국,2488,764,575,545,783,512,406,401,381,360,247,200
소계,풍속범죄,도박범죄,외국인,일본,-,-,1,-,-,-,1,-,-,-,-,-
소계,풍속범죄,도박범죄,외국인,몽골,-,-,-,-,-,1,-,-,-,-,-,-
소계,풍속범죄,도박범죄,외국인,베트남,219,102,44,66,39,20,17,2,18,73,40,130
소계,풍속범죄,도박범죄,외국인,태국,126,27,4,12,4,15,8,-,5,18,18,17
소계,풍속범죄,도박범죄,외국인,대만,23,6,14,7,15,5,18,4,5,5,5,-
소계,풍속범죄,도박범죄,외국인,러시아,-,-,-,-,-,-,-,-,-,9,-,2
소계,풍속범죄,도박범죄,외국인,방글라데시,-,-,-,-,6,-,-,-,-,-,-,1
소계,풍속범죄,도박범죄,외국인,스리랑카,28,-,-,-,-,-,-,-,-,-,-,-
소계,풍속범죄,도박범죄,외국인,우즈베키스탄,1,-,-,-,-,-,-,-,-,16,2,-
소계,풍속범죄,도박범죄,외국인,인도네시아,-,-,-,-,-,-,-,-,-,-,-,-
소계,풍속범죄,도박범죄,외국인,캐나다,-,-,-,1,-,1,-,2,1,1,-,-
소계,풍속범죄,도박범죄,외국인,키르기스스탄,-,-,-,-,-,-,-,-,-,1,-,-
소계,풍속범죄,도박범죄,외국인,필리핀,-,1,52,-,-,-,6,7,7,-,-,-
소계,풍속범죄,도박범죄,외국인,파키스탄,-,-,-,-,-,-,-,-,-,-,-,-
소계,풍속범죄,도박범죄,외국인,기타,3,1,6,12,2,15,3,2,11,14,14,-
소계,특별경제범죄,소계,한국,소계,90683,92617,82445,86638,88642,76321,71273,74245,77938,66676,46077,49829
소계,특별경제범죄,소계,외국인,소계,939,810,863,1010,1714,1348,1179,1103,1237,1228,769,844
소계,특별경제범죄,소계,외국인,미국,36,48,66,42,45,69,66,53,61,51,26,46
소계,특별경제범죄,소계,외국인,중국,644,438,602,708,1351,1002,840,760,864,882,537,594
소계,특별경제범죄,소계,외국인,일본,7,15,5,9,15,9,5,7,6,6,3,2
소계,특별경제범죄,소계,외국인,몽골,30,21,27,28,64,26,37,30,27,21,5,16
소계,특별경제범죄,소계,외국인,베트남,98,112,45,21,31,24,23,17,27,34,43,56
소계,특별경제범죄,소계,외국인,태국,3,1,-,2,2,8,5,4,10,14,9,8
소계,특별경제범죄,소계,외국인,대만,14,20,23,26,18,19,21,25,25,20,7,7
소계,특별경제범죄,소계,외국인,러시아,6,14,5,26,34,13,25,19,21,30,28,13
소계,특별경제범죄,소계,외국인,방글라데시,2,6,4,6,1,7,6,9,6,6,8,1
소계,특별경제범죄,소계,외국인,스리랑카,4,2,1,2,5,5,4,3,7,3,-,1
소계,특별경제범죄,소계,외국인,우즈베키스탄,25,17,13,28,27,29,25,33,24,30,23,18
소계,특별경제범죄,소계,외국인,인도네시아,3,5,4,5,7,1,1,3,1,2,5,2
소계,특별경제범죄,소계,외국인,캐나다,10,10,6,11,11,14,4,16,11,13,9,12
소계,특별경제범죄,소계,외국인,키르기스스탄,4,-,1,1,2,-,2,5,2,5,5,1
소계,특별경제범죄,소계,외국인,필리핀,4,27,3,19,14,6,4,-,1,5,3,4
소계,특별경제범죄,소계,외국인,파키스탄,6,11,1,3,4,11,5,5,4,3,5,-
소계,특별경제범죄,소계,외국인,기타,43,63,57,73,83,105,106,114,140,103,53,63
소계,마약범죄,소계,한국,소계,5173,4510,4849,4952,6527,7797,7934,7128,8848,10247,8609,10270
소계,마약범죄,소계,외국인,소계,236,221,200,312,386,646,578,549,1027,1383,1564,1678
소계,마약범죄,소계,외국인,미국,70,78,61,53,31,30,28,25,25,31,21,18
소계,마약범죄,소계,외국인,중국,81,42,62,108,166,325,222,227,282,269,272,384
소계,마약범죄,소계,외국인,일본,-,1,-,1,1,3,1,1,1,2,1,2
소계,마약범죄,소계,외국인,몽골,-,-,-,-,-,-,-,-,-,7,3,2
소계,마약범죄,소계,외국인,베트남,22,20,7,25,17,4,3,27,38,87,260,330
소계,마약범죄,소계,외국인,태국,16,15,8,72,92,205,215,181,409,694,726,779
소계,마약범죄,소계,외국인,대만,3,2,3,-,-,6,3,4,7,7,4,2
소계,마약범죄,소계,외국인,러시아,5,18,4,8,3,1,11,8,57,75,80,38
소계,마약범죄,소계,외국인,방글라데시,-,-,-,-,2,-,1,-,1,1,1,1
소계,마약범죄,소계,외국인,스리랑카,7,6,2,3,11,1,2,7,8,10,5,10
소계,마약범죄,소계,외국인,우즈베키스탄,-,12,12,12,14,15,22,20,88,85,76,30
소계,마약범죄,소계,외국인,인도네시아,-,-,2,1,2,-,-,-,1,-,1,11
소계,마약범죄,소계,외국인,캐나다,9,12,3,9,5,10,3,4,7,8,5,9
소계,마약범죄,소계,외국인,키르기스스탄,1,2,1,1,-,-,2,1,3,7,8,6
소계,마약범죄,소계,외국인,필리핀,3,3,20,-,8,2,1,3,2,3,1,2
소계,마약범죄,소계,외국인,파키스탄,-,-,1,-,3,-,4,1,-,-,1,-
소계,마약범죄,소계,외국인,기타,19,10,14,19,31,44,60,40,98,97,99,54
소계,보건범죄,소계,한국,소계,19405,18910,22363,21236,19980,20768,18329,16063,16588,20338,37620,54744
소계,보건범죄,소계,외국인,소계,1040,621,683,849,741,881,801,902,1436,1472,1323,1976
소계,보건범죄,소계,외국인,미국,16,30,27,25,21,22,26,10,13,44,71,121
소계,보건범죄,소계,외국인,중국,760,436,472,443,402,516,383,367,557,500,568,801
소계,보건범죄,소계,외국인,일본,4,4,4,3,10,4,9,1,5,5,7,7
소계,보건범죄,소계,외국인,몽골,15,4,18,8,4,8,1,1,4,7,25,68
소계,보건범죄,소계,외국인,베트남,1,1,5,31,12,5,10,8,16,69,138,176
소계,보건범죄,소계,외국인,태국,157,114,97,217,231,269,307,480,757,560,222,181
소계,보건범죄,소계,외국인,대만,20,16,26,40,20,13,33,12,22,15,17,22
소계,보건범죄,소계,외국인,러시아,23,3,-,6,1,12,3,6,26,81,50,100
소계,보건범죄,소계,외국인,방글라데시,-,-,2,-,-,-,-,-,-,2,3,1
소계,보건범죄,소계,외국인,스리랑카,3,-,-,2,-,-,-,-,-,-,1,5
소계,보건범죄,소계,외국인,우즈베키스탄,10,-,3,14,1,2,5,4,5,26,43,87
소계,보건범죄,소계,외국인,인도네시아,-,-,3,-,2,-,-,-,-,4,15,36
소계,보건범죄,소계,외국인,캐나다,9,4,4,7,14,7,4,5,3,10,8,22
소계,보건범죄,소계,외국인,키르기스스탄,-,1,-,-,1,-,1,-,3,-,3,10
소계,보건범죄,소계,외국인,필리핀,7,-,-,11,3,3,2,-,8,97,21,26
소계,보건범죄,소계,외국인,파키스탄,-,-,9,8,3,1,-,-,-,1,1,1
소계,보건범죄,소계,외국인,기타,15,8,13,34,16,19,17,8,17,51,130,312
소계,환경범죄,소계,한국,소계,3069,3190,3533,3094,3119,3742,4319,3994,5010,4263,3781,3627
소계,환경범죄,소계,외국인,소계,44,57,55,42,57,60,59,72,78,66,72,62
소계,환경범죄,소계,외국인,미국,1,4,3,4,1,2,2,4,2,1,4,1
소계,환경범죄,소계,외국인,중국,20,22,23,18,13,23,21,25,17,22,23,24
소계,환경범죄,소계,외국인,일본,2,-,-,1,3,3,-,1,-,1,-,-
소계,환경범죄,소계,외국인,몽골,-,1,-,1,-,-,-,-,1,-,-,1
소계,환경범죄,소계,외국인,베트남,2,-,-,-,9,2,9,9,9,2,2,4
소계,환경범죄,소계,외국인,태국,-,-,-,1,-,2,-,-,5,-,-,-
소계,환경범죄,소계,외국인,대만,1,2,-,2,1,1,1,1,2,-,-,1
소계,환경범죄,소계,외국인,러시아,9,14,16,8,10,8,7,18,12,14,17,7
소계,환경범죄,소계,외국인,방글라데시,-,-,2,1,-,-,1,-,-,1,-,1
소계,환경범죄,소계,외국인,스리랑카,-,-,-,-,-,-,-,-,-,-,-,-
소계,환경범죄,소계,외국인,우즈베키스탄,-,-,-,-,-,-,1,-,3,2,-,1
소계,환경범죄,소계,외국인,인도네시아,1,-,4,-,5,3,1,2,2,1,-,5
소계,환경범죄,소계,외국인,캐나다,1,-,-,-,-,-,-,-,1,-,-,2
소계,환경범죄,소계,외국인,키르기스스탄,-,-,-,-,-,-,-,-,-,1,-,-
소계,환경범죄,소계,외국인,필리핀,1,5,4,3,6,9,4,6,9,5,5,5
소계,환경범죄,소계,외국인,파키스탄,-,-,-,-,1,-,1,-,2,2,3,-
소계,환경범죄,소계,외국인,기타,6,9,3,3,8,7,11,6,13,14,18,10
소계,교통범죄,소계,한국,소계,518982,507403,530987,526184,539757,543917,476148,406024,376027,348536,303834,233662
소계,교통범죄,소계,외국인,소계,5368,4673,5769,6942,9617,11435,8404,7123,7690,7910,7398,6554
소계,교통범죄,소계,외국인,미국,582,534,567,576,551,574,477,444,449,393,385,348
소계,교통범죄,소계,외국인,중국,1958,1869,2665,3482,4683,5440,4591,3772,3695,3531,3252,2734
소계,교통범죄,소계,외국인,일본,24,30,37,52,43,45,34,29,23,13,13,8
소계,교통범죄,소계,외국인,몽골,459,397,382,350,393,498,279,228,252,274,253,218
소계,교통범죄,소계,외국인,베트남,687,453,465,596,914,994,630,500,672,796,850,819
소계,교통범죄,소계,외국인,태국,363,200,224,271,426,633,323,314,420,398,375,417
소계,교통범죄,소계,외국인,대만,72,73,100,124,93,103,82,73,68,55,47,42
소계,교통범죄,소계,외국인,러시아,32,51,52,78,98,152,156,214,301,319,287,259
소계,교통범죄,소계,외국인,방글라데시,27,24,15,19,45,57,43,21,38,43,44,40
소계,교통범죄,소계,외국인,스리랑카,154,142,148,170,305,280,146,98,83,108,67,72
소계,교통범죄,소계,외국인,우즈베키스탄,287,291,396,455,716,911,555,443,551,701,628,527
소계,교통범죄,소계,외국인,인도네시아,83,78,98,86,239,225,109,78,72,95,68,56
소계,교통범죄,소계,외국인,캐나다,83,79,86,84,100,99,80,62,57,56,42,28
소계,교통범죄,소계,외국인,키르기스스탄,57,29,36,24,36,78,36,25,44,46,41,34
소계,교통범죄,소계,외국인,필리핀,166,79,72,102,185,251,125,64,85,95,68,49
소계,교통범죄,소계,외국인,파키스탄,71,46,56,42,79,103,54,55,47,49,50,42
소계,교통범죄,소계,외국인,기타,263,298,370,431,711,992,684,703,833,938,928,861
소계,노동범죄,소계,한국,소계,2592,2340,2292,2106,2388,5810,4924,2047,847,600,660,582
소계,노동범죄,소계,외국인,소계,49,38,17,25,7,50,40,26,18,13,10,35
소계,노동범죄,소계,외국인,미국,-,-,1,1,-,-,-,-,-,-,1,1
소계,노동범죄,소계,외국인,중국,30,31,11,22,4,35,26,21,11,3,4,21
소계,노동범죄,소계,외국인,일본,-,-,-,-,1,-,-,-,-,-,-,-
소계,노동범죄,소계,외국인,몽골,-,-,-,-,-,3,1,-,-,-,-,1
소계,노동범죄,소계,외국인,베트남,2,-,2,-,-,2,3,-,-,-,1,4
소계,노동범죄,소계,외국인,태국,10,-,-,1,-,6,1,2,4,4,1,1
소계,노동범죄,소계,외국인,대만,-,-,-,-,-,-,1,-,-,-,-,-
소계,노동범죄,소계,외국인,러시아,-,-,-,-,-,-,3,2,-,3,-,-
소계,노동범죄,소계,외국인,방글라데시,-,-,-,-,-,-,-,-,-,-,-,-
소계,노동범죄,소계,외국인,스리랑카,2,-,-,-,-,-,1,-,-,-,-,-
소계,노동범죄,소계,외국인,우즈베키스탄,-,1,-,-,-,-,3,-,-,1,1,-
소계,노동범죄,소계,외국인,인도네시아,1,-,1,-,-,-,-,-,-,-,-,1
소계,노동범죄,소계,외국인,캐나다,-,4,1,1,-,1,-,-,-,-,-,-
소계,노동범죄,소계,외국인,키르기스스탄,-,-,-,-,-,-,-,-,-,-,-,-
소계,노동범죄,소계,외국인,필리핀,3,1,-,-,1,-,-,-,-,-,-,-
소계,노동범죄,소계,외국인,파키스탄,-,1,-,-,-,-,-,-,-,-,-,-
소계,노동범죄,소계,외국인,기타,1,-,1,-,1,3,1,1,3,2,2,6
소계,안보범죄,소계,한국,소계,160,123,150,90,170,149,247,167,540,621,699,660
소계,안보범죄,소계,외국인,소계,-,3,2,-,4,2,4,20,5,57,40,22
소계,안보범죄,소계,외국인,미국,-,-,-,-,1,-,1,16,-,-,1,-
소계,안보범죄,소계,외국인,중국,-,1,-,-,2,-,2,2,4,5,9,7
소계,안보범죄,소계,외국인,일본,-,-,-,-,-,-,-,-,-,-,-,-
소계,안보범죄,소계,외국인,몽골,-,-,-,-,-,1,-,-,-,-,-,-
소계,안보범죄,소계,외국인,베트남,-,-,-,-,-,-,-,-,-,-,-,-
소계,안보범죄,소계,외국인,태국,-,-,-,-,-,-,1,-,-,-,-,-
소계,안보범죄,소계,외국인,대만,-,-,-,-,-,-,-,-,-,35,-,-
소계,안보범죄,소계,외국인,러시아,-,-,-,-,-,-,-,-,-,2,7,1
소계,안보범죄,소계,외국인,방글라데시,-,-,-,-,-,-,-,-,-,-,-,1
소계,안보범죄,소계,외국인,스리랑카,-,-,-,-,-,-,-,-,-,-,-,-
소계,안보범죄,소계,외국인,우즈베키스탄,-,-,-,-,-,-,-,-,-,9,19,12
소계,안보범죄,소계,외국인,인도네시아,-,-,-,-,-,-,-,-,-,-,-,-
소계,안보범죄,소계,외국인,캐나다,-,1,-,-,-,-,-,-,-,-,-,-
소계,안보범죄,소계,외국인,키르기스스탄,-,-,-,-,-,-,-,-,-,1,-,1
소계,안보범죄,소계,외국인,필리핀,-,-,-,-,-,-,-,-,-,-,-,-
소계,안보범죄,소계,외국인,파키스탄,-,-,-,-,1,1,-,-,-,-,-,-
소계,안보범죄,소계,외국인,기타,-,1,2,-,-,-,-,2,1,5,4,-
소계,선거범죄,소계,한국,소계,398,1853,407,2799,1121,1525,782,3274,1180,1545,312,3756
소계,선거범죄,소계,외국인,소계,2,2,2,1,-,-,5,6,-,-,-,11
소계,선거범죄,소계,외국인,미국,-,-,-,-,-,-,2,1,-,-,-,1
소계,선거범죄,소계,외국인,중국,-,1,-,1,-,-,-,4,-,-,-,8
소계,선거범죄,소계,외국인,일본,-,-,-,-,-,-,-,-,-,-,-,-
소계,선거범죄,소계,외국인,몽골,-,-,-,-,-,-,-,-,-,-,-,-
소계,선거범죄,소계,외국인,베트남,-,1,-,-,-,-,-,-,-,-,-,-
소계,선거범죄,소계,외국인,태국,-,-,-,-,-,-,-,-,-,-,-,-
소계,선거범죄,소계,외국인,대만,-,-,-,-,-,-,-,1,-,-,-,-
소계,선거범죄,소계,외국인,러시아,-,-,-,-,-,-,-,-,-,-,-,1
소계,선거범죄,소계,외국인,방글라데시,-,-,-,-,-,-,-,-,-,-,-,-
소계,선거범죄,소계,외국인,스리랑카,-,-,-,-,-,-,-,-,-,-,-,-
소계,선거범죄,소계,외국인,우즈베키스탄,-,-,-,-,-,-,-,-,-,-,-,1
소계,선거범죄,소계,외국인,인도네시아,-,-,-,-,-,-,-,-,-,-,-,-
소계,선거범죄,소계,외국인,캐나다,2,-,-,-,-,-,3,-,-,-,-,-
소계,선거범죄,소계,외국인,키르기스스탄,-,-,-,-,-,-,-,-,-,-,-,-
소계,선거범죄,소계,외국인,필리핀,-,-,-,-,-,-,-,-,-,-,-,-
소계,선거범죄,소계,외국인,파키스탄,-,-,-,-,-,-,-,-,-,-,-,-
소계,선거범죄,소계,외국인,기타,-,-,2,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,한국,소계,22750,18358,23193,18519,18233,15651,14567,13241,11804,3159,1388,3889
소계,병역범죄,소계,외국인,소계,2,1,7,4,8,8,7,13,5,5,7,20
소계,병역범죄,소계,외국인,미국,2,1,2,3,7,4,4,9,5,4,6,12
소계,병역범죄,소계,외국인,중국,-,-,3,1,-,-,-,-,-,-,-,-
소계,병역범죄,소계,외국인,일본,-,-,1,-,-,-,-,1,-,-,-,-
소계,병역범죄,소계,외국인,몽골,-,-,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,외국인,베트남,-,-,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,외국인,태국,-,-,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,외국인,대만,-,-,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,외국인,러시아,-,-,-,-,-,-,1,-,-,-,-,-
소계,병역범죄,소계,외국인,방글라데시,-,-,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,외국인,스리랑카,-,-,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,외국인,우즈베키스탄,-,-,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,외국인,인도네시아,-,-,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,외국인,캐나다,-,-,1,-,1,-,-,1,-,-,1,1
소계,병역범죄,소계,외국인,키르기스스탄,-,-,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,외국인,필리핀,-,-,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,외국인,파키스탄,-,-,-,-,-,-,-,-,-,-,-,-
소계,병역범죄,소계,외국인,기타,-,-,-,-,-,4,2,2,-,1,-,7
소계,기타범죄,소계,한국,소계,221658,205436,210146,226448,236640,302198,267066,241453,249053,238469,216616,228349
소계,기타범죄,소계,외국인,소계,3123,2996,3378,4406,5107,8672,5764,5570,6947,6070,4582,5064
소계,기타범죄,소계,외국인,미국,133,133,209,206,195,271,241,261,254,245,203,275
소계,기타범죄,소계,외국인,중국,2145,2114,2215,2546,3080,3772,2716,2633,2617,2278,1905,2277
소계,기타범죄,소계,외국인,일본,19,40,29,23,38,34,58,60,48,23,13,30
소계,기타범죄,소계,외국인,몽골,90,94,108,88,106,298,153,136,203,173,182,178
소계,기타범죄,소계,외국인,베트남,157,110,155,169,197,525,320,220,362,539,505,524
소계,기타범죄,소계,외국인,태국,51,50,105,503,706,1807,1012,1158,1765,979,570,536
소계,기타범죄,소계,외국인,대만,45,58,54,63,63,78,116,70,87,71,63,58
소계,기타범죄,소계,외국인,러시아,31,33,32,43,61,259,200,188,334,334,207,166
소계,기타범죄,소계,외국인,방글라데시,7,15,19,13,11,80,15,21,21,25,16,18
소계,기타범죄,소계,외국인,스리랑카,22,20,25,19,37,85,33,27,34,37,11,31
소계,기타범죄,소계,외국인,우즈베키스탄,42,51,74,100,111,244,152,149,179,234,223,244
소계,기타범죄,소계,외국인,인도네시아,16,52,28,69,49,63,39,24,33,32,18,22
소계,기타범죄,소계,외국인,캐나다,34,37,33,47,42,57,34,57,57,63,56,74
소계,기타범죄,소계,외국인,키르기스스탄,11,23,15,18,17,62,34,47,30,40,18,26
소계,기타범죄,소계,외국인,필리핀,196,34,94,159,80,183,51,52,60,65,76,64
소계,기타범죄,소계,외국인,파키스탄,21,29,38,68,57,136,68,37,214,179,57,32
소계,기타범죄,소계,외국인,기타,103,103,145,272,257,718,522,430,649,753,459,509
