대분류,중분류,소분류,발생지별(1),1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,도시공원법,소계,경산시,,,,,,,,,,,1,2,2,,,,
특별법범,도시공원법,소계,아산시,,,,,,,,,,,1,,,,,,
특별법범,도시공원법,소계,거제시,,,,,,,,,,,1,2,,,,,
특별법범,도시공원법,소계,김천시,,,,,,,,,,,,1,,,,,
특별법범,도시공원법,소계,용인시,,,,,,,,,,,2,,,,,,
특별법범,도시공원법,소계,파주시,,,,,,,,,,,1,,,,,,
특별법범,도시공원법,소계,구리시,,,,,,,,,,,1,,,,,,
특별법범,도시공원법,소계,논산시,,,,,,,,,,,1,,1,,,,
특별법범,도시공원법,소계,기타도시,,,,,,,,,,,4,10,,,,,
특별법범,독물 및 극물에 관한 법률,소계,서울특별시,,1,,,,,,,,,,,,,,,
특별법범,독물 및 극물에 관한 법률,소계,안산시,1,,,,,,,,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,서울특별시,2,,,1,1,,,3,2,,,4,4,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,부산광역시,,,,,,,,,1,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,대구광역시,,1,1,,,,,,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,인천광역시,1,,,,,1,1,,1,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,광주광역시,,,,,1,,1,,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,대전광역시,,,,,1,,1,,,1,1,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,울산광역시,,,,,,,,,1,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,부천시,,,1,,,,,,,,1,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,수원시,,,,,,1,,,,,,,1,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,성남시,,,,,,,1,1,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,청주시,,,,,,,,,,,,1,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,마산시,,,,,1,,,,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,창원시,,,,,,,1,,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,포항시,,,,,,1,,,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,안산시,,,,,,,,,,,,,1,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,의정부시,,,,,,,,,,,,,1,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,천안시,,,,,1,,,,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,평택시,,,,1,,,,,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,남양주시,,,,,,1,,,,,,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,기타도시,1,,4,,,,,,,,1,,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,도시이외,2,,,,2,,,,,,,2,,,,,
특별법범,독점규제 및 공정거래에 관한 법률,소계,기타,,,,,,,,,,1,,,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,서울특별시,,,,,,,,,,,87,31,32,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,부산광역시,,,,,,,,,,,18,14,15,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,대구광역시,,,,,,,,,,,6,4,4,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,인천광역시,,,,,,,,,,,12,12,22,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,광주광역시,,,,,,,,,,,15,3,3,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,대전광역시,,,,,,,,,,,2,,1,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,울산광역시,,,,,,,,,,,7,5,6,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,부천시,,,,,,,,,,,2,5,5,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,수원시,,,,,,,,,,,2,1,2,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,성남시,,,,,,,,,,,26,8,1,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,전주시,,,,,,,,,,,3,1,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,안양시,,,,,,,,,,,2,,1,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,청주시,,,,,,,,,,,2,3,1,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,마산시,,,,,,,,,,,2,2,1,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,창원시,,,,,,,,,,,1,4,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,광명시,,,,,,,,,,,5,,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,포항시,,,,,,,,,,,,1,1,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,안산시,,,,,,,,,,,7,1,5,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,진주시,,,,,,,,,,,3,2,1,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,고양시,,,,,,,,,,,4,1,3,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,제주시,,,,,,,,,,,3,2,3,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,목포시,,,,,,,,,,,5,,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,의정부시,,,,,,,,,,,1,,3,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,익산시,,,,,,,,,,,1,,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,군산시,,,,,,,,,,,6,1,3,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,구미시,,,,,,,,,,,2,1,3,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,천안시,,,,,,,,,,,2,1,1,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,여수시,,,,,,,,,,,3,3,3,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,춘천시,,,,,,,,,,,,,1,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,원주시,,,,,,,,,,,1,1,2,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,평택시,,,,,,,,,,,9,6,28,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,경주시,,,,,,,,,,,,2,3,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,김해시,,,,,,,,,,,2,1,5,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,순천시,,,,,,,,,,,,2,3,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,남양주시,,,,,,,,,,,5,1,2,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,강릉시,,,,,,,,,,,2,1,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,충주시,,,,,,,,,,,5,1,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,안동시,,,,,,,,,,,1,1,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,경산시,,,,,,,,,,,1,,1,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,아산시,,,,,,,,,,,2,1,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,거제시,,,,,,,,,,,9,3,5,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,김천시,,,,,,,,,,,1,2,9,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,정읍시,,,,,,,,,,,4,,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,용인시,,,,,,,,,,,20,11,4,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,시흥시,,,,,,,,,,,3,,1,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,파주시,,,,,,,,,,,7,,3,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,양산시,,,,,,,,,,,,1,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,이천시,,,,,,,,,,,52,56,61,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,구리시,,,,,,,,,,,,1,,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,제천시,,,,,,,,,,,3,,11,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,논산시,,,,,,,,,,,38,58,34,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,기타도시,,,,,,,,,,,141,84,149,,,,
특별법범,마약류 관리에 관한 법률(마약),소계,도시이외,,,,,,,,,,,214,112,196,,,,
특별법범,마약류관리에 관한법률(대마),소계,서울특별시,,,,,,,,,,,113,125,103,,,,
특별법범,마약류관리에 관한법률(대마),소계,부산광역시,,,,,,,,,,,30,19,21,,,,
특별법범,마약류관리에 관한법률(대마),소계,대구광역시,,,,,,,,,,,7,5,5,,,,
특별법범,마약류관리에 관한법률(대마),소계,인천광역시,,,,,,,,,,,101,59,57,,,,
특별법범,마약류관리에 관한법률(대마),소계,광주광역시,,,,,,,,,,,5,,5,,,,
특별법범,마약류관리에 관한법률(대마),소계,대전광역시,,,,,,,,,,,4,11,3,,,,
특별법범,마약류관리에 관한법률(대마),소계,울산광역시,,,,,,,,,,,4,5,1,,,,
특별법범,마약류관리에 관한법률(대마),소계,부천시,,,,,,,,,,,7,9,4,,,,
특별법범,마약류관리에 관한법률(대마),소계,수원시,,,,,,,,,,,6,5,3,,,,
특별법범,마약류관리에 관한법률(대마),소계,성남시,,,,,,,,,,,10,12,6,,,,
특별법범,마약류관리에 관한법률(대마),소계,전주시,,,,,,,,,,,4,2,1,,,,
특별법범,마약류관리에 관한법률(대마),소계,안양시,,,,,,,,,,,3,1,13,,,,
특별법범,마약류관리에 관한법률(대마),소계,청주시,,,,,,,,,,,6,5,2,,,,
특별법범,마약류관리에 관한법률(대마),소계,마산시,,,,,,,,,,,1,,,,,,
특별법범,마약류관리에 관한법률(대마),소계,창원시,,,,,,,,,,,1,1,1,,,,
특별법범,마약류관리에 관한법률(대마),소계,광명시,,,,,,,,,,,,,3,,,,
특별법범,마약류관리에 관한법률(대마),소계,포항시,,,,,,,,,,,4,4,3,,,,
특별법범,마약류관리에 관한법률(대마),소계,안산시,,,,,,,,,,,3,7,6,,,,
특별법범,마약류관리에 관한법률(대마),소계,진주시,,,,,,,,,,,2,,1,,,,
특별법범,마약류관리에 관한법률(대마),소계,고양시,,,,,,,,,,,10,6,4,,,,
특별법범,마약류관리에 관한법률(대마),소계,제주시,,,,,,,,,,,1,,,,,,
특별법범,마약류관리에 관한법률(대마),소계,목포시,,,,,,,,,,,,,1,,,,
특별법범,마약류관리에 관한법률(대마),소계,의정부시,,,,,,,,,,,8,16,7,,,,
특별법범,마약류관리에 관한법률(대마),소계,군산시,,,,,,,,,,,1,1,1,,,,
특별법범,마약류관리에 관한법률(대마),소계,구미시,,,,,,,,,,,3,5,,,,,
특별법범,마약류관리에 관한법률(대마),소계,천안시,,,,,,,,,,,15,2,1,,,,
특별법범,마약류관리에 관한법률(대마),소계,춘천시,,,,,,,,,,,22,12,19,,,,
특별법범,마약류관리에 관한법률(대마),소계,원주시,,,,,,,,,,,6,11,12,,,,
특별법범,마약류관리에 관한법률(대마),소계,평택시,,,,,,,,,,,11,4,5,,,,
특별법범,마약류관리에 관한법률(대마),소계,김해시,,,,,,,,,,,21,18,12,,,,
특별법범,마약류관리에 관한법률(대마),소계,순천시,,,,,,,,,,,,2,1,,,,
특별법범,마약류관리에 관한법률(대마),소계,군포시,,,,,,,,,,,1,1,,,,,
특별법범,마약류관리에 관한법률(대마),소계,남양주시,,,,,,,,,,,8,5,1,,,,
특별법범,마약류관리에 관한법률(대마),소계,강릉시,,,,,,,,,,,5,1,5,,,,
특별법범,마약류관리에 관한법률(대마),소계,충주시,,,,,,,,,,,6,,3,,,,
특별법범,마약류관리에 관한법률(대마),소계,안동시,,,,,,,,,,,1,2,1,,,,
특별법범,마약류관리에 관한법률(대마),소계,경산시,,,,,,,,,,,,2,5,,,,
특별법범,마약류관리에 관한법률(대마),소계,아산시,,,,,,,,,,,3,2,8,,,,
특별법범,마약류관리에 관한법률(대마),소계,거제시,,,,,,,,,,,1,1,,,,,
특별법범,마약류관리에 관한법률(대마),소계,정읍시,,,,,,,,,,,,2,,,,,
특별법범,마약류관리에 관한법률(대마),소계,용인시,,,,,,,,,,,5,7,2,,,,
특별법범,마약류관리에 관한법률(대마),소계,시흥시,,,,,,,,,,,3,2,2,,,,
특별법범,마약류관리에 관한법률(대마),소계,파주시,,,,,,,,,,,7,6,8,,,,
특별법범,마약류관리에 관한법률(대마),소계,양산시,,,,,,,,,,,3,,2,,,,
특별법범,마약류관리에 관한법률(대마),소계,이천시,,,,,,,,,,,,2,5,,,,
특별법범,마약류관리에 관한법률(대마),소계,구리시,,,,,,,,,,,1,2,,,,,
특별법범,마약류관리에 관한법률(대마),소계,서산시,,,,,,,,,,,29,3,10,,,,
특별법범,마약류관리에 관한법률(대마),소계,제천시,,,,,,,,,,,4,1,10,,,,
특별법범,마약류관리에 관한법률(대마),소계,논산시,,,,,,,,,,,1,1,,,,,
특별법범,마약류관리에 관한법률(대마),소계,기타도시,,,,,,,,,,,121,70,62,,,,
특별법범,마약류관리에 관한법률(대마),소계,도시이외,,,,,,,,,,,225,134,123,,,,
특별법범,마약류관리에 관한법률(향정),소계,서울특별시,,,,,,,,,,,420,402,578,,,,
특별법범,마약류관리에 관한법률(향정),소계,부산광역시,,,,,,,,,,,420,426,609,,,,
특별법범,마약류관리에 관한법률(향정),소계,대구광역시,,,,,,,,,,,183,217,301,,,,
특별법범,마약류관리에 관한법률(향정),소계,인천광역시,,,,,,,,,,,180,142,227,,,,
특별법범,마약류관리에 관한법률(향정),소계,광주광역시,,,,,,,,,,,11,10,11,,,,
특별법범,마약류관리에 관한법률(향정),소계,대전광역시,,,,,,,,,,,45,55,61,,,,
특별법범,마약류관리에 관한법률(향정),소계,울산광역시,,,,,,,,,,,33,10,30,,,,
특별법범,마약류관리에 관한법률(향정),소계,부천시,,,,,,,,,,,10,28,28,,,,
특별법범,마약류관리에 관한법률(향정),소계,수원시,,,,,,,,,,,37,22,40,,,,
특별법범,마약류관리에 관한법률(향정),소계,성남시,,,,,,,,,,,34,28,30,,,,
특별법범,마약류관리에 관한법률(향정),소계,전주시,,,,,,,,,,,8,15,9,,,,
특별법범,마약류관리에 관한법률(향정),소계,안양시,,,,,,,,,,,23,7,14,,,,
특별법범,마약류관리에 관한법률(향정),소계,청주시,,,,,,,,,,,16,13,25,,,,
특별법범,마약류관리에 관한법률(향정),소계,마산시,,,,,,,,,,,45,64,46,,,,
특별법범,마약류관리에 관한법률(향정),소계,창원시,,,,,,,,,,,19,21,13,,,,
특별법범,마약류관리에 관한법률(향정),소계,광명시,,,,,,,,,,,6,2,9,,,,
특별법범,마약류관리에 관한법률(향정),소계,포항시,,,,,,,,,,,22,18,13,,,,
특별법범,마약류관리에 관한법률(향정),소계,안산시,,,,,,,,,,,20,21,22,,,,
특별법범,마약류관리에 관한법률(향정),소계,진주시,,,,,,,,,,,40,36,87,,,,
특별법범,마약류관리에 관한법률(향정),소계,고양시,,,,,,,,,,,13,24,22,,,,
특별법범,마약류관리에 관한법률(향정),소계,제주시,,,,,,,,,,,20,10,7,,,,
특별법범,마약류관리에 관한법률(향정),소계,목포시,,,,,,,,,,,,3,1,,,,
특별법범,마약류관리에 관한법률(향정),소계,의정부시,,,,,,,,,,,12,24,44,,,,
특별법범,마약류관리에 관한법률(향정),소계,익산시,,,,,,,,,,,,4,8,,,,
특별법범,마약류관리에 관한법률(향정),소계,군산시,,,,,,,,,,,7,,5,,,,
특별법범,마약류관리에 관한법률(향정),소계,구미시,,,,,,,,,,,21,13,27,,,,
특별법범,마약류관리에 관한법률(향정),소계,천안시,,,,,,,,,,,36,7,5,,,,
특별법범,마약류관리에 관한법률(향정),소계,여수시,,,,,,,,,,,2,1,,,,,
특별법범,마약류관리에 관한법률(향정),소계,춘천시,,,,,,,,,,,15,23,5,,,,
특별법범,마약류관리에 관한법률(향정),소계,원주시,,,,,,,,,,,11,9,18,,,,
특별법범,마약류관리에 관한법률(향정),소계,평택시,,,,,,,,,,,22,26,14,,,,
특별법범,마약류관리에 관한법률(향정),소계,경주시,,,,,,,,,,,8,13,6,,,,
특별법범,마약류관리에 관한법률(향정),소계,김해시,,,,,,,,,,,32,28,38,,,,
특별법범,마약류관리에 관한법률(향정),소계,순천시,,,,,,,,,,,2,3,7,,,,
특별법범,마약류관리에 관한법률(향정),소계,군포시,,,,,,,,,,,7,3,1,,,,
특별법범,마약류관리에 관한법률(향정),소계,남양주시,,,,,,,,,,,8,3,10,,,,
특별법범,마약류관리에 관한법률(향정),소계,강릉시,,,,,,,,,,,1,1,3,,,,
특별법범,마약류관리에 관한법률(향정),소계,충주시,,,,,,,,,,,6,2,6,,,,
특별법범,마약류관리에 관한법률(향정),소계,안동시,,,,,,,,,,,6,9,8,,,,
특별법범,마약류관리에 관한법률(향정),소계,경산시,,,,,,,,,,,5,9,8,,,,
특별법범,마약류관리에 관한법률(향정),소계,아산시,,,,,,,,,,,3,3,16,,,,
특별법범,마약류관리에 관한법률(향정),소계,거제시,,,,,,,,,,,3,4,21,,,,
특별법범,마약류관리에 관한법률(향정),소계,김천시,,,,,,,,,,,4,,2,,,,
특별법범,마약류관리에 관한법률(향정),소계,정읍시,,,,,,,,,,,2,1,3,,,,
특별법범,마약류관리에 관한법률(향정),소계,용인시,,,,,,,,,,,6,6,10,,,,
특별법범,마약류관리에 관한법률(향정),소계,시흥시,,,,,,,,,,,5,15,17,,,,
특별법범,마약류관리에 관한법률(향정),소계,파주시,,,,,,,,,,,6,11,14,,,,
특별법범,마약류관리에 관한법률(향정),소계,양산시,,,,,,,,,,,7,10,10,,,,
특별법범,마약류관리에 관한법률(향정),소계,이천시,,,,,,,,,,,11,4,,,,,
특별법범,마약류관리에 관한법률(향정),소계,구리시,,,,,,,,,,,2,8,3,,,,
특별법범,마약류관리에 관한법률(향정),소계,서산시,,,,,,,,,,,7,4,18,,,,
특별법범,마약류관리에 관한법률(향정),소계,제천시,,,,,,,,,,,7,2,23,,,,
특별법범,마약류관리에 관한법률(향정),소계,논산시,,,,,,,,,,,2,1,,,,,
특별법범,마약류관리에 관한법률(향정),소계,기타도시,,,,,,,,,,,146,123,165,,,,
특별법범,마약류관리에 관한법률(향정),소계,도시이외,,,,,,,,,,,105,87,101,,,,
특별법범,마약법,소계,서울특별시,52,18,20,36,55,89,157,64,72,68,,,,,,,
특별법범,마약법,소계,부산광역시,9,26,9,15,17,35,103,41,28,100,,,,,,,
특별법범,마약법,소계,대구광역시,1,3,3,2,3,2,9,13,16,9,,,,,,,
특별법범,마약법,소계,인천광역시,21,15,6,6,33,28,142,48,18,15,,,,,,,
특별법범,마약법,소계,광주광역시,1,4,6,3,5,2,1,11,16,10,,,,,,,
특별법범,마약법,소계,대전광역시,3,5,,1,3,2,8,6,9,10,,,,,,,
특별법범,마약법,소계,울산광역시,12,3,3,2,1,3,10,21,5,2,,,,,,,
특별법범,마약법,소계,부천시,1,3,1,1,1,5,1,2,,,,,,,,,
특별법범,마약법,소계,수원시,2,1,1,,,,1,3,2,4,,,,,,,
특별법범,마약법,소계,성남시,6,1,1,5,5,18,10,10,16,80,,,,,,,
특별법범,마약법,소계,전주시,1,2,7,3,1,2,,7,,1,,,,,,,
특별법범,마약법,소계,안양시,1,,,3,1,,1,4,4,4,,,,,,,
특별법범,마약법,소계,청주시,4,4,3,1,1,1,3,5,4,9,,,,,,,
