대분류,중분류,소분류,발생지별(1),1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,도로교통법(교통사고),소계,원주시,,,,,,,,,,,703,705,565,,,,
특별법범,도로교통법(교통사고),소계,평택시,,,,,,,,,,,709,569,437,,,,
특별법범,도로교통법(교통사고),소계,경주시,,,,,,,,,,,703,610,539,,,,
특별법범,도로교통법(교통사고),소계,김해시,,,,,,,,,,,422,264,225,,,,
특별법범,도로교통법(교통사고),소계,순천시,,,,,,,,,,,747,756,667,,,,
특별법범,도로교통법(교통사고),소계,군포시,,,,,,,,,,,169,729,176,,,,
특별법범,도로교통법(교통사고),소계,남양주시,,,,,,,,,,,548,605,474,,,,
특별법범,도로교통법(교통사고),소계,강릉시,,,,,,,,,,,429,597,561,,,,
특별법범,도로교통법(교통사고),소계,충주시,,,,,,,,,,,395,495,363,,,,
특별법범,도로교통법(교통사고),소계,안동시,,,,,,,,,,,324,328,399,,,,
특별법범,도로교통법(교통사고),소계,경산시,,,,,,,,,,,699,510,441,,,,
특별법범,도로교통법(교통사고),소계,아산시,,,,,,,,,,,194,277,215,,,,
특별법범,도로교통법(교통사고),소계,거제시,,,,,,,,,,,558,317,250,,,,
특별법범,도로교통법(교통사고),소계,김천시,,,,,,,,,,,402,421,463,,,,
특별법범,도로교통법(교통사고),소계,정읍시,,,,,,,,,,,148,187,186,,,,
특별법범,도로교통법(교통사고),소계,용인시,,,,,,,,,,,794,848,885,,,,
특별법범,도로교통법(교통사고),소계,시흥시,,,,,,,,,,,738,772,561,,,,
특별법범,도로교통법(교통사고),소계,파주시,,,,,,,,,,,538,477,434,,,,
특별법범,도로교통법(교통사고),소계,양산시,,,,,,,,,,,317,452,418,,,,
특별법범,도로교통법(교통사고),소계,이천시,,,,,,,,,,,293,307,403,,,,
특별법범,도로교통법(교통사고),소계,구리시,,,,,,,,,,,229,216,174,,,,
특별법범,도로교통법(교통사고),소계,서산시,,,,,,,,,,,208,198,172,,,,
특별법범,도로교통법(교통사고),소계,제천시,,,,,,,,,,,254,237,161,,,,
특별법범,도로교통법(교통사고),소계,논산시,,,,,,,,,,,217,104,137,,,,
특별법범,도로교통법(교통사고),소계,기타도시,,,,,,,,,,,7468,8183,6888,,,,
특별법범,도로교통법(교통사고),소계,도시이외,,,,,,,,,,,7931,9121,7126,,,,
특별법범,도로교통법(무면허운전),소계,서울특별시,,,,,,,,,,,16640,12784,11897,,,,
특별법범,도로교통법(무면허운전),소계,부산광역시,,,,,,,,,,,5838,3149,2339,,,,
특별법범,도로교통법(무면허운전),소계,대구광역시,,,,,,,,,,,7478,4448,2934,,,,
특별법범,도로교통법(무면허운전),소계,인천광역시,,,,,,,,,,,6720,6198,5293,,,,
특별법범,도로교통법(무면허운전),소계,광주광역시,,,,,,,,,,,1977,1403,799,,,,
특별법범,도로교통법(무면허운전),소계,대전광역시,,,,,,,,,,,2868,2830,2144,,,,
특별법범,도로교통법(무면허운전),소계,울산광역시,,,,,,,,,,,2605,1563,1504,,,,
특별법범,도로교통법(무면허운전),소계,부천시,,,,,,,,,,,778,576,402,,,,
특별법범,도로교통법(무면허운전),소계,수원시,,,,,,,,,,,1109,633,539,,,,
특별법범,도로교통법(무면허운전),소계,성남시,,,,,,,,,,,1085,877,513,,,,
특별법범,도로교통법(무면허운전),소계,전주시,,,,,,,,,,,313,278,164,,,,
특별법범,도로교통법(무면허운전),소계,안양시,,,,,,,,,,,1191,600,363,,,,
특별법범,도로교통법(무면허운전),소계,청주시,,,,,,,,,,,2218,1927,596,,,,
특별법범,도로교통법(무면허운전),소계,마산시,,,,,,,,,,,445,296,253,,,,
특별법범,도로교통법(무면허운전),소계,창원시,,,,,,,,,,,1209,938,830,,,,
특별법범,도로교통법(무면허운전),소계,광명시,,,,,,,,,,,312,105,67,,,,
특별법범,도로교통법(무면허운전),소계,포항시,,,,,,,,,,,1538,815,539,,,,
특별법범,도로교통법(무면허운전),소계,안산시,,,,,,,,,,,1354,502,368,,,,
특별법범,도로교통법(무면허운전),소계,진주시,,,,,,,,,,,875,542,490,,,,
특별법범,도로교통법(무면허운전),소계,고양시,,,,,,,,,,,867,537,304,,,,
특별법범,도로교통법(무면허운전),소계,제주시,,,,,,,,,,,756,508,672,,,,
특별법범,도로교통법(무면허운전),소계,목포시,,,,,,,,,,,258,131,230,,,,
특별법범,도로교통법(무면허운전),소계,의정부시,,,,,,,,,,,883,393,306,,,,
특별법범,도로교통법(무면허운전),소계,익산시,,,,,,,,,,,180,163,297,,,,
특별법범,도로교통법(무면허운전),소계,군산시,,,,,,,,,,,594,251,186,,,,
특별법범,도로교통법(무면허운전),소계,구미시,,,,,,,,,,,1174,621,460,,,,
특별법범,도로교통법(무면허운전),소계,천안시,,,,,,,,,,,1190,941,1161,,,,
특별법범,도로교통법(무면허운전),소계,여수시,,,,,,,,,,,406,463,333,,,,
특별법범,도로교통법(무면허운전),소계,춘천시,,,,,,,,,,,978,1017,381,,,,
특별법범,도로교통법(무면허운전),소계,원주시,,,,,,,,,,,276,364,237,,,,
특별법범,도로교통법(무면허운전),소계,평택시,,,,,,,,,,,823,386,332,,,,
특별법범,도로교통법(무면허운전),소계,경주시,,,,,,,,,,,1395,878,627,,,,
특별법범,도로교통법(무면허운전),소계,김해시,,,,,,,,,,,750,892,502,,,,
특별법범,도로교통법(무면허운전),소계,순천시,,,,,,,,,,,255,212,157,,,,
특별법범,도로교통법(무면허운전),소계,군포시,,,,,,,,,,,194,53,32,,,,
특별법범,도로교통법(무면허운전),소계,남양주시,,,,,,,,,,,580,365,194,,,,
특별법범,도로교통법(무면허운전),소계,강릉시,,,,,,,,,,,584,195,156,,,,
특별법범,도로교통법(무면허운전),소계,충주시,,,,,,,,,,,366,263,128,,,,
특별법범,도로교통법(무면허운전),소계,안동시,,,,,,,,,,,712,456,565,,,,
특별법범,도로교통법(무면허운전),소계,경산시,,,,,,,,,,,309,160,73,,,,
특별법범,도로교통법(무면허운전),소계,아산시,,,,,,,,,,,506,632,421,,,,
특별법범,도로교통법(무면허운전),소계,거제시,,,,,,,,,,,386,459,335,,,,
특별법범,도로교통법(무면허운전),소계,김천시,,,,,,,,,,,607,258,256,,,,
특별법범,도로교통법(무면허운전),소계,정읍시,,,,,,,,,,,194,163,109,,,,
특별법범,도로교통법(무면허운전),소계,용인시,,,,,,,,,,,668,378,177,,,,
특별법범,도로교통법(무면허운전),소계,시흥시,,,,,,,,,,,952,671,426,,,,
특별법범,도로교통법(무면허운전),소계,파주시,,,,,,,,,,,193,185,148,,,,
특별법범,도로교통법(무면허운전),소계,양산시,,,,,,,,,,,224,109,169,,,,
특별법범,도로교통법(무면허운전),소계,이천시,,,,,,,,,,,199,115,66,,,,
특별법범,도로교통법(무면허운전),소계,구리시,,,,,,,,,,,291,221,171,,,,
특별법범,도로교통법(무면허운전),소계,서산시,,,,,,,,,,,534,343,224,,,,
특별법범,도로교통법(무면허운전),소계,제천시,,,,,,,,,,,448,338,224,,,,
특별법범,도로교통법(무면허운전),소계,논산시,,,,,,,,,,,572,677,544,,,,
특별법범,도로교통법(무면허운전),소계,기타도시,,,,,,,,,,,9378,6801,5134,,,,
특별법범,도로교통법(무면허운전),소계,도시이외,,,,,,,,,,,18202,13965,9738,,,,
특별법범,도로교통법(음주운전),소계,서울특별시,,,,,,,,,,,60883,47144,46875,,,,
특별법범,도로교통법(음주운전),소계,부산광역시,,,,,,,,,,,33994,18804,26013,,,,
특별법범,도로교통법(음주운전),소계,대구광역시,,,,,,,,,,,36266,20181,17725,,,,
특별법범,도로교통법(음주운전),소계,인천광역시,,,,,,,,,,,21551,20506,21971,,,,
특별법범,도로교통법(음주운전),소계,광주광역시,,,,,,,,,,,15506,14210,9121,,,,
특별법범,도로교통법(음주운전),소계,대전광역시,,,,,,,,,,,21891,17823,11231,,,,
특별법범,도로교통법(음주운전),소계,울산광역시,,,,,,,,,,,17430,7129,9157,,,,
특별법범,도로교통법(음주운전),소계,부천시,,,,,,,,,,,4953,5251,3529,,,,
특별법범,도로교통법(음주운전),소계,수원시,,,,,,,,,,,11776,6954,3630,,,,
특별법범,도로교통법(음주운전),소계,성남시,,,,,,,,,,,9077,5824,5033,,,,
특별법범,도로교통법(음주운전),소계,전주시,,,,,,,,,,,4891,3791,3253,,,,
특별법범,도로교통법(음주운전),소계,안양시,,,,,,,,,,,6087,2282,1338,,,,
특별법범,도로교통법(음주운전),소계,청주시,,,,,,,,,,,7767,6090,4636,,,,
특별법범,도로교통법(음주운전),소계,마산시,,,,,,,,,,,3276,3083,1620,,,,
특별법범,도로교통법(음주운전),소계,창원시,,,,,,,,,,,7408,4339,3917,,,,
특별법범,도로교통법(음주운전),소계,광명시,,,,,,,,,,,1715,927,824,,,,
특별법범,도로교통법(음주운전),소계,포항시,,,,,,,,,,,5313,2748,2816,,,,
특별법범,도로교통법(음주운전),소계,안산시,,,,,,,,,,,3706,3856,4017,,,,
특별법범,도로교통법(음주운전),소계,진주시,,,,,,,,,,,3686,2540,2028,,,,
특별법범,도로교통법(음주운전),소계,고양시,,,,,,,,,,,4502,3722,2952,,,,
특별법범,도로교통법(음주운전),소계,제주시,,,,,,,,,,,5624,5065,4112,,,,
특별법범,도로교통법(음주운전),소계,목포시,,,,,,,,,,,1550,1757,2364,,,,
특별법범,도로교통법(음주운전),소계,의정부시,,,,,,,,,,,3264,1871,1356,,,,
특별법범,도로교통법(음주운전),소계,익산시,,,,,,,,,,,2343,2114,1566,,,,
특별법범,도로교통법(음주운전),소계,군산시,,,,,,,,,,,2425,1988,1323,,,,
특별법범,도로교통법(음주운전),소계,구미시,,,,,,,,,,,6772,5085,4371,,,,
특별법범,도로교통법(음주운전),소계,천안시,,,,,,,,,,,5787,5886,5293,,,,
특별법범,도로교통법(음주운전),소계,여수시,,,,,,,,,,,1897,2043,1488,,,,
특별법범,도로교통법(음주운전),소계,춘천시,,,,,,,,,,,3885,2898,2246,,,,
특별법범,도로교통법(음주운전),소계,원주시,,,,,,,,,,,3011,3013,2388,,,,
특별법범,도로교통법(음주운전),소계,평택시,,,,,,,,,,,5352,3626,2695,,,,
특별법범,도로교통법(음주운전),소계,경주시,,,,,,,,,,,3310,2744,2216,,,,
특별법범,도로교통법(음주운전),소계,김해시,,,,,,,,,,,5926,3639,2672,,,,
특별법범,도로교통법(음주운전),소계,순천시,,,,,,,,,,,1914,2363,1494,,,,
특별법범,도로교통법(음주운전),소계,군포시,,,,,,,,,,,2062,959,900,,,,
특별법범,도로교통법(음주운전),소계,남양주시,,,,,,,,,,,2612,1222,1334,,,,
특별법범,도로교통법(음주운전),소계,강릉시,,,,,,,,,,,3601,1729,1661,,,,
특별법범,도로교통법(음주운전),소계,충주시,,,,,,,,,,,2715,1557,853,,,,
특별법범,도로교통법(음주운전),소계,안동시,,,,,,,,,,,949,475,563,,,,
특별법범,도로교통법(음주운전),소계,경산시,,,,,,,,,,,2668,1239,1005,,,,
특별법범,도로교통법(음주운전),소계,아산시,,,,,,,,,,,2527,2773,1631,,,,
특별법범,도로교통법(음주운전),소계,거제시,,,,,,,,,,,1952,1482,1572,,,,
특별법범,도로교통법(음주운전),소계,김천시,,,,,,,,,,,1309,742,731,,,,
특별법범,도로교통법(음주운전),소계,정읍시,,,,,,,,,,,691,658,534,,,,
특별법범,도로교통법(음주운전),소계,용인시,,,,,,,,,,,5010,1811,1469,,,,
특별법범,도로교통법(음주운전),소계,시흥시,,,,,,,,,,,2938,1719,3174,,,,
특별법범,도로교통법(음주운전),소계,파주시,,,,,,,,,,,1079,1193,989,,,,
특별법범,도로교통법(음주운전),소계,양산시,,,,,,,,,,,2250,1478,1319,,,,
특별법범,도로교통법(음주운전),소계,이천시,,,,,,,,,,,1345,1406,923,,,,
특별법범,도로교통법(음주운전),소계,구리시,,,,,,,,,,,1079,900,915,,,,
특별법범,도로교통법(음주운전),소계,서산시,,,,,,,,,,,2977,1461,884,,,,
특별법범,도로교통법(음주운전),소계,제천시,,,,,,,,,,,980,760,556,,,,
특별법범,도로교통법(음주운전),소계,논산시,,,,,,,,,,,2005,1608,1328,,,,
특별법범,도로교통법(음주운전),소계,기타도시,,,,,,,,,,,35932,26915,23597,,,,
특별법범,도로교통법(음주운전),소계,도시이외,,,,,,,,,,,37638,30230,22909,,,,
특별법범,도로법,소계,서울특별시,2069,1286,950,1407,1099,1107,1135,1319,1747,1490,1467,1182,1045,,,,
특별법범,도로법,소계,부산광역시,3630,1949,1949,2231,1338,1368,2115,2238,2438,2889,3365,3410,2684,,,,
특별법범,도로법,소계,대구광역시,2753,1200,1070,779,593,596,786,984,1341,1638,920,1083,1065,,,,
특별법범,도로법,소계,인천광역시,1333,853,970,1721,1065,857,805,1643,2557,2608,1655,1050,1089,,,,
특별법범,도로법,소계,광주광역시,895,334,377,401,346,532,556,662,531,646,479,359,287,,,,
특별법범,도로법,소계,대전광역시,1087,650,465,338,252,247,338,323,571,658,702,497,612,,,,
특별법범,도로법,소계,울산광역시,860,842,866,512,496,686,787,658,1275,1524,705,676,840,,,,
특별법범,도로법,소계,부천시,233,201,101,134,103,140,81,83,217,199,254,319,346,,,,
특별법범,도로법,소계,수원시,554,350,361,374,305,372,372,385,566,853,411,359,320,,,,
특별법범,도로법,소계,성남시,228,96,150,155,72,107,161,189,174,209,556,455,622,,,,
특별법범,도로법,소계,전주시,500,161,194,148,131,156,144,235,667,518,473,234,224,,,,
특별법범,도로법,소계,안양시,33,22,60,83,45,28,36,24,53,58,38,32,47,,,,
특별법범,도로법,소계,청주시,397,303,271,179,166,152,179,162,254,263,243,187,217,,,,
특별법범,도로법,소계,마산시,670,370,478,423,398,334,485,474,477,369,258,217,201,,,,
특별법범,도로법,소계,창원시,867,189,106,197,96,52,120,258,704,1132,932,702,633,,,,
특별법범,도로법,소계,광명시,10,125,207,174,120,75,26,17,24,13,97,89,154,,,,
특별법범,도로법,소계,포항시,427,393,73,107,148,63,46,42,148,175,120,178,242,,,,
특별법범,도로법,소계,안산시,319,366,815,812,519,429,231,165,403,254,628,555,710,,,,
특별법범,도로법,소계,진주시,673,194,379,355,194,277,366,353,469,575,318,267,277,,,,
특별법범,도로법,소계,고양시,33,34,52,63,57,98,113,100,170,184,301,141,208,,,,
특별법범,도로법,소계,제주시,239,24,9,7,2,6,8,4,2,24,12,25,13,,,,
특별법범,도로법,소계,목포시,46,17,64,222,58,51,60,111,101,157,295,301,312,,,,
특별법범,도로법,소계,의정부시,29,18,30,56,14,12,6,11,15,25,18,3,5,,,,
특별법범,도로법,소계,익산시,,,,94,109,208,102,104,194,528,132,99,65,,,,
특별법범,도로법,소계,이리시,239,165,117,,,,,,,,,,,,,,
특별법범,도로법,소계,군산시,384,146,226,147,50,160,72,75,163,72,173,135,112,,,,
특별법범,도로법,소계,구미시,179,61,76,83,100,114,114,95,133,267,283,241,318,,,,
특별법범,도로법,소계,천안시,361,302,350,190,150,196,144,196,291,426,505,363,567,,,,
특별법범,도로법,소계,여수시,59,15,38,31,19,21,11,15,62,36,65,14,11,,,,
특별법범,도로법,소계,춘천시,46,13,13,29,13,23,23,61,76,79,79,40,42,,,,
특별법범,도로법,소계,원주시,197,128,66,63,78,131,78,108,156,172,245,214,223,,,,
특별법범,도로법,소계,평택시,,,,942,191,147,94,149,205,381,460,371,553,,,,
특별법범,도로법,소계,경주시,,,,1063,213,91,138,209,174,282,456,311,286,,,,
특별법범,도로법,소계,김해시,,,,103,64,93,107,130,376,547,1279,1388,1734,,,,
특별법범,도로법,소계,순천시,,,,34,59,187,190,198,312,293,790,636,556,,,,
특별법범,도로법,소계,군포시,,,,97,44,85,253,324,604,663,537,451,698,,,,
특별법범,도로법,소계,남양주시,,,,77,62,163,121,61,61,41,97,57,143,,,,
특별법범,도로법,소계,강릉시,,,,73,109,72,73,82,268,296,353,189,125,,,,
특별법범,도로법,소계,충주시,,,,36,15,60,44,68,115,198,166,237,230,,,,
특별법범,도로법,소계,안동시,,,,43,43,38,92,68,80,98,251,226,185,,,,
특별법범,도로법,소계,경산시,,,,79,54,46,117,101,156,220,350,238,289,,,,
특별법범,도로법,소계,아산시,,,,52,71,31,50,59,134,88,171,94,63,,,,
특별법범,도로법,소계,거제시,,,,3,1,5,8,24,68,51,14,7,2,,,,
특별법범,도로법,소계,김천시,,,,29,22,27,50,87,94,51,121,58,69,,,,
특별법범,도로법,소계,정읍시,,,,62,88,165,96,140,167,157,135,124,122,,,,
특별법범,도로법,소계,용인시,,,,,,,,,,,698,617,546,,,,
특별법범,도로법,소계,시흥시,,,,,,,,,,,1429,1110,1319,,,,
특별법범,도로법,소계,파주시,,,,,,,,,,,123,75,91,,,,
특별법범,도로법,소계,양산시,,,,,,,,,,,942,1055,731,,,,
특별법범,도로법,소계,이천시,,,,,,,,,,,410,283,347,,,,
특별법범,도로법,소계,구리시,,,,,,,,,,,466,491,618,,,,
특별법범,도로법,소계,서산시,,,,,,,,,,,139,74,174,,,,
특별법범,도로법,소계,제천시,,,,,,,,,,,169,166,209,,,,
특별법범,도로법,소계,논산시,,,,,,,,,,,236,171,195,,,,
특별법범,도로법,소계,기타도시,6503,3834,4701,2876,2770,3667,3037,3308,5450,7172,5770,4990,6140,,,,
특별법범,도로법,소계,도시이외,14151,5606,4646,3116,2464,3111,2982,3022,4690,5698,6396,4819,5499,,,,
특별법범,도로법,소계,기타,2,2,,,,318,1503,2106,3268,3114,,,,,,,
특별법범,도로운송차량법,소계,서울특별시,2,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,부산광역시,2,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,대구광역시,2,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,인천광역시,2,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,광주광역시,1,,1,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,울산광역시,1,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,수원시,2,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,전주시,2,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,청주시,1,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,창원시,1,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,안산시,1,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,진주시,1,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,천안시,1,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,원주시,1,,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,기타도시,40,1,,,,,,,,,,,,,,,
특별법범,도로운송차량법,소계,도시이외,117,,1,,,,,,,,,,,,,,
특별법범,도시가스사업법,소계,서울특별시,18,39,32,30,15,10,6,6,9,35,23,26,4,,,,
특별법범,도시가스사업법,소계,부산광역시,,2,4,9,,1,8,4,,5,6,1,5,,,,
특별법범,도시가스사업법,소계,대구광역시,1,,2,3,1,1,,,1,3,3,1,,,,,
특별법범,도시가스사업법,소계,인천광역시,2,,7,2,10,25,5,4,,1,5,2,,,,,
특별법범,도시가스사업법,소계,광주광역시,,,1,1,1,,,,,,,,1,,,,
특별법범,도시가스사업법,소계,대전광역시,,,2,3,,,,,,1,1,,2,,,,
특별법범,도시가스사업법,소계,울산광역시,,,8,2,1,1,,1,,,2,2,,,,,
특별법범,도시가스사업법,소계,부천시,,,2,1,,1,1,,,1,1,,,,,,
특별법범,도시가스사업법,소계,수원시,,,1,,,,,,3,1,,1,,,,,
특별법범,도시가스사업법,소계,성남시,,,,2,1,1,,1,1,1,1,,1,,,,
특별법범,도시가스사업법,소계,전주시,,1,,,,,,,,,,,1,,,,
특별법범,도시가스사업법,소계,안양시,1,,,1,,1,,,,,,,,,,,
특별법범,도시가스사업법,소계,청주시,1,1,2,,,1,,,,,,,,,,,
특별법범,도시가스사업법,소계,마산시,,,1,,1,,,1,,,,,,,,,
특별법범,도시가스사업법,소계,창원시,,1,1,1,1,,,,,1,1,,,,,,
특별법범,도시가스사업법,소계,광명시,1,2,2,,,,,1,,,,,,,,,
특별법범,도시가스사업법,소계,포항시,1,,1,,,,,,,,,,,,,,
특별법범,도시가스사업법,소계,안산시,,,,,,,1,,,,,,,,,,
특별법범,도시가스사업법,소계,진주시,,,,,,1,,,,,,,,,,,
특별법범,도시가스사업법,소계,고양시,,,1,2,,,,,,,,,2,,,,
특별법범,도시가스사업법,소계,의정부시,,,,1,,,,,,,,,2,,,,
특별법범,도시가스사업법,소계,군산시,1,,1,,,,,,,,,,,,,,
특별법범,도시가스사업법,소계,구미시,1,,,,,,,,,,,,,,,,
특별법범,도시가스사업법,소계,춘천시,,,1,,,,,,,1,,,,,,,
특별법범,도시가스사업법,소계,원주시,,,,,,1,2,,,1,,,,,,,
특별법범,도시가스사업법,소계,평택시,,,,,,,,,,-,,,,,,,
특별법범,도시가스사업법,소계,경주시,,,,1,,,,,,-,,,,,,,
특별법범,도시가스사업법,소계,김해시,,,,,,,,,,-,,,,,,,
특별법범,도시가스사업법,소계,순천시,,,,1,,1,,,,-,1,,,,,,
특별법범,도시가스사업법,소계,군포시,,,,,1,,,,,,,,,,,,
특별법범,도시가스사업법,소계,충주시,,,,,1,,,,,,,,,,,,
특별법범,도시가스사업법,소계,경산시,,,,,,,,,,,1,,,,,,
특별법범,도시가스사업법,소계,기타도시,,1,3,1,1,,,,2,1,3,1,2,,,,
특별법범,도시가스사업법,소계,도시이외,,3,5,1,,1,1,,,,,,,,,,
특별법범,도시가스사업법,소계,기타,,,,,,,,,2,,,,,,,,
특별법범,도시계획법,소계,서울특별시,544,475,556,447,259,240,321,190,154,236,1,,,,,,
특별법범,도시계획법,소계,부산광역시,108,158,248,286,280,174,189,125,46,11,1,,,,,,
특별법범,도시계획법,소계,대구광역시,26,88,99,108,103,136,100,34,23,18,,,,,,,
특별법범,도시계획법,소계,인천광역시,71,62,68,89,87,53,62,46,76,13,,,,,,,
특별법범,도시계획법,소계,광주광역시,35,39,29,33,18,61,23,45,31,7,,,,,,,
특별법범,도시계획법,소계,대전광역시,36,20,23,30,40,18,36,12,4,1,,,,,,,
특별법범,도시계획법,소계,울산광역시,13,18,44,39,49,37,93,29,36,5,,,,,,,
특별법범,도시계획법,소계,부천시,20,19,44,39,55,37,58,14,30,9,,,,,,,
특별법범,도시계획법,소계,수원시,20,123,17,44,37,28,21,15,42,9,,,,,,,
특별법범,도시계획법,소계,성남시,31,70,77,64,29,42,21,29,64,12,,,,,,,
특별법범,도시계획법,소계,전주시,9,27,18,13,8,14,19,14,4,,,,,,,,
특별법범,도시계획법,소계,안양시,4,16,13,8,10,6,4,,7,1,,,,,,,
특별법범,도시계획법,소계,청주시,7,13,7,17,11,19,4,3,10,4,,,,,,,
특별법범,도시계획법,소계,마산시,3,8,7,6,6,6,6,,6,,,,,,,,
특별법범,도시계획법,소계,창원시,10,26,22,6,7,9,9,8,2,2,,,,,,,
특별법범,도시계획법,소계,광명시,57,73,100,91,63,104,47,1,19,3,,,,,,,
특별법범,도시계획법,소계,포항시,1,4,6,6,6,3,3,2,9,,,,,,,,
특별법범,도시계획법,소계,안산시,30,25,61,100,66,54,46,50,48,1,,,,,,,
특별법범,도시계획법,소계,진주시,19,16,7,11,11,13,3,2,,,,,,,,,
특별법범,도시계획법,소계,고양시,32,49,67,119,104,98,191,91,128,9,,,,,,,
특별법범,도시계획법,소계,제주시,15,16,5,14,17,9,32,7,8,3,,,,,,,
특별법범,도시계획법,소계,목포시,3,,,,1,,,,1,,,,,,,,
특별법범,도시계획법,소계,의정부시,4,34,32,12,32,41,11,16,12,1,,,,,,,
특별법범,도시계획법,소계,익산시,,,,,4,4,1,1,,,,,,,,,
특별법범,도시계획법,소계,이리시,1,,,,,,,,,,,,,,,,
특별법범,도시계획법,소계,군산시,15,8,7,3,12,4,9,5,8,,,,,,,,
특별법범,도시계획법,소계,구미시,2,4,6,4,4,9,7,16,23,3,,,,,,,
특별법범,도시계획법,소계,천안시,2,,3,,3,,,2,1,,,,,,,,
특별법범,도시계획법,소계,여수시,7,4,4,3,7,8,12,2,1,1,,,,,,,
특별법범,도시계획법,소계,춘천시,11,1,,8,2,2,2,,1,,,,,,,,
특별법범,도시계획법,소계,원주시,,4,,2,1,1,2,2,6,,,,,,,,
특별법범,도시계획법,소계,평택시,,,,66,18,9,6,1,1,,,,,,,,
특별법범,도시계획법,소계,경주시,,,,89,10,2,,1,1,1,,,,,,,
특별법범,도시계획법,소계,김해시,,,,37,36,23,25,13,22,4,,,,,,,
특별법범,도시계획법,소계,순천시,,,,,,1,,2,,2,,,,,,,
특별법범,도시계획법,소계,군포시,,,,,1,9,14,2,1,1,,,,,,,
특별법범,도시계획법,소계,남양주시,,,,58,67,118,148,17,4,,,,,,,,
특별법범,도시계획법,소계,강릉시,,,,2,,,3,,7,1,,,,,,,
특별법범,도시계획법,소계,충주시,,,,2,,1,3,3,,,,,,,,,
특별법범,도시계획법,소계,안동시,,,,1,1,1,1,1,1,,,,,,,,
특별법범,도시계획법,소계,경산시,,,,,1,5,4,4,7,2,,,,,,,
특별법범,도시계획법,소계,아산시,,,,,,,,1,,,,,,,,,
특별법범,도시계획법,소계,거제시,,,,4,1,1,1,4,2,,,,,,,,
특별법범,도시계획법,소계,김천시,,,,,,2,1,1,6,1,,,,,,,
특별법범,도시계획법,소계,정읍시,,,,,1,3,2,,,1,,,,,,,
특별법범,도시계획법,소계,기타도시,96,136,176,130,216,190,173,55,57,11,1,,,,,,
특별법범,도시계획법,소계,도시이외,389,344,309,222,173,204,283,71,39,8,,,,,,,
특별법범,도시계획법,소계,기타,2,,,,,13,86,97,129,41,,,,,,,
특별법범,도시공원법,소계,서울특별시,,,,,,,,,,,51,55,6,,,,
특별법범,도시공원법,소계,부산광역시,,,,,,,,,,,19,26,,,,,
특별법범,도시공원법,소계,대구광역시,,,,,,,,,,,16,14,1,,,,
특별법범,도시공원법,소계,인천광역시,,,,,,,,,,,29,30,,,,,
특별법범,도시공원법,소계,광주광역시,,,,,,,,,,,1,1,,,,,
특별법범,도시공원법,소계,대전광역시,,,,,,,,,,,8,12,,,,,
특별법범,도시공원법,소계,울산광역시,,,,,,,,,,,17,14,,,,,
특별법범,도시공원법,소계,부천시,,,,,,,,,,,,2,,,,,
특별법범,도시공원법,소계,수원시,,,,,,,,,,,,1,,,,,
특별법범,도시공원법,소계,성남시,,,,,,,,,,,1,,,,,,
특별법범,도시공원법,소계,전주시,,,,,,,,,,,12,8,,,,,
특별법범,도시공원법,소계,청주시,,,,,,,,,,,3,2,,,,,
특별법범,도시공원법,소계,마산시,,,,,,,,,,,,,2,,,,
특별법범,도시공원법,소계,창원시,,,,,,,,,,,4,,,,,,
특별법범,도시공원법,소계,진주시,,,,,,,,,,,5,2,,,,,
특별법범,도시공원법,소계,고양시,,,,,,,,,,,,3,,,,,
특별법범,도시공원법,소계,제주시,,,,,,,,,,,1,,,,,,
특별법범,도시공원법,소계,목포시,,,,,,,,,,,2,,,,,,
특별법범,도시공원법,소계,의정부시,,,,,,,,,,,3,3,,,,,
특별법범,도시공원법,소계,군산시,,,,,,,,,,,1,,,,,,
특별법범,도시공원법,소계,구미시,,,,,,,,,,,,2,1,,,,
특별법범,도시공원법,소계,천안시,,,,,,,,,,,4,5,,,,,
특별법범,도시공원법,소계,여수시,,,,,,,,,,,,1,,,,,
특별법범,도시공원법,소계,평택시,,,,,,,,,,,1,2,,,,,
특별법범,도시공원법,소계,경주시,,,,,,,,,,,1,1,,,,,
특별법범,도시공원법,소계,김해시,,,,,,,,,,,17,15,6,,,,
특별법범,도시공원법,소계,순천시,,,,,,,,,,,1,,,,,,
특별법범,도시공원법,소계,안동시,,,,,,,,,,,,1,,,,,
