죄종별,죄종별2,죄종별3,범죄발생지별,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년
총범죄,강력범죄,강제추행,부천시,0,0,305,273,291,339,342,298,349,321,249,292
총범죄,강력범죄,강제추행,성남시,0,0,278,299,319,348,298,319,295,274,255,269
총범죄,강력범죄,강제추행,수원시,0,0,432,395,425,408,454,399,404,406,328,394
총범죄,강력범죄,강제추행,시흥시,0,0,118,81,171,120,150,167,145,162,164,146
총범죄,강력범죄,강제추행,안산시,0,0,262,190,242,307,288,281,261,253,211,236
총범죄,강력범죄,강제추행,안성시,0,0,0,0,42,55,43,48,53,59,60,62
총범죄,강력범죄,강제추행,안양시,0,0,173,232,180,220,231,174,162,165,132,148
총범죄,강력범죄,강제추행,양주시,0,0,0,0,44,32,42,50,56,53,48,50
총범죄,강력범죄,강제추행,여주시,0,0,0,0,17,45,45,44,47,36,21,31
총범죄,강력범죄,강제추행,오산시,0,0,0,0,81,67,91,53,86,75,71,69
총범죄,강력범죄,강제추행,용인시,0,0,147,164,209,184,226,197,205,153,194,185
총범죄,강력범죄,강제추행,의왕시,0,0,0,0,30,26,27,23,26,25,20,16
총범죄,강력범죄,강제추행,의정부시,0,0,147,144,157,141,161,167,158,149,124,154
총범죄,강력범죄,강제추행,이천시,0,0,51,44,59,64,70,73,85,87,61,64
총범죄,강력범죄,강제추행,파주시,0,0,72,84,89,85,117,102,91,76,62,125
총범죄,강력범죄,강제추행,평택시,0,0,146,139,161,148,163,157,154,152,181,177
총범죄,강력범죄,강제추행,포천시,0,0,0,0,47,45,48,42,47,50,30,48
총범죄,강력범죄,강제추행,하남시,0,0,0,0,25,19,33,44,48,49,47,50
총범죄,강력범죄,강제추행,화성시,0,0,0,0,133,129,147,143,147,153,177,186
총범죄,강력범죄,강제추행,강릉시,0,0,60,64,56,58,62,94,76,89,63,72
총범죄,강력범죄,강제추행,동해시,0,0,0,0,32,24,30,32,25,26,24,17
총범죄,강력범죄,강제추행,삼척시,0,0,0,0,12,13,20,11,16,14,15,20
총범죄,강력범죄,강제추행,속초시,0,0,0,0,20,24,25,26,20,23,20,32
총범죄,강력범죄,강제추행,원주시,0,0,90,93,75,60,90,106,121,76,65,80
총범죄,강력범죄,강제추행,춘천시,0,0,62,70,71,73,74,72,78,68,77,74
총범죄,강력범죄,강제추행,태백시,0,0,0,0,8,12,7,11,15,11,10,12
총범죄,강력범죄,강제추행,제천시,0,0,35,55,26,34,28,45,38,33,32,34
총범죄,강력범죄,강제추행,청주시,0,0,202,199,229,222,266,260,260,246,168,257
총범죄,강력범죄,강제추행,충주시,0,0,45,35,55,58,66,63,50,49,48,63
총범죄,강력범죄,강제추행,계룡시,0,0,0,0,6,1,5,4,2,4,4,5
총범죄,강력범죄,강제추행,공주시,0,0,0,0,27,29,38,26,24,24,24,17
총범죄,강력범죄,강제추행,논산시,0,0,31,29,39,26,33,25,16,19,30,22
총범죄,강력범죄,강제추행,당진시,0,0,0,0,32,52,38,38,37,38,29,51
총범죄,강력범죄,강제추행,보령시,0,0,0,0,26,39,46,31,36,28,26,31
총범죄,강력범죄,강제추행,서산시,0,0,30,47,48,56,46,40,48,50,57,58
총범죄,강력범죄,강제추행,아산시,0,0,67,69,64,57,71,97,86,67,63,86
총범죄,강력범죄,강제추행,천안시,0,0,177,193,177,208,179,179,190,203,189,213
총범죄,강력범죄,강제추행,군산시,0,0,56,86,62,50,61,67,98,71,57,68
총범죄,강력범죄,강제추행,김제시,0,0,0,0,17,14,19,21,16,18,22,12
총범죄,강력범죄,강제추행,남원시,0,0,0,0,21,17,8,19,21,14,17,13
총범죄,강력범죄,강제추행,익산시,0,0,71,62,59,64,48,64,71,59,74,58
총범죄,강력범죄,강제추행,전주시,0,0,174,164,176,165,177,208,218,199,175,190
총범죄,강력범죄,강제추행,정읍시,0,0,17,37,24,22,22,15,29,24,20,21
총범죄,강력범죄,강제추행,광양시,0,0,0,0,19,25,25,40,37,37,25,23
총범죄,강력범죄,강제추행,나주시,0,0,0,0,5,6,24,24,26,29,18,32
총범죄,강력범죄,강제추행,목포시,0,0,81,91,81,97,72,88,105,73,113,80
총범죄,강력범죄,강제추행,순천시,0,0,58,72,72,72,78,85,88,71,60,67
총범죄,강력범죄,강제추행,여수시,0,0,71,56,51,67,69,77,65,90,76,72
총범죄,강력범죄,강제추행,경산시,0,0,149,59,54,50,64,66,66,72,78,51
총범죄,강력범죄,강제추행,경주시,0,0,73,72,55,60,60,51,63,70,57,65
총범죄,강력범죄,강제추행,구미시,0,0,94,59,81,72,101,92,92,76,94,72
총범죄,강력범죄,강제추행,김천시,0,0,24,18,25,17,26,30,30,21,26,20
총범죄,강력범죄,강제추행,문경시,0,0,0,0,12,12,12,17,18,14,10,8
총범죄,강력범죄,강제추행,상주시,0,0,0,0,13,17,18,24,27,16,12,14
총범죄,강력범죄,강제추행,안동시,0,0,37,33,36,44,40,41,37,46,48,38
총범죄,강력범죄,강제추행,영주시,0,0,0,0,23,16,11,18,22,20,25,20
총범죄,강력범죄,강제추행,영천시,0,0,0,0,14,13,16,19,34,20,21,19
총범죄,강력범죄,강제추행,포항시,0,0,91,96,90,97,125,114,108,114,128,126
총범죄,강력범죄,강제추행,거제시,0,0,61,67,62,73,78,73,58,66,58,59
총범죄,강력범죄,강제추행,김해시,0,0,108,87,114,111,126,124,116,101,106,118
총범죄,강력범죄,강제추행,마산시,0,0,0,0,1,0,0,0,0,0,0,0
총범죄,강력범죄,강제추행,밀양시,0,0,0,0,20,12,17,21,22,27,16,23
총범죄,강력범죄,강제추행,사천시,0,0,0,0,22,25,28,23,23,18,21,25
총범죄,강력범죄,강제추행,양산시,0,0,58,51,59,76,74,60,61,64,72,66
총범죄,강력범죄,강제추행,진주시,0,0,65,97,58,74,91,85,74,80,63,97
총범죄,강력범죄,강제추행,창원시,0,0,198,181,172,202,250,218,257,228,237,232
총범죄,강력범죄,강제추행,통영시,0,0,0,0,36,27,31,31,34,45,30,38
총범죄,강력범죄,강제추행,서귀포시,0,0,0,0,32,95,65,64,74,63,73,84
총범죄,강력범죄,강제추행,제주시,0,0,228,198,165,223,206,193,216,216,199,201
총범죄,강력범죄,강제추행,기타도시,0,0,958,1000,28,39,18,24,23,14,21,18
총범죄,강력범죄,강제추행,도시이외,0,0,637,718,764,743,809,837,807,800,781,848
총범죄,강력범죄,기타 강간·강제추행등,서울,0,0,253,181,94,72,60,59,52,58,39,35
총범죄,강력범죄,기타 강간·강제추행등,부산,0,0,126,80,37,30,23,13,15,10,19,14
총범죄,강력범죄,기타 강간·강제추행등,대구,0,0,77,70,20,14,8,19,11,11,11,9
총범죄,강력범죄,기타 강간·강제추행등,인천,0,0,87,58,31,27,13,19,14,14,12,16
총범죄,강력범죄,기타 강간·강제추행등,광주,0,0,46,22,22,15,10,18,6,12,4,8
총범죄,강력범죄,기타 강간·강제추행등,대전,0,0,49,29,12,15,9,9,16,8,9,2
총범죄,강력범죄,기타 강간·강제추행등,울산,0,0,45,14,9,9,9,8,15,4,5,10
총범죄,강력범죄,기타 강간·강제추행등,세종,0,0,0,0,0,0,2,2,1,2,1,1
총범죄,강력범죄,기타 강간·강제추행등,고양시,0,0,21,5,7,4,1,5,4,3,3,4
총범죄,강력범죄,기타 강간·강제추행등,과천시,0,0,0,0,0,0,0,1,0,0,0,0
총범죄,강력범죄,기타 강간·강제추행등,광명시,0,0,7,5,2,2,2,0,3,0,0,2
총범죄,강력범죄,기타 강간·강제추행등,광주시,0,0,0,0,2,5,4,2,2,1,2,0
총범죄,강력범죄,기타 강간·강제추행등,구리시,0,0,3,3,3,2,0,1,2,1,3,0
총범죄,강력범죄,기타 강간·강제추행등,군포시,0,0,7,6,0,2,0,0,2,0,1,0
총범죄,강력범죄,기타 강간·강제추행등,김포시,0,0,0,0,2,3,1,1,1,0,1,1
총범죄,강력범죄,기타 강간·강제추행등,남양주시,0,0,9,1,9,2,1,0,5,2,3,0
총범죄,강력범죄,기타 강간·강제추행등,동두천시,0,0,0,0,0,3,1,2,1,0,0,0
총범죄,강력범죄,기타 강간·강제추행등,부천시,0,0,27,18,7,10,3,5,2,3,2,1
총범죄,강력범죄,기타 강간·강제추행등,성남시,0,0,22,14,14,6,11,4,7,1,2,6
총범죄,강력범죄,기타 강간·강제추행등,수원시,0,0,31,12,23,14,7,11,4,9,6,10
총범죄,강력범죄,기타 강간·강제추행등,시흥시,0,0,7,13,6,1,3,2,7,3,3,3
총범죄,강력범죄,기타 강간·강제추행등,안산시,0,0,32,10,6,3,6,6,4,0,1,3
총범죄,강력범죄,기타 강간·강제추행등,안성시,0,0,0,0,3,1,4,1,0,2,0,2
총범죄,강력범죄,기타 강간·강제추행등,안양시,0,0,10,10,4,3,2,3,2,1,1,4
총범죄,강력범죄,기타 강간·강제추행등,양주시,0,0,0,0,3,2,1,2,1,0,1,1
총범죄,강력범죄,기타 강간·강제추행등,여주시,0,0,0,0,2,0,3,1,1,0,0,1
총범죄,강력범죄,기타 강간·강제추행등,오산시,0,0,0,0,2,1,4,1,1,1,0,2
총범죄,강력범죄,기타 강간·강제추행등,용인시,0,0,13,19,7,3,3,3,2,1,6,2
총범죄,강력범죄,기타 강간·강제추행등,의왕시,0,0,0,0,0,1,0,1,1,1,0,1
총범죄,강력범죄,기타 강간·강제추행등,의정부시,0,0,18,4,6,3,3,4,6,3,1,0
총범죄,강력범죄,기타 강간·강제추행등,이천시,0,0,7,8,4,1,3,4,0,1,0,0
총범죄,강력범죄,기타 강간·강제추행등,파주시,0,0,12,1,2,1,3,3,2,0,0,2
총범죄,강력범죄,기타 강간·강제추행등,평택시,0,0,10,7,4,8,3,2,3,2,2,3
총범죄,강력범죄,기타 강간·강제추행등,포천시,0,0,0,0,3,2,0,1,2,0,0,1
총범죄,강력범죄,기타 강간·강제추행등,하남시,0,0,0,0,0,0,0,0,0,0,0,1
총범죄,강력범죄,기타 강간·강제추행등,화성시,0,0,0,0,2,2,2,0,1,0,6,1
총범죄,강력범죄,기타 강간·강제추행등,강릉시,0,0,15,8,1,1,2,1,0,0,0,1
총범죄,강력범죄,기타 강간·강제추행등,동해시,0,0,0,0,1,3,0,0,0,0,0,0
총범죄,강력범죄,기타 강간·강제추행등,삼척시,0,0,0,0,3,0,0,2,0,1,0,0
총범죄,강력범죄,기타 강간·강제추행등,속초시,0,0,0,0,2,0,0,0,0,1,1,1
총범죄,강력범죄,기타 강간·강제추행등,원주시,0,0,6,6,7,2,4,3,0,2,4,3
총범죄,강력범죄,기타 강간·강제추행등,춘천시,0,0,11,3,7,0,2,1,2,3,1,1
총범죄,강력범죄,기타 강간·강제추행등,태백시,0,0,0,0,2,0,0,0,0,0,0,2
총범죄,강력범죄,기타 강간·강제추행등,제천시,0,0,1,4,3,1,1,1,1,1,1,1
총범죄,강력범죄,기타 강간·강제추행등,청주시,0,0,23,8,12,3,3,4,7,5,2,4
총범죄,강력범죄,기타 강간·강제추행등,충주시,0,0,4,6,0,3,4,3,3,2,0,3
총범죄,강력범죄,기타 강간·강제추행등,계룡시,0,0,0,0,0,1,0,0,1,2,0,0
총범죄,강력범죄,기타 강간·강제추행등,공주시,0,0,0,0,1,3,0,1,1,1,1,0
총범죄,강력범죄,기타 강간·강제추행등,논산시,0,0,3,5,0,0,2,0,0,1,1,2
총범죄,강력범죄,기타 강간·강제추행등,당진시,0,0,0,0,1,0,1,1,2,0,0,0
총범죄,강력범죄,기타 강간·강제추행등,보령시,0,0,0,0,1,0,0,1,1,1,0,0
총범죄,강력범죄,기타 강간·강제추행등,서산시,0,0,4,7,2,1,0,5,4,2,2,1
총범죄,강력범죄,기타 강간·강제추행등,아산시,0,0,6,5,2,4,0,0,4,1,0,1
총범죄,강력범죄,기타 강간·강제추행등,천안시,0,0,29,13,10,5,6,5,4,2,3,3
총범죄,강력범죄,기타 강간·강제추행등,군산시,0,0,7,7,4,4,1,1,1,1,1,0
총범죄,강력범죄,기타 강간·강제추행등,김제시,0,0,0,0,3,2,0,2,1,0,2,0
총범죄,강력범죄,기타 강간·강제추행등,남원시,0,0,0,0,0,0,0,1,1,0,1,2
총범죄,강력범죄,기타 강간·강제추행등,익산시,0,0,10,9,2,3,0,2,1,0,1,1
총범죄,강력범죄,기타 강간·강제추행등,전주시,0,0,46,18,6,6,1,2,4,4,7,1
총범죄,강력범죄,기타 강간·강제추행등,정읍시,0,0,9,9,1,1,0,3,2,1,0,0
총범죄,강력범죄,기타 강간·강제추행등,광양시,0,0,0,0,2,1,3,3,2,1,1,0
총범죄,강력범죄,기타 강간·강제추행등,나주시,0,0,0,0,1,0,1,0,1,0,1,0
총범죄,강력범죄,기타 강간·강제추행등,목포시,0,0,14,8,3,5,2,6,2,2,3,1
총범죄,강력범죄,기타 강간·강제추행등,순천시,0,0,8,2,3,3,1,6,3,0,0,1
총범죄,강력범죄,기타 강간·강제추행등,여수시,0,0,14,4,1,0,3,3,2,2,0,3
총범죄,강력범죄,기타 강간·강제추행등,경산시,0,0,14,6,1,0,1,3,0,0,3,1
총범죄,강력범죄,기타 강간·강제추행등,경주시,0,0,14,8,3,1,2,5,3,0,0,2
총범죄,강력범죄,기타 강간·강제추행등,구미시,0,0,30,5,4,1,3,4,3,2,1,1
총범죄,강력범죄,기타 강간·강제추행등,김천시,0,0,2,1,2,1,1,0,0,1,1,0
총범죄,강력범죄,기타 강간·강제추행등,문경시,0,0,0,0,1,0,0,2,3,1,0,0
총범죄,강력범죄,기타 강간·강제추행등,상주시,0,0,0,0,1,1,0,3,0,1,0,0
총범죄,강력범죄,기타 강간·강제추행등,안동시,0,0,6,3,4,0,0,3,3,1,0,0
총범죄,강력범죄,기타 강간·강제추행등,영주시,0,0,0,0,4,0,1,0,0,0,1,0
총범죄,강력범죄,기타 강간·강제추행등,영천시,0,0,0,0,0,0,1,1,2,0,1,0
총범죄,강력범죄,기타 강간·강제추행등,포항시,0,0,7,10,8,3,3,3,7,2,3,5
총범죄,강력범죄,기타 강간·강제추행등,거제시,0,0,9,4,1,2,2,5,2,2,3,0
총범죄,강력범죄,기타 강간·강제추행등,김해시,0,0,31,4,7,4,4,4,4,1,2,1
총범죄,강력범죄,기타 강간·강제추행등,마산시,0,0,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,기타 강간·강제추행등,밀양시,0,0,0,0,1,0,0,1,0,0,5,1
총범죄,강력범죄,기타 강간·강제추행등,사천시,0,0,0,0,2,4,2,0,1,1,0,1
총범죄,강력범죄,기타 강간·강제추행등,양산시,0,0,8,4,1,1,0,3,2,2,1,0
총범죄,강력범죄,기타 강간·강제추행등,진주시,0,0,12,9,4,3,2,0,3,1,3,1
총범죄,강력범죄,기타 강간·강제추행등,창원시,0,0,45,11,13,7,4,6,6,2,5,5
총범죄,강력범죄,기타 강간·강제추행등,통영시,0,0,0,0,3,3,2,1,4,2,0,2
총범죄,강력범죄,기타 강간·강제추행등,서귀포시,0,0,0,0,1,1,0,3,3,3,0,0
총범죄,강력범죄,기타 강간·강제추행등,제주시,0,0,57,33,11,7,3,4,6,2,2,3
총범죄,강력범죄,기타 강간·강제추행등,기타도시,0,0,134,88,2,3,0,1,2,1,1,1
총범죄,강력범죄,기타 강간·강제추행등,도시이외,0,0,149,93,55,47,31,34,25,22,29,23
총범죄,강력범죄,방화,서울,427,370,317,314,315,286,225,293,252,222,186,217
총범죄,강력범죄,방화,부산,119,125,113,109,117,98,90,108,100,87,54,89
총범죄,강력범죄,방화,대구,84,87,77,81,86,68,71,69,62,52,54,50
총범죄,강력범죄,방화,인천,126,110,99,112,94,84,81,77,73,66,57,70
총범죄,강력범죄,방화,광주,53,68,46,44,48,38,35,27,42,16,22,35
총범죄,강력범죄,방화,대전,67,58,66,42,41,44,37,46,48,38,39,40
총범죄,강력범죄,방화,울산,27,38,38,36,36,38,33,31,19,31,27,28
총범죄,강력범죄,방화,세종,0,0,0,0,5,2,3,4,2,2,2,8
총범죄,강력범죄,방화,고양시,38,23,28,28,40,22,27,24,26,24,9,19
총범죄,강력범죄,방화,과천시,0,0,0,0,1,2,0,1,1,1,0,0
총범죄,강력범죄,방화,광명시,6,7,6,4,6,8,5,6,5,4,3,2
총범죄,강력범죄,방화,광주시,0,0,0,0,6,4,10,9,7,6,10,5
총범죄,강력범죄,방화,구리시,14,10,4,12,9,11,4,0,8,2,0,3
총범죄,강력범죄,방화,군포시,6,9,9,6,7,4,6,3,4,4,5,6
총범죄,강력범죄,방화,김포시,0,0,0,0,13,6,2,7,4,10,6,7
총범죄,강력범죄,방화,남양주시,16,18,9,8,26,18,19,21,15,17,12,11
총범죄,강력범죄,방화,동두천시,0,0,0,0,1,6,3,8,3,3,1,3
총범죄,강력범죄,방화,부천시,40,46,25,27,38,24,26,26,16,22,6,26
총범죄,강력범죄,방화,성남시,51,36,37,21,29,21,16,17,17,26,22,11
총범죄,강력범죄,방화,수원시,39,35,40,33,40,29,30,35,23,21,28,27
총범죄,강력범죄,방화,시흥시,19,29,10,16,25,15,9,14,11,12,12,11
총범죄,강력범죄,방화,안산시,37,38,28,36,30,32,24,21,22,12,17,26
총범죄,강력범죄,방화,안성시,0,0,0,0,4,4,5,5,6,2,6,5
총범죄,강력범죄,방화,안양시,17,18,14,10,12,9,10,12,12,12,9,12
총범죄,강력범죄,방화,양주시,0,0,0,0,8,5,3,10,4,9,6,4
총범죄,강력범죄,방화,여주시,0,0,0,0,2,3,3,5,2,8,3,5
총범죄,강력범죄,방화,오산시,0,0,0,0,4,6,3,5,8,2,2,4
총범죄,강력범죄,방화,용인시,17,22,22,11,15,12,16,23,11,9,12,17
총범죄,강력범죄,방화,의왕시,0,0,0,0,5,0,1,1,2,0,0,1
총범죄,강력범죄,방화,의정부시,19,17,14,24,22,17,23,19,17,9,13,6
총범죄,강력범죄,방화,이천시,5,12,6,5,10,2,2,8,6,9,4,3
총범죄,강력범죄,방화,파주시,8,12,13,12,9,9,11,11,9,10,19,8
총범죄,강력범죄,방화,평택시,18,15,20,21,19,20,18,25,25,21,18,22
총범죄,강력범죄,방화,포천시,0,0,0,0,17,16,5,12,5,9,1,7
총범죄,강력범죄,방화,하남시,0,0,0,0,4,3,2,4,3,3,2,5
총범죄,강력범죄,방화,화성시,0,0,0,0,14,17,16,14,18,9,15,16
총범죄,강력범죄,방화,강릉시,5,11,10,11,5,8,11,7,11,3,3,3
총범죄,강력범죄,방화,동해시,0,0,0,0,4,1,3,1,1,2,2,1
총범죄,강력범죄,방화,삼척시,0,0,0,0,6,3,1,3,1,1,0,2
총범죄,강력범죄,방화,속초시,0,0,0,0,3,2,2,2,1,4,1,1
총범죄,강력범죄,방화,원주시,16,9,13,12,6,15,13,10,5,9,8,7
총범죄,강력범죄,방화,춘천시,12,8,8,8,3,9,10,7,8,6,3,9
총범죄,강력범죄,방화,태백시,0,0,0,0,0,1,2,1,1,1,3,2
총범죄,강력범죄,방화,제천시,8,7,4,3,3,7,9,7,9,4,3,3
총범죄,강력범죄,방화,청주시,36,24,13,64,23,23,25,29,22,21,18,22
총범죄,강력범죄,방화,충주시,10,14,9,10,4,9,5,4,10,6,2,4
총범죄,강력범죄,방화,계룡시,0,0,0,0,0,2,2,0,0,0,2,1
총범죄,강력범죄,방화,공주시,0,0,0,0,3,5,2,6,5,1,2,7
총범죄,강력범죄,방화,논산시,9,7,5,8,8,6,7,10,8,2,5,2
총범죄,강력범죄,방화,당진시,0,0,0,0,4,1,15,8,8,9,6,6
총범죄,강력범죄,방화,보령시,0,0,0,0,4,3,2,5,3,1,3,2
총범죄,강력범죄,방화,서산시,4,8,9,10,5,8,6,6,8,3,7,6
총범죄,강력범죄,방화,아산시,8,10,9,11,4,16,12,11,9,4,5,5
총범죄,강력범죄,방화,천안시,36,24,43,33,22,30,26,26,18,22,14,8
총범죄,강력범죄,방화,군산시,13,9,12,15,9,7,11,14,12,11,7,9
총범죄,강력범죄,방화,김제시,0,0,0,0,5,1,2,3,4,3,3,3
총범죄,강력범죄,방화,남원시,0,0,0,0,3,2,3,1,2,1,3,0
총범죄,강력범죄,방화,익산시,16,7,8,8,10,13,12,10,7,7,3,5
총범죄,강력범죄,방화,전주시,26,14,20,18,11,12,11,13,11,16,10,20
총범죄,강력범죄,방화,정읍시,5,1,5,1,6,2,6,2,5,2,3,2
총범죄,강력범죄,방화,광양시,0,0,0,0,3,4,0,2,4,7,2,2
총범죄,강력범죄,방화,나주시,0,0,0,0,0,2,4,2,4,2,2,0
총범죄,강력범죄,방화,목포시,12,9,9,7,8,15,18,6,13,14,8,7
총범죄,강력범죄,방화,순천시,14,17,8,9,7,7,11,8,5,7,5,6
총범죄,강력범죄,방화,여수시,5,9,19,15,13,8,10,8,8,3,3,8
총범죄,강력범죄,방화,경산시,10,15,26,9,5,3,4,10,7,6,5,4
총범죄,강력범죄,방화,경주시,18,25,21,13,6,13,9,7,8,13,4,5
총범죄,강력범죄,방화,구미시,18,20,11,10,10,9,16,7,14,16,5,11
총범죄,강력범죄,방화,김천시,10,4,4,12,4,5,7,7,4,5,3,6
총범죄,강력범죄,방화,문경시,0,0,0,0,2,2,4,5,4,0,0,1
총범죄,강력범죄,방화,상주시,0,0,0,0,2,3,3,1,3,2,1,4
총범죄,강력범죄,방화,안동시,19,8,6,7,8,5,3,1,7,4,2,10
총범죄,강력범죄,방화,영주시,0,0,0,0,6,2,1,1,3,8,0,1
총범죄,강력범죄,방화,영천시,0,0,0,0,3,6,7,2,2,3,2,4
총범죄,강력범죄,방화,포항시,10,10,21,9,16,10,6,6,11,6,9,14
총범죄,강력범죄,방화,거제시,18,13,6,4,12,10,3,8,2,3,3,2
총범죄,강력범죄,방화,김해시,27,24,14,13,9,17,15,16,7,8,10,13
총범죄,강력범죄,방화,마산시,33,1,0,0,0,0,0,0,0,0,0,0
총범죄,강력범죄,방화,밀양시,0,0,0,0,2,5,3,6,4,3,4,5
총범죄,강력범죄,방화,사천시,0,0,0,0,7,2,3,4,1,2,3,5
총범죄,강력범죄,방화,양산시,8,12,4,10,9,5,10,9,9,15,9,4
총범죄,강력범죄,방화,진주시,9,10,12,11,12,6,20,7,5,10,5,10
총범죄,강력범죄,방화,창원시,16,16,39,28,33,29,14,24,19,22,25,24
총범죄,강력범죄,방화,통영시,0,0,0,0,0,0,1,214,3,3,5,5
총범죄,강력범죄,방화,서귀포시,0,0,0,0,12,11,3,8,10,8,5,9
총범죄,강력범죄,방화,제주시,35,35,46,42,23,15,12,13,20,17,11,20
총범죄,강력범죄,방화,기타도시,124,174,163,155,4,4,0,0,0,0,0,0
총범죄,강력범죄,방화,도시이외,160,142,125,145,148,135,113,122,128,112,117,114
총범죄,절도범죄,소계,서울,54310,61332,61600,59371,55280,46861,41144,39182,42224,38296,33529,37594
총범죄,절도범죄,소계,부산,24697,25494,23887,21898,20136,16777,15807,14373,14497,14189,12667,13699
총범죄,절도범죄,소계,대구,14852,16554,17481,14609,12759,9171,8310,8169,9249,8675,9306,9792
총범죄,절도범죄,소계,인천,10146,10394,10989,9737,10679,10025,9216,9473,10134,8991,8175,8895
총범죄,절도범죄,소계,광주,13373,12678,12419,10361,8438,6050,4821,4832,4922,4939,4884,5204
총범죄,절도범죄,소계,대전,12764,12568,11717,11453,9495,6981,6216,5540,5855,5259,5044,6034
총범죄,절도범죄,소계,울산,6764,6118,6643,5777,5449,4227,3578,3349,3215,3116,3155,3283
총범죄,절도범죄,소계,세종,0,0,0,0,638,638,582,588,849,876,1043,1110
총범죄,절도범죄,소계,고양시,3654,3931,3890,3690,3287,2606,2488,2262,2399,2174,2090,2484
총범죄,절도범죄,소계,과천시,0,0,0,0,170,159,202,175,190,127,120,212
총범죄,절도범죄,소계,광명시,1223,1471,1569,1666,1234,1221,1053,1027,1061,1093,938,932
총범죄,절도범죄,소계,광주시,0,0,0,0,1072,881,849,812,764,808,945,978
총범죄,절도범죄,소계,구리시,1222,1298,1239,1023,1042,936,800,833,831,618,482,478
총범죄,절도범죄,소계,군포시,1088,1232,1219,1287,944,837,763,658,654,713,663,753
총범죄,절도범죄,소계,김포시,0,0,0,0,1082,1004,916,1010,977,1186,1392,1461
총범죄,절도범죄,소계,남양주시,1936,1847,1727,1784,1888,1470,1359,1274,1504,1353,1288,1420
총범죄,절도범죄,소계,동두천시,0,0,0,0,410,342,350,329,352,266,251,345
총범죄,절도범죄,소계,부천시,5783,6714,6881,5682,5048,4471,4075,3715,3706,3550,3030,3423
총범죄,절도범죄,소계,성남시,4882,5300,5028,4551,3941,3963,3131,3126,3250,3021,2697,3050
총범죄,절도범죄,소계,수원시,6373,6854,6642,6774,6487,5610,5494,5381,5180,4868,4201,4704
총범죄,절도범죄,소계,시흥시,1900,1610,1906,1874,1791,1500,1293,1714,1769,1778,1854,1861
총범죄,절도범죄,소계,안산시,3733,4598,4187,4225,4154,3285,2904,3025,2971,3007,2638,2862
총범죄,절도범죄,소계,안성시,0,0,0,0,844,791,618,620,651,789,709,629
총범죄,절도범죄,소계,안양시,2594,2556,2464,2179,2142,2003,1809,1662,1745,1822,1461,1593
총범죄,절도범죄,소계,양주시,0,0,0,0,719,445,509,475,465,503,515,423
총범죄,절도범죄,소계,여주시,0,0,0,0,417,450,408,414,420,395,318,308
총범죄,절도범죄,소계,오산시,0,0,0,0,1164,1017,830,870,927,890,903,875
총범죄,절도범죄,소계,용인시,2992,3022,2869,2916,2791,2468,2317,2201,2345,2587,2242,2724
총범죄,절도범죄,소계,의왕시,0,0,0,0,307,232,207,216,277,238,172,219
총범죄,절도범죄,소계,의정부시,2320,2216,2353,2600,2304,1753,1603,1723,1604,1507,1183,1234
총범죄,절도범죄,소계,이천시,873,769,838,734,655,632,622,781,829,775,600,739
총범죄,절도범죄,소계,파주시,1283,1294,1332,1270,1136,1291,1028,1112,939,987,1093,1207
총범죄,절도범죄,소계,평택시,2486,2918,2901,2820,2160,1813,2069,2060,2185,2058,1987,2344
총범죄,절도범죄,소계,포천시,0,0,0,0,580,546,505,563,523,414,333,418
총범죄,절도범죄,소계,하남시,0,0,0,0,575,528,507,546,737,823,721,786
총범죄,절도범죄,소계,화성시,0,0,0,0,2178,1866,2087,1935,2151,1898,2040,2512
총범죄,절도범죄,소계,강릉시,1028,1379,1130,1074,832,786,674,658,726,640,732,632
총범죄,절도범죄,소계,동해시,0,0,0,0,288,179,206,168,171,185,226,222
총범죄,절도범죄,소계,삼척시,0,0,0,0,188,226,226,224,127,140,178,222
총범죄,절도범죄,소계,속초시,0,0,0,0,344,310,308,228,287,281,267,239
총범죄,절도범죄,소계,원주시,2615,2281,2033,1786,1785,1310,1407,1065,1302,1150,1057,1250
총범죄,절도범죄,소계,춘천시,1407,1357,1375,1109,1132,1117,1067,878,879,945,841,857
총범죄,절도범죄,소계,태백시,0,0,0,0,130,119,111,77,90,75,83,90
총범죄,절도범죄,소계,제천시,623,524,628,583,524,463,479,308,386,373,388,383
총범죄,절도범죄,소계,청주시,5887,4980,4737,4805,4691,3711,3205,3333,3429,3211,2973,3435
총범죄,절도범죄,소계,충주시,1237,1216,1319,1092,925,785,781,769,833,790,636,758
총범죄,절도범죄,소계,계룡시,0,0,0,0,53,54,42,60,72,59,65,75
총범죄,절도범죄,소계,공주시,0,0,0,0,423,439,533,371,372,277,278,332
총범죄,절도범죄,소계,논산시,786,817,863,692,634,526,448,460,437,425,421,383
총범죄,절도범죄,소계,당진시,0,0,0,0,1325,615,555,573,544,526,506,409
총범죄,절도범죄,소계,보령시,0,0,0,0,681,462,315,278,338,325,272,253
총범죄,절도범죄,소계,서산시,588,668,789,802,769,674,664,595,467,590,541,520
총범죄,절도범죄,소계,아산시,1451,1877,1888,1430,1487,1256,1424,1164,1298,1201,1132,1263
