죄종별(1),죄종별(2),죄종별(3),시간별,1994 년,1995 년,1996 년,1997 년,1998 년,1999 년,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년
특별법범,저작권법,소계,미상,2968,3538,3793,3982,3969,4861,4064,3975,4781,4821,,,,,,,
특별법범,저작권법,소계,밤(20:00~24:00),602,795,1043,954,931,1104,901,1072,1102,1371,2124,1833,1803,2263,3568,2477,2060
특별법범,저작권법,소계,새벽(04:00~07:00),7,20,6,5,7,6,7,7,2,5,5,11,19,105,659,334,141
특별법범,저작권법,소계,심야(00:00~04:00),58,109,60,77,101,253,145,66,141,133,7354,8051,10063,15132,56723,47011,12980
특별법범,저작권법,소계,오전(07:00~12:00),302,600,670,654,820,874,1046,806,774,742,390,567,714,1330,7080,4822,1903
특별법범,저작권법,소계,오후(12:00~18:00),311,474,401,403,502,430,493,247,432,519,176,310,413,1333,9553,3994,1366
특별법범,저작권법,소계,초저녁(18:00~20:00),334,401,284,258,225,272,258,277,474,442,91,93,102,170,943,473,283
특별법범,전기통신기본법,소계,밤(20:00~24:00),,,,,,,,,,,2,3,,,2,3,15
특별법범,전기통신기본법,소계,새벽(04:00~07:00),,,,,,,,,,,1,,,,-,-,1
특별법범,전기통신기본법,소계,심야(00:00~04:00),,,,,,,,,,,4,8,3,2,10,8,50
특별법범,전기통신기본법,소계,오전(07:00~12:00),,,,,,,,,,,2,3,,,2,1,5
특별법범,전기통신기본법,소계,오후(12:00~18:00),,,,,,,,,,,5,2,2,2,3,3,22
특별법범,전기통신기본법,소계,초저녁(18:00~20:00),,,,,,,,,,,4,,,,1,-,4
특별법범,전기통신사업법,소계,밤(20:00~24:00),,,,,,,,,,,40,13,1,,3,1,5
특별법범,전기통신사업법,소계,새벽(04:00~07:00),,,,,,,,,,,1,,,1,3,-,-
특별법범,전기통신사업법,소계,심야(00:00~04:00),,,,,,,,,,,56,59,34,134,19,29,19
특별법범,전기통신사업법,소계,오전(07:00~12:00),,,,,,,,,,,8,17,5,4,4,2,5
특별법범,전기통신사업법,소계,오후(12:00~18:00),,,,,,,,,,,48,30,7,4,5,3,11
특별법범,전기통신사업법,소계,초저녁(18:00~20:00),,,,,,,,,,,10,1,2,4,-,1,2
특별법범,전당포영업법,소계,미상,1,4,2,2,1,,,,,,,,,,,,
특별법범,전당포영업법,소계,밤(20:00~24:00),,,,1,,,,,,,,,,,,,
특별법범,전당포영업법,소계,심야(00:00~04:00),,,1,,,,,,,,,,,,,,
특별법범,전당포영업법,소계,오전(07:00~12:00),,,1,1,1,,,,,,,,,,,,
특별법범,전당포영업법,소계,오후(12:00~18:00),2,1,1,2,1,1,,,,,,,,,,,
특별법범,전당포영업법,소계,초저녁(18:00~20:00),,,,,,1,,,,,,,,,,,
특별법범,전염병예방법,소계,밤(20:00~24:00),,,,,,,,,,,55,32,15,3,17,16,51
특별법범,전염병예방법,소계,새벽(04:00~07:00),,,,,,,,,,,,,5,4,3,1,6
특별법범,전염병예방법,소계,심야(00:00~04:00),,,,,,,,,,,126,56,28,35,39,35,61
특별법범,전염병예방법,소계,오전(07:00~12:00),,,,,,,,,,,25,3,1,1,3,2,1
특별법범,전염병예방법,소계,오후(12:00~18:00),,,,,,,,,,,105,19,6,1,2,1,4
특별법범,전염병예방법,소계,초저녁(18:00~20:00),,,,,,,,,,,49,,1,2,3,2,1
특별법범,전투경찰대설치법,소계,미상,87,46,59,62,76,59,49,63,47,42,,,,,,,
특별법범,전투경찰대설치법,소계,밤(20:00~24:00),10,8,13,4,4,4,5,7,2,6,11,8,7,2,7,1,-
특별법범,전투경찰대설치법,소계,새벽(04:00~07:00),4,4,2,5,4,7,5,4,7,4,6,1,1,3,-,3,-
특별법범,전투경찰대설치법,소계,심야(00:00~04:00),8,2,2,8,9,4,7,3,3,6,82,49,35,35,30,17,13
