대분류,중분류,소분류,범행동기별,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,컴퓨터프로그램보호법,소계,보복,,,,,,,,,1,,1,,,,,,
특별법범,컴퓨터프로그램보호법,소계,가정불화,,,,,,,,1,,,1,,,,,,
특별법범,컴퓨터프로그램보호법,소계,호기심,,,,20,,1,18,13,10,9,8,12,18,32,62,107,3
특별법범,컴퓨터프로그램보호법,소계,유혹,,,,,1,,1,1,3,2,,,4,4,20,7,4
특별법범,컴퓨터프로그램보호법,소계,우발적,,,1,2,,9,7,6,5,3,4,9,10,9,56,29,1
특별법범,컴퓨터프로그램보호법,소계,현실불만,,,,,1,1,1,,,,,2,,,,,
특별법범,컴퓨터프로그램보호법,소계,부주의,1,,,47,9,91,94,121,219,32,127,53,101,100,228,267,3
특별법범,컴퓨터프로그램보호법,소계,기타,9,24,10,287,70,874,506,1028,691,264,2052,801,1384,1560,1900,1479,44
특별법범,토양환경보전법,소계,이욕,,,,,,,,,,,,,,,,,1
특별법범,토양환경보전법,소계,부주의,,,,,,,,,,,,2,,1,1,1,
특별법범,토양환경보전법,소계,기타,,,,,,,,,,,7,3,9,2,7,6,4
특별법범,토지수용법,소계,이욕,,,1,,,1,,,1,,,,,,,,
특별법범,토지수용법,소계,우발적,,,,,,,,1,,,,,,,,,
특별법범,토지수용법,소계,부주의,,,,1,,,,,,,,,,,,,
특별법범,토지수용법,소계,기타,1,,12,5,1,3,,4,1,3,,,,,,,
특별법범,통신비밀보호법,소계,이욕,,,,,,,,,,,6,27,15,20,9,10,37
특별법범,통신비밀보호법,소계,사행심,,,,,,,,,,,,3,2,1,1,,
특별법범,통신비밀보호법,소계,보복,,,,,,,,,,,1,,1,1,,,
특별법범,통신비밀보호법,소계,가정불화,,,,,,,,,,,3,1,4,1,2,1,3
특별법범,통신비밀보호법,소계,호기심,,,,,,,,,,,1,5,1,2,1,9,
특별법범,통신비밀보호법,소계,유혹,,,,,,,,,,,1,,1,3,2,3,
특별법범,통신비밀보호법,소계,우발적,,,,,,,,,,,2,4,2,8,5,12,3
특별법범,통신비밀보호법,소계,현실불만,,,,,,,,,,,,,1,,,,
특별법범,통신비밀보호법,소계,부주의,,,,,,,,,,,3,10,2,,3,6,4
특별법범,통신비밀보호법,소계,기타,,,,,,,,,,,43,109,83,65,83,88,53
특별법범,특가법(관세),소계,이욕,17,11,5,,4,,2,1,3,1,4,1,,,8,,
특별법범,특가법(관세),소계,유혹,,2,,,,,,,,,1,,,1,,,
특별법범,특가법(관세),소계,우발적,,,,,1,,,,,,,,,,,,
특별법범,특가법(관세),소계,기타,6,3,1,,15,,4,2,1,,14,2,,12,11,4,
특별법범,특가법(국고손실),소계,이욕,2,,,,2,,,1,,,,6,,,1,1,2
특별법범,특가법(국고손실),소계,유혹,,,,,1,,,,,,,,,,,,
특별법범,특가법(국고손실),소계,기타,,,,1,,,,1,,,1,10,2,1,1,8,
특별법범,특가법(도주차량),소계,이욕,85,130,146,151,244,201,229,215,191,224,3,12,9,12,18,4,1203
특별법범,특가법(도주차량),소계,사행심,2,7,7,6,5,4,1,4,1,1,6,8,12,5,8,19,2
특별법범,특가법(도주차량),소계,보복,,1,2,1,3,2,2,1,1,,21,16,4,9,11,2,5
특별법범,특가법(도주차량),소계,가정불화,1,,,,4,3,,3,1,2,10,6,7,3,3,5,3
특별법범,특가법(도주차량),소계,호기심,18,12,84,155,89,22,22,43,33,18,18,18,21,32,54,42,33
특별법범,특가법(도주차량),소계,유혹,6,12,16,19,25,22,33,33,20,6,3,33,26,11,26,29,24
특별법범,특가법(도주차량),소계,우발적,678,795,921,822,1137,804,790,857,764,661,1081,986,1054,1107,1389,1620,1311
특별법범,특가법(도주차량),소계,현실불만,9,6,18,17,16,17,20,18,15,16,3,1,7,4,8,5,4
특별법범,특가법(도주차량),소계,부주의,5687,7369,11296,11412,12610,11797,12219,10201,9286,10518,8403,6942,7029,6828,6462,6913,6360
특별법범,특가법(도주차량),소계,기타,1840,1891,2296,2409,2918,3203,3887,3615,3440,4147,7495,7202,7914,7362,6122,5896,5307
특별법범,특가법(마약),소계,이욕,2,,3,,,,,,1,,,,,,1,,
특별법범,특가법(마약),소계,유혹,,,1,,,,,,2,,,,,,,,
특별법범,특가법(마약),소계,우발적,,,,,,,,,,,,,1,,,,
특별법범,특가법(마약),소계,부주의,,,,,,,,,,1,,,,,,,
특별법범,특가법(마약),소계,기타,3,2,,,1,,,1,1,,,,,,1,2,
특별법범,특가법(범죄단체조직),소계,이욕,4,4,5,9,9,33,21,14,18,,4,10,3,1,,17,
특별법범,특가법(범죄단체조직),소계,사행심,,,,,,,,,,,,1,,,,,
특별법범,특가법(범죄단체조직),소계,유혹,,,,,,,,,,,,,,1,,,
특별법범,특가법(범죄단체조직),소계,우발적,,,,,,,6,,,,,,,,,,
특별법범,특가법(범죄단체조직),소계,부주의,,,,3,,,,2,,,,,,,,,
특별법범,특가법(범죄단체조직),소계,기타,3,,,2,1,24,,2,2,11,12,2,11,20,,,
특별법범,특가법(보복범죄등),소계,이욕,,1,1,2,4,9,3,8,11,4,,,,,3,1,17
특별법범,특가법(보복범죄등),소계,사행심,1,1,,,,3,,,,,,,,,,,32
특별법범,특가법(보복범죄등),소계,보복,16,17,29,21,46,48,55,62,47,34,45,38,41,56,32,40,1
특별법범,특가법(보복범죄등),소계,가정불화,,,1,,2,1,1,,,2,1,,1,,3,,1
특별법범,특가법(보복범죄등),소계,호기심,,,,,1,,1,,,,,,,,,,1
특별법범,특가법(보복범죄등),소계,유혹,,,1,,,,3,,,,,,,,,2,
특별법범,특가법(보복범죄등),소계,우발적,2,2,1,3,4,5,11,9,11,14,7,14,19,21,34,43,26
특별법범,특가법(보복범죄등),소계,현실불만,2,,1,,1,2,2,1,,,1,,2,3,5,7,8
특별법범,특가법(보복범죄등),소계,부주의,,,,,,2,,,,,,,,,,1,
특별법범,특가법(보복범죄등),소계,기타,3,4,6,4,14,9,13,33,15,23,28,51,15,21,30,42,46
특별법범,특가법(산림),소계,이욕,7,1,2,4,1,3,6,16,5,10,12,7,,6,16,26,3
특별법범,특가법(산림),소계,사행심,,,,,,,,,,,,,,,3,10,
특별법범,특가법(산림),소계,보복,,,,,,,,,,,,2,,,,,1
특별법범,특가법(산림),소계,유혹,,,,,,,,,,,1,,,1,,,1
특별법범,특가법(산림),소계,우발적,,,,,1,3,,,,4,,4,,,,1,
특별법범,특가법(산림),소계,현실불만,,,,,,,,,,,,1,2,,,2,
특별법범,특가법(산림),소계,부주의,,5,,,,,,1,,,,,1,4,2,2,4
특별법범,특가법(산림),소계,기타,2,5,,1,2,2,3,2,9,6,21,30,9,31,23,29,12
특별법범,특가법(외국인을 위한 재산취득),소계,유혹,,1,,,,,,,,,,,,,,,
특별법범,특가법(외국인을 위한 재산취득),소계,우발적,,,,,,,,,,,,,,,,2,
특별법범,특가법(외국인을 위한 재산취득),소계,기타,,1,,,,,,,,,,,,,,,
특별법범,특가법(위험운전치사상),소계,이욕,,,,,,,,,,,,,,,23,26,949
특별법범,특가법(위험운전치사상),소계,사행심,,,,,,,,,,,,,,,6,13,6
특별법범,특가법(위험운전치사상),소계,보복,,,,,,,,,,,,,,,14,13,1
특별법범,특가법(위험운전치사상),소계,가정불화,,,,,,,,,,,,,,,7,2,4
특별법범,특가법(위험운전치사상),소계,호기심,,,,,,,,,,,,,,,6,8,6
특별법범,특가법(위험운전치사상),소계,유혹,,,,,,,,,,,,,,,26,54,44
특별법범,특가법(위험운전치사상),소계,우발적,,,,,,,,,,,,,,,717,859,935
특별법범,특가법(위험운전치사상),소계,현실불만,,,,,,,,,,,,,,,11,6,5
특별법범,특가법(위험운전치사상),소계,부주의,,,,,,,,,,,,,,,4186,4737,4733
특별법범,특가법(위험운전치사상),소계,기타,,,,,,,,,,,,,,,2605,2960,2322
특별법범,특가법(조세),소계,이욕,,2,,3,,10,4,11,6,10,1,,,2,10,18,83
특별법범,특가법(조세),소계,사행심,,1,,,,,,,1,1,,,,,3,2,
특별법범,특가법(조세),소계,유혹,,,,,,1,,,,,,,,,,6,1
특별법범,특가법(조세),소계,우발적,,,,,,,,3,,,,,1,1,1,,
특별법범,특가법(조세),소계,부주의,,,,,,,2,1,,,,,,2,2,8,12
특별법범,특가법(조세),소계,기타,,1,,3,,14,13,12,6,17,24,68,75,79,129,280,465
특별법범,특가법(향정),소계,이욕,,,,,,,,,,,,,,,,,3
특별법범,특가법(향정),소계,현실불만,,,,,,,,,,,,,1,,,,
특별법범,특가법(향정),소계,기타,,,,,,,,,,,,,,,7,1,
특별법범,특경법(무인가단기금융업),소계,이욕,4,,1,,,,,,,,,,,,,,
특별법범,특경법(무인가단기금융업),소계,유혹,,,,,1,,,,,,,,,,,,
특별법범,특경법(무인가단기금융업),소계,기타,2,,,,,,1,,2,,,,,,,,
특별법범,특경법(보고의무),소계,이욕,1,1,,,,,,,,,,,1,,,,
특별법범,특경법(보고의무),소계,부주의,,,,,,,3,,,,,,,,,,
특별법범,특경법(보고의무),소계,기타,,1,,,,2,,,,,,,,2,1,,
특별법범,특경법(사금융알선등),소계,이욕,,,,,,6,2,,4,2,1,1,2,2,1,1,3
특별법범,특경법(사금융알선등),소계,사행심,2,,,,,,,,,,,1,,,,,
특별법범,특경법(사금융알선등),소계,우발적,,,,,,,,,,,,,,,,1,
특별법범,특경법(사금융알선등),소계,부주의,,,,,,,,,,,,,2,1,1,,1
특별법범,특경법(사금융알선등),소계,기타,1,,,,1,,1,1,5,2,17,16,6,11,13,11,6
특별법범,특경법(재산국외도피),소계,이욕,4,,2,2,,,,2,,,,,,,,,4
특별법범,특경법(재산국외도피),소계,유혹,,2,,,,,,,,,,,,,,,
특별법범,특경법(재산국외도피),소계,기타,,2,3,,3,2,1,1,1,1,2,4,1,,6,5,15
특별법범,특경법(저축관련부당행위),소계,이욕,,,,,,,,,,,1,,,,,,
특별법범,특경법(저축관련부당행위),소계,사행심,9,,,,,,,,,,,,,,,,
특별법범,특경법(저축관련부당행위),소계,기타,,,,,10,,2,,,,1,1,,,,,
특별법범,특허법,소계,이욕,13,13,14,13,17,27,28,28,40,41,8,13,14,31,12,13,36
특별법범,특허법,소계,사행심,,,,,,,,,1,,2,,,,,,
특별법범,특허법,소계,보복,,,,,,2,,,,,1,,,,,,1
특별법범,특허법,소계,호기심,,,,,1,,,1,,,,,,,,,
특별법범,특허법,소계,우발적,,,1,,2,2,,,1,16,1,1,2,3,5,4,5
특별법범,특허법,소계,현실불만,,,,,,,,,,,,,1,,,1,
특별법범,특허법,소계,부주의,1,1,2,4,6,9,1,5,4,6,8,4,5,23,6,14,4
특별법범,특허법,소계,기타,27,31,38,40,122,97,130,160,141,169,311,376,461,645,593,540,405
특별법범,폐기물관리법,소계,이욕,295,478,543,690,422,358,903,814,372,243,58,57,41,49,54,50,188
특별법범,폐기물관리법,소계,사행심,21,10,34,48,39,10,42,41,14,8,7,12,,4,12,1,
특별법범,폐기물관리법,소계,보복,,,,,,,,,1,,3,6,1,,,,1
특별법범,폐기물관리법,소계,가정불화,,1,,1,,,,,,,3,1,,,,,
특별법범,폐기물관리법,소계,호기심,1,1,45,37,11,3,2,2,2,1,,,,1,,,
특별법범,폐기물관리법,소계,유혹,2,1,,1,4,,2,2,1,3,,,1,1,,9,1
특별법범,폐기물관리법,소계,우발적,44,16,10,29,7,8,82,66,47,14,17,24,7,15,16,20,7
특별법범,폐기물관리법,소계,현실불만,,,1,3,3,,2,,,,,,2,,4,,
특별법범,폐기물관리법,소계,부주의,230,207,283,497,418,314,867,610,363,262,271,182,180,169,164,168,87
특별법범,폐기물관리법,소계,기타,767,1030,1230,1963,1423,1087,2119,1826,1248,1014,1049,788,856,800,571,577,390
특별법범,풍속영업의 규제에 관한 법률,소계,이욕,5397,3992,4371,4415,6350,3133,832,1036,732,620,296,105,36,34,23,73,87
특별법범,풍속영업의 규제에 관한 법률,소계,사행심,96,73,83,52,41,34,10,14,4,10,6,4,8,12,8,10,
특별법범,풍속영업의 규제에 관한 법률,소계,보복,1,1,2,3,1,,,1,,,,,,,,,2
특별법범,풍속영업의 규제에 관한 법률,소계,가정불화,2,,2,,,1,,,,,,,,,,,
특별법범,풍속영업의 규제에 관한 법률,소계,호기심,14,11,75,112,41,8,5,4,20,1,2,5,,,,2,
특별법범,풍속영업의 규제에 관한 법률,소계,유혹,21,19,23,33,57,35,11,7,2,7,5,5,1,1,2,10,1
특별법범,풍속영업의 규제에 관한 법률,소계,우발적,287,256,304,301,358,130,29,70,47,25,28,13,7,4,6,14,2
특별법범,풍속영업의 규제에 관한 법률,소계,현실불만,6,6,12,9,6,1,2,1,,4,,,,,,2,
특별법범,풍속영업의 규제에 관한 법률,소계,부주의,1265,1449,1392,1340,1944,831,120,140,91,87,50,26,11,18,12,43,11
특별법범,풍속영업의 규제에 관한 법률,소계,기타,5032,3990,4725,4094,6723,3256,724,791,721,533,730,295,127,110,104,188,130
특별법범,하수도법,소계,이욕,,,1,1,,6,,,,,,,,,9,4,22
특별법범,하수도법,소계,호기심,,,,1,,,,,,,,,,,,,
특별법범,하수도법,소계,우발적,,,,,1,,1,,1,,,,,,,1,
특별법범,하수도법,소계,현실불만,,,,,,1,,,,,,,,,,,1
특별법범,하수도법,소계,부주의,,1,4,3,2,1,1,,,3,1,1,,2,23,18,13
특별법범,하수도법,소계,기타,6,10,10,12,4,15,2,2,5,1,4,1,6,5,61,80,39
특별법범,하천법,소계,이욕,62,47,55,51,35,38,38,54,26,67,11,21,8,12,11,30,43
특별법범,하천법,소계,사행심,1,,1,1,,,,,,1,2,1,,,,1,
특별법범,하천법,소계,보복,,,,,,,,,,,,,,,,,1
특별법범,하천법,소계,가정불화,,,,1,,,,,,,,,1,,,,1
특별법범,하천법,소계,호기심,1,4,4,4,1,2,,,,,,,,,,,
특별법범,하천법,소계,유혹,1,1,,,,,,,,,,,,,,2,
특별법범,하천법,소계,우발적,5,4,4,1,4,4,2,2,6,3,2,,3,1,3,4,
특별법범,하천법,소계,현실불만,,,,,,,1,,1,,,,,,,,
특별법범,하천법,소계,부주의,36,31,26,18,25,17,26,25,34,24,31,35,33,16,30,29,32
특별법범,하천법,소계,기타,157,138,126,153,130,112,134,173,133,156,156,134,157,116,93,110,76
특별법범,학교보건법,소계,이욕,,,,,,,,,,,48,177,135,90,83,63,55
특별법범,학교보건법,소계,사행심,,,,,,,,,,,,2,2,,3,2,
특별법범,학교보건법,소계,보복,,,,,,,,,,,,,,1,,,4
특별법범,학교보건법,소계,가정불화,,,,,,,,,,,,,1,,,,
특별법범,학교보건법,소계,호기심,,,,,,,,,,,,,,,,,1
특별법범,학교보건법,소계,유혹,,,,,,,,,,,,1,,2,3,1,1
특별법범,학교보건법,소계,우발적,,,,,,,,,,,2,15,8,6,5,8,3
특별법범,학교보건법,소계,현실불만,,,,,,,,,,,1,1,,,2,,1
특별법범,학교보건법,소계,부주의,,,,,,,,,,,36,87,75,43,49,34,21
특별법범,학교보건법,소계,기타,,,,,,,,,,,341,844,667,422,290,170,118
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,이욕,,,,,,,,,,,28,29,26,39,,,
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,보복,,,,,,,,,,,2,,,2,,,
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,가정불화,,,,,,,,,,,1,,,,,,
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,유혹,,,,,,,,,,,2,,,,,,
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,우발적,,,,,,,,,,,3,1,1,3,,,
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,부주의,,,,,,,,,,,26,30,21,29,,,
특별법범,학원의설립·운영 및 과외교섭에 관한법률,소계,기타,,,,,,,,,,,196,236,135,184,,,
특별법범,학원의설립·운영에관한법률,소계,이욕,313,139,112,88,158,187,111,30,5,5,,,,,79,909,888
특별법범,학원의설립·운영에관한법률,소계,사행심,,1,,,,,1,,,,,,,,2,10,1
특별법범,학원의설립·운영에관한법률,소계,보복,,,,,,,,,,,,,,,,,5
특별법범,학원의설립·운영에관한법률,소계,호기심,1,1,2,1,,,,2,,,,,,,,3,
특별법범,학원의설립·운영에관한법률,소계,유혹,,1,1,1,1,,,,,,,,,,,13,1
특별법범,학원의설립·운영에관한법률,소계,우발적,9,6,3,2,4,5,,3,,,,,,,6,37,18
특별법범,학원의설립·운영에관한법률,소계,현실불만,5,,1,,,1,,,,,,,,,,,1
특별법범,학원의설립·운영에관한법률,소계,부주의,12,14,17,8,39,49,15,19,1,3,,,,,83,684,416
특별법범,학원의설립·운영에관한법률,소계,기타,304,153,129,168,213,362,153,78,20,18,,,,,315,2021,1084
특별법범,항만운송사업법,소계,이욕,,,,,,,,,,,4,5,,3,14,28,5
특별법범,항만운송사업법,소계,우발적,,,,,,,,,,,1,,,1,,,1
특별법범,항만운송사업법,소계,부주의,,,,,,,,,,,2,7,2,11,5,19,1
특별법범,항만운송사업법,소계,기타,,,,,,,,,,,7,19,7,30,103,85,26
특별법범,해양오염방지법,소계,이욕,77,51,77,143,242,131,92,63,44,64,18,26,50,,,,
특별법범,해양오염방지법,소계,사행심,,7,31,38,86,51,45,26,4,6,4,1,,,,,
특별법범,해양오염방지법,소계,보복,,,,,,1,,,,,1,,,,,,
특별법범,해양오염방지법,소계,가정불화,,,,,,,,,,,2,,,,,,
특별법범,해양오염방지법,소계,호기심,,,,,,2,1,1,,,,,,,,,
특별법범,해양오염방지법,소계,유혹,1,,1,,,,,,1,,,,1,,,,
특별법범,해양오염방지법,소계,우발적,,1,10,11,4,2,3,12,6,1,9,16,3,,,,
특별법범,해양오염방지법,소계,현실불만,,,,,2,2,,,1,,,,,,,,
특별법범,해양오염방지법,소계,부주의,242,259,312,313,400,524,467,442,439,318,386,381,433,,,,
특별법범,해양오염방지법,소계,기타,95,124,160,165,409,493,281,313,194,166,282,278,185,,,,
특별법범,해양환경관리법,소계,이욕,,,,,,,,,,,,,,25,93,24,126
특별법범,해양환경관리법,소계,사행심,,,,,,,,,,,,,,,6,1,
특별법범,해양환경관리법,소계,보복,,,,,,,,,,,,,,1,1,,1
특별법범,해양환경관리법,소계,호기심,,,,,,,,,,,,,,,2,,
특별법범,해양환경관리법,소계,유혹,,,,,,,,,,,,,,7,,,
특별법범,해양환경관리법,소계,우발적,,,,,,,,,,,,,,3,6,9,2
특별법범,해양환경관리법,소계,부주의,,,,,,,,,,,,,,346,257,267,382
특별법범,해양환경관리법,소계,기타,,,,,,,,,,,,,,234,233,218,351
특별법범,향정신성의 약품관리법,소계,이욕,111,144,187,156,253,388,444,509,519,392,,,,,,,
특별법범,향정신성의 약품관리법,소계,사행심,22,48,37,23,4,16,8,2,15,4,,,,,,,
특별법범,향정신성의 약품관리법,소계,보복,,3,,3,1,,,1,1,,,,,,,,
특별법범,향정신성의 약품관리법,소계,가정불화,3,3,8,10,18,22,17,16,20,10,,,,,,,
특별법범,향정신성의 약품관리법,소계,호기심,140,225,272,276,420,568,498,518,371,164,,,,,,,
특별법범,향정신성의 약품관리법,소계,유혹,91,150,199,266,510,739,691,700,730,509,,,,,,,
특별법범,향정신성의 약품관리법,소계,우발적,24,45,59,62,124,128,103,152,156,57,,,,,,,
특별법범,향정신성의 약품관리법,소계,현실불만,21,30,39,35,58,96,59,58,64,21,,,,,,,
특별법범,향정신성의 약품관리법,소계,부주의,18,25,30,26,65,70,50,86,113,51,,,,,,,
특별법범,향정신성의 약품관리법,소계,기타,243,405,469,581,1015,1450,1170,1488,1540,1046,,,,,,,
특별법범,향토예비군설치법,소계,이욕,2294,1637,1222,1276,1173,1178,897,1202,1280,1380,205,221,308,280,247,238,2079
특별법범,향토예비군설치법,소계,사행심,68,21,13,9,9,5,5,4,11,1,15,7,10,7,8,17,
특별법범,향토예비군설치법,소계,보복,2,1,4,1,1,,,1,,,22,30,18,17,2,,2
특별법범,향토예비군설치법,소계,가정불화,26,12,10,16,9,7,9,14,10,9,42,23,19,17,14,6,12
특별법범,향토예비군설치법,소계,호기심,17,11,87,207,135,26,19,120,123,32,8,5,6,5,3,3,1
특별법범,향토예비군설치법,소계,유혹,6,9,6,2,22,26,4,16,37,7,3,5,4,7,6,5,
특별법범,향토예비군설치법,소계,우발적,401,283,271,183,273,154,122,281,275,113,233,220,239,203,271,327,138
특별법범,향토예비군설치법,소계,현실불만,41,38,32,53,37,28,30,27,22,22,32,24,19,30,48,64,29
특별법범,향토예비군설치법,소계,부주의,10675,9407,6499,7924,6442,5199,3113,3413,4046,3284,3505,2614,2298,2278,2659,3362,1954
특별법범,향토예비군설치법,소계,기타,24459,19719,17234,20948,18555,15152,11064,13756,16289,15578,26743,20184,19995,18069,14967,14405,8856
특별법범,형사소송법,소계,이욕,,1,,1,,1,,,5,,,,,,,,
특별법범,형사소송법,소계,보복,,,,,,,,,1,,,,,,,,
특별법범,형사소송법,소계,호기심,,,,,,,,,1,,,,,,,,
특별법범,형사소송법,소계,유혹,,,,,,1,,,,,,,,,,,
특별법범,형사소송법,소계,우발적,,,4,1,2,6,1,4,3,2,,,,,,,
특별법범,형사소송법,소계,부주의,,1,4,2,1,,5,3,2,,,,,,,,
특별법범,형사소송법,소계,기타,,4,1,4,9,6,1,3,10,5,1,,,,,,
특별법범,형시효등에 관한 법률,소계,이욕,,3,,,1,,,,3,,,,,,,,
특별법범,형시효등에 관한 법률,소계,보복,,,,,,,,1,,,,,,,,,
특별법범,형시효등에 관한 법률,소계,부주의,,1,,,,,,7,1,,,,,,,,
