대분류,중분류,소분류,범행동기별,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
특별법범,보건범죄특조법(허위정보),소계,이욕,,,,,,3,1,1,,,,,,,,,
특별법범,보건범죄특조법(허위정보),소계,현실불만,,,1,,,,,,,,,,,,,,
특별법범,보건범죄특조법(허위정보),소계,기타,,,,1,2,1,,1,1,5,,,,,,,
특별법범,보안관찰법,소계,이욕,,,,1,,,,1,,,,,,,,,
특별법범,보안관찰법,소계,현실불만,,,1,3,1,1,,1,2,,,1,,,,,
특별법범,보안관찰법,소계,기타,,1,,1,2,,,2,1,4,3,1,,,,,
특별법범,복표발행등사행행위단속법,소계,이욕,2,,,,1,1,,,,,,,,,,,
특별법범,복표발행등사행행위단속법,소계,기타,,,1,,2,,,,,,,,,,,,
특별법범,부동산중개업법,소계,이욕,164,235,132,137,163,385,208,228,227,246,114,332,135,149,106,140,376
특별법범,부동산중개업법,소계,사행심,7,4,,3,4,6,4,2,,,9,15,1,4,12,14,
특별법범,부동산중개업법,소계,보복,,,,,,,,1,,,,1,2,1,,,12
특별법범,부동산중개업법,소계,가정불화,,,,,,,,,,1,2,1,,,,,
특별법범,부동산중개업법,소계,호기심,,,2,1,1,1,,1,3,,1,,1,,,,1
특별법범,부동산중개업법,소계,유혹,2,,6,,,2,1,,3,,8,4,4,2,9,7,3
특별법범,부동산중개업법,소계,우발적,4,2,,,6,11,6,7,16,12,15,18,15,6,16,32,13
특별법범,부동산중개업법,소계,현실불만,,,,,,,,,,,,,,3,3,,
특별법범,부동산중개업법,소계,부주의,32,53,40,34,26,73,49,47,36,68,68,79,67,54,79,88,114
특별법범,부동산중개업법,소계,기타,368,366,344,354,422,719,474,519,558,745,1244,1598,1444,1243,1054,1210,1016
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,이욕,,,,,,,,,,,75,41,105,48,73,77,158
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,사행심,,,,,,,,,,,5,,5,,2,1,
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,보복,,,,,,,,,,,2,,2,2,,,1
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,가정불화,,,,,,,,,,,,,1,,,,
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,호기심,,,,,,,,,,,15,1,,,,,4
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,유혹,,,,,,,,,,,2,12,1,2,5,7,
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,우발적,,,,,,,,,,,6,13,14,1,16,18,18
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,현실불만,,,,,,,,,,,4,1,2,2,22,18,4
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,부주의,,,,,,,,,,,15,35,35,19,30,50,24
특별법범,부정경쟁방지 및 영업비밀보호에 관한 법률,소계,기타,,,,,,,,,,,808,664,876,746,1012,783,714
특별법범,부정경쟁방지법,소계,이욕,127,100,70,90,61,138,32,96,34,29,,,,,,,
특별법범,부정경쟁방지법,소계,사행심,6,2,11,1,2,1,,1,1,,,,,,,,
특별법범,부정경쟁방지법,소계,가정불화,,,,,,,,1,,,,,,,,,
특별법범,부정경쟁방지법,소계,호기심,,,,10,1,,,,2,,,,,,,,
특별법범,부정경쟁방지법,소계,유혹,,,,1,,,,,,,,,,,,,
특별법범,부정경쟁방지법,소계,우발적,20,1,2,,1,2,,3,,4,,,,,,,
특별법범,부정경쟁방지법,소계,현실불만,,1,,,,1,,1,,,,,,,,,
특별법범,부정경쟁방지법,소계,부주의,14,12,4,19,13,15,16,8,8,3,,,,,,,
특별법범,부정경쟁방지법,소계,기타,161,110,88,117,143,127,112,99,55,43,,,,,,,
특별법범,부정수표단속법,소계,이욕,10959,15214,12369,9170,12283,6422,2689,2243,1541,2182,455,361,358,228,305,355,879
특별법범,부정수표단속법,소계,사행심,389,347,131,125,78,51,18,10,16,15,35,24,15,11,19,35,
특별법범,부정수표단속법,소계,보복,8,13,8,9,6,,7,3,,,18,10,8,7,1,,8
특별법범,부정수표단속법,소계,가정불화,3,7,5,4,7,1,1,,,,14,8,5,6,2,2,3
특별법범,부정수표단속법,소계,호기심,33,38,171,239,253,39,22,74,59,16,3,4,3,4,3,1,
특별법범,부정수표단속법,소계,유혹,29,22,35,26,99,37,10,23,21,6,6,7,10,9,7,4,3
특별법범,부정수표단속법,소계,우발적,712,435,321,232,481,270,110,145,73,44,90,63,46,41,77,108,53
특별법범,부정수표단속법,소계,현실불만,22,17,33,23,32,12,5,3,3,2,2,,1,1,2,1,1
특별법범,부정수표단속법,소계,부주의,3039,3489,3398,2980,3793,2004,1034,641,430,546,558,380,212,235,304,477,225
특별법범,부정수표단속법,소계,기타,28057,36917,36836,32691,46617,22802,11877,9145,7610,9271,21171,13188,10380,7944,7718,8433,4727
특별법범,사격 및 사격장단속법,소계,우발적,,,,,,,2,1,,,,,,,,,
특별법범,사격 및 사격장단속법,소계,부주의,,3,,,,,,,,,1,1,2,,1,2,
특별법범,사격 및 사격장단속법,소계,기타,1,1,,2,,,,,,,4,1,1,2,,2,4
특별법범,사설강습소에 관한법률,소계,기타,,,3,,,,,,,,,,,,,,
특별법범,사행행위등 규제 및 처벌특례법,소계,이욕,233,63,106,76,69,154,25,6,13,21,323,230,709,1166,1684,1741,2465
특별법범,사행행위등 규제 및 처벌특례법,소계,사행심,15,4,10,5,12,16,1,8,8,,135,85,511,605,884,944,1
특별법범,사행행위등 규제 및 처벌특례법,소계,보복,,,,,,,,,,,1,1,1,1,,,644
특별법범,사행행위등 규제 및 처벌특례법,소계,가정불화,,,,,,,,,,,,,,1,1,1,
특별법범,사행행위등 규제 및 처벌특례법,소계,호기심,,2,2,7,1,,,,1,,2,2,13,2,10,15,6
특별법범,사행행위등 규제 및 처벌특례법,소계,유혹,3,2,,,,,,,1,,6,5,14,16,58,53,31
특별법범,사행행위등 규제 및 처벌특례법,소계,우발적,5,3,4,1,12,16,,,1,,26,10,30,63,109,104,53
특별법범,사행행위등 규제 및 처벌특례법,소계,현실불만,1,,,,,,,,,,,2,4,2,,1,1
특별법범,사행행위등 규제 및 처벌특례법,소계,부주의,13,7,11,14,5,29,2,2,2,5,86,83,191,138,319,369,232
특별법범,사행행위등 규제 및 처벌특례법,소계,기타,94,45,66,62,111,103,22,19,8,18,743,717,2290,3158,3978,4560,2482
특별법범,산림법,소계,이욕,67,59,50,57,47,76,152,126,105,120,37,19,18,,,,3
특별법범,산림법,소계,사행심,5,2,2,2,2,4,,4,,,2,21,,,,,
특별법범,산림법,소계,보복,,,,,,,,,2,1,,,,,,,
특별법범,산림법,소계,가정불화,,,,1,,,,,,,1,2,1,,,,
특별법범,산림법,소계,호기심,4,3,,6,,9,6,2,4,4,,13,1,1,,,
특별법범,산림법,소계,유혹,5,,,1,1,1,1,1,1,1,6,2,2,,,,1
특별법범,산림법,소계,우발적,14,4,10,3,3,26,31,32,60,16,22,39,17,2,1,,4
특별법범,산림법,소계,현실불만,,,,,,4,3,1,2,4,4,1,3,,,,
특별법범,산림법,소계,부주의,68,95,71,63,47,98,116,135,132,72,62,47,50,7,3,7,
특별법범,산림법,소계,기타,270,248,234,254,300,461,483,386,365,364,446,303,269,55,38,44,3
특별법범,산업안전보건법,소계,이욕,1,3,4,2,2,4,1,,3,1,2,,,,,,
특별법범,산업안전보건법,소계,호기심,,,,1,,,,,,,,,,,,,
특별법범,산업안전보건법,소계,유혹,,,,,,,,,2,,,,,,,,
특별법범,산업안전보건법,소계,우발적,,2,,,,2,3,6,1,,1,,,,,,2
특별법범,산업안전보건법,소계,현실불만,,,,,,1,,,,,,,,,,,
특별법범,산업안전보건법,소계,부주의,20,42,12,34,10,13,34,28,16,13,16,13,4,,12,7,2
특별법범,산업안전보건법,소계,기타,19,22,13,20,18,19,24,15,36,24,18,26,13,8,10,30,30
특별법범,상법,소계,이욕,4,8,17,31,26,11,26,16,40,40,9,42,48,2,7,14,78
특별법범,상법,소계,사행심,,,,,,,,,,2,,,,,,1,
특별법범,상법,소계,가정불화,,,,,,,,,,,,1,,,,,
특별법범,상법,소계,호기심,,,,,,,,,3,,,,,,,,
특별법범,상법,소계,유혹,,,,,,,2,,,,,,,,19,,
특별법범,상법,소계,우발적,,,,,,,,,,,,1,3,6,7,3,2
특별법범,상법,소계,현실불만,,,,,,,,,,,,,1,,,,
특별법범,상법,소계,부주의,,7,,,1,,,,1,7,5,2,,4,2,5,11
특별법범,상법,소계,기타,22,5,10,23,26,13,122,49,123,218,90,260,118,111,73,120,135
특별법범,상표법,소계,이욕,176,173,148,249,222,788,620,1131,1606,1414,1027,433,2030,692,1536,1578,1707
특별법범,상표법,소계,사행심,1,,2,2,6,16,,1,6,2,21,6,32,7,23,27,2
특별법범,상표법,소계,보복,,,,2,,,,,1,,2,1,2,,,,18
특별법범,상표법,소계,가정불화,,,,,,,,1,,,1,2,,,2,4,
특별법범,상표법,소계,호기심,,,1,,2,2,1,5,8,3,1,3,2,3,3,7,16
특별법범,상표법,소계,유혹,,1,1,2,1,,1,6,6,1,22,1,28,13,42,34,26
특별법범,상표법,소계,우발적,3,,3,1,9,22,4,14,11,9,24,67,46,40,71,37,113
특별법범,상표법,소계,현실불만,,,1,,,1,1,7,2,,,,2,2,2,4,4
특별법범,상표법,소계,부주의,23,20,39,57,28,300,88,90,157,61,126,74,263,68,303,367,604
특별법범,상표법,소계,기타,208,220,246,327,423,728,790,1071,1014,930,3174,1277,3678,1784,3232,2762,1885
특별법범,상품권법,소계,이욕,2,8,19,6,2,,,1,,,,,,,,,
특별법범,상품권법,소계,우발적,1,,,,,,,,,,,,,,,,
특별법범,상품권법,소계,부주의,2,,5,4,,1,,,,,,,,,,,
특별법범,상품권법,소계,기타,3,1,13,9,6,4,,,,,,,,,,,
특별법범,상호신용금고법,소계,이욕,9,10,16,44,25,38,20,10,21,,,,,,,,
특별법범,상호신용금고법,소계,사행심,,,,1,,1,,,,,,,,,,,
특별법범,상호신용금고법,소계,우발적,,,,13,,,,1,4,,,,,,,,
특별법범,상호신용금고법,소계,현실불만,,1,,,,,,,,,,,,,,,
특별법범,상호신용금고법,소계,부주의,,,,,3,1,,3,4,,,,,,,,
특별법범,상호신용금고법,소계,기타,3,3,19,40,21,32,49,21,34,,,,,,,,
특별법범,새마을금고법,소계,이욕,9,1,13,7,4,4,3,15,9,11,,,,,1,1,
특별법범,새마을금고법,소계,사행심,1,,,,,,,,,,,,,,2,,
특별법범,새마을금고법,소계,보복,,,,,,,,,,,1,,,,,,
특별법범,새마을금고법,소계,우발적,1,,,,,,,,,,,,,,1,,
특별법범,새마을금고법,소계,부주의,,,3,9,,3,,2,3,,5,4,,1,2,3,
특별법범,새마을금고법,소계,기타,27,18,7,30,35,27,27,7,7,11,42,22,11,58,41,12,11
특별법범,석유 및 석유대체연료사업법,소계,이욕,,,,,,,,,,,,1598,2487,2067,1315,1380,1453
특별법범,석유 및 석유대체연료사업법,소계,사행심,,,,,,,,,,,,12,62,68,51,72,1
특별법범,석유 및 석유대체연료사업법,소계,보복,,,,,,,,,,,,2,4,3,1,,45
특별법범,석유 및 석유대체연료사업법,소계,가정불화,,,,,,,,,,,,1,3,1,1,1,1
특별법범,석유 및 석유대체연료사업법,소계,호기심,,,,,,,,,,,,5,8,4,13,5,2
특별법범,석유 및 석유대체연료사업법,소계,유혹,,,,,,,,,,,,19,36,25,43,46,22
특별법범,석유 및 석유대체연료사업법,소계,우발적,,,,,,,,,,,,44,66,63,37,68,31
특별법범,석유 및 석유대체연료사업법,소계,현실불만,,,,,,,,,,,,,,1,1,4,1
특별법범,석유 및 석유대체연료사업법,소계,부주의,,,,,,,,,,,,342,291,169,195,231,165
특별법범,석유 및 석유대체연료사업법,소계,기타,,,,,,,,,,,,2636,4299,3783,2094,2182,1365
특별법범,석유사업법,소계,이욕,,,,,,,,,,,2469,804,57,14,7,4,10
특별법범,석유사업법,소계,사행심,,,,,,,,,,,54,27,1,3,2,,
특별법범,석유사업법,소계,보복,,,,,,,,,,,3,,,,,,
특별법범,석유사업법,소계,가정불화,,,,,,,,,,,1,2,,,,,
특별법범,석유사업법,소계,호기심,,,,,,,,,,,28,5,,,,,
특별법범,석유사업법,소계,유혹,,,,,,,,,,,45,15,,3,2,,
특별법범,석유사업법,소계,우발적,,,,,,,,,,,150,47,5,1,,3,
특별법범,석유사업법,소계,현실불만,,,,,,,,,,,9,7,1,,,,
특별법범,석유사업법,소계,부주의,,,,,,,,,,,300,133,10,2,,,1
특별법범,석유사업법,소계,기타,,,,,,,,,,,4678,2232,201,40,21,44,12
특별법범,선박안전법,소계,이욕,168,149,157,303,227,195,168,154,176,174,106,96,76,64,44,37,91
특별법범,선박안전법,소계,사행심,1,16,37,61,55,85,145,128,135,76,19,8,1,1,16,1,
특별법범,선박안전법,소계,보복,,,,,,,,,,,,1,2,2,,,1
특별법범,선박안전법,소계,가정불화,,,,,,,,,,,,,1,,,,
특별법범,선박안전법,소계,호기심,2,,,,1,1,,,,,,,,,,,1
특별법범,선박안전법,소계,유혹,,,,,,,,,,,,,2,2,1,1,2
특별법범,선박안전법,소계,우발적,2,,3,1,,,1,,,1,10,13,4,2,5,4,9
특별법범,선박안전법,소계,현실불만,,,,,,,,1,,,,,,,,,
특별법범,선박안전법,소계,부주의,39,47,52,61,81,42,39,60,70,54,56,72,131,84,91,61,94
특별법범,선박안전법,소계,기타,81,137,111,171,169,209,167,223,212,177,230,267,223,188,204,134,160
특별법범,선박직원법,소계,이욕,,,,,,,,,,,157,193,156,217,89,71,130
특별법범,선박직원법,소계,사행심,,,,,,,,,,,48,7,,,12,,
특별법범,선박직원법,소계,보복,,,,,,,,,,,,,,2,,,
특별법범,선박직원법,소계,가정불화,,,,,,,,,,,,1,,1,,,
특별법범,선박직원법,소계,호기심,,,,,,,,,,,,,,,1,,
특별법범,선박직원법,소계,유혹,,,,,,,,,,,,,5,31,1,,2
특별법범,선박직원법,소계,우발적,,,,,,,,,,,7,32,10,6,6,4,7
특별법범,선박직원법,소계,현실불만,,,,,,,,,,,,1,,,,,
특별법범,선박직원법,소계,부주의,,,,,,,,,,,115,160,164,120,121,88,37
특별법범,선박직원법,소계,기타,,,,,,,,,,,335,418,375,781,331,250,372
특별법범,선박투자회사법,소계,기타,,,,,,,,,,,1,,,,,,
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,이욕,,,,,,,,,,,735,2321,3463,4416,8724,9377,6075
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,사행심,,,,,,,,,,,17,77,193,122,346,804,19
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,보복,,,,,,,,,,,2,3,11,28,117,469,311
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,가정불화,,,,,,,,,,,3,12,20,17,10,24,9
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,호기심,,,,,,,,,,,233,2570,7201,8769,9018,14578,4075
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,유혹,,,,,,,,,,,168,585,2248,2729,7459,9259,2940
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,우발적,,,,,,,,,,,141,776,3239,1306,4038,4379,1943
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,현실불만,,,,,,,,,,,5,4,74,24,77,150,33
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,부주의,,,,,,,,,,,37,234,171,267,296,929,491
특별법범,성매매알선등 행위의 처벌에 관한 법률,소계,기타,,,,,,,,,,,1483,7867,15616,18253,17810,29318,10823
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,이욕,,,,,,,,,,,119,101,119,96,122,112,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,사행심,,,,,,,,,,,12,2,5,9,5,28,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,보복,,,,,,,,,,,26,23,25,29,1,1,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,가정불화,,,,,,,,,,,58,42,32,37,30,16,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,호기심,,,,,,,,,,,574,547,753,815,823,935,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,유혹,,,,,,,,,,,268,238,288,289,367,512,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,우발적,,,,,,,,,,,1460,1409,1607,1493,1889,2070,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,현실불만,,,,,,,,,,,24,31,28,37,66,63,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,부주의,,,,,,,,,,,26,16,27,35,59,69,
특별법범,성폭력범죄의 처벌 및 피해자보호등에 관한 법률,소계,기타,,,,,,,,,,,2018,1866,2213,2149,2016,2093,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,이욕,168,184,214,270,270,256,307,257,708,666,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,사행심,38,19,19,25,13,6,2,2,8,7,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,보복,6,8,17,10,9,17,20,14,17,21,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,가정불화,4,3,7,1,11,8,6,9,20,44,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,호기심,382,295,240,324,272,321,313,288,841,829,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,유혹,115,121,146,129,149,213,151,134,380,391,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,우발적,562,569,603,610,694,797,953,778,1213,1371,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,현실불만,16,5,9,13,19,22,22,9,16,27,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,부주의,9,16,25,27,31,28,32,23,116,127,,,,,,,
특별법범,성폭력범죄의 처벌 및 피해자보호에 관한 법,소계,기타,790,890,981,950,1178,1326,1527,1483,2699,3045,,,,,,,
특별법범,성폭력범죄의처벌등에관한특례법(카메라등이용촬영),소계,이욕,,,,,,,,,,,,,,,,,80
특별법범,성폭력범죄의처벌등에관한특례법(카메라등이용촬영),소계,사행심,,,,,,,,,,,,,,,,,1
특별법범,성폭력범죄의처벌등에관한특례법(카메라등이용촬영),소계,가정불화,,,,,,,,,,,,,,,,,2
특별법범,성폭력범죄의처벌등에관한특례법(카메라등이용촬영),소계,호기심,,,,,,,,,,,,,,,,,431
특별법범,성폭력범죄의처벌등에관한특례법(카메라등이용촬영),소계,유혹,,,,,,,,,,,,,,,,,44
특별법범,성폭력범죄의처벌등에관한특례법(카메라등이용촬영),소계,우발적,,,,,,,,,,,,,,,,,252
특별법범,성폭력범죄의처벌등에관한특례법(카메라등이용촬영),소계,현실불만,,,,,,,,,,,,,,,,,14
특별법범,성폭력범죄의처벌등에관한특례법(카메라등이용촬영),소계,부주의,,,,,,,,,,,,,,,,,9
특별법범,성폭력범죄의처벌등에관한특례법(카메라등이용촬영),소계,기타,,,,,,,,,,,,,,,,,221
특별법범,성폭력범죄의처벌등에관한특례법(통신매체이용음란),소계,이욕,,,,,,,,,,,,,,,,,81
특별법범,성폭력범죄의처벌등에관한특례법(통신매체이용음란),소계,보복,,,,,,,,,,,,,,,,,3
특별법범,성폭력범죄의처벌등에관한특례법(통신매체이용음란),소계,가정불화,,,,,,,,,,,,,,,,,4
특별법범,성폭력범죄의처벌등에관한특례법(통신매체이용음란),소계,호기심,,,,,,,,,,,,,,,,,208
특별법범,성폭력범죄의처벌등에관한특례법(통신매체이용음란),소계,유혹,,,,,,,,,,,,,,,,,33
특별법범,성폭력범죄의처벌등에관한특례법(통신매체이용음란),소계,우발적,,,,,,,,,,,,,,,,,175
특별법범,성폭력범죄의처벌등에관한특례법(통신매체이용음란),소계,현실불만,,,,,,,,,,,,,,,,,12
특별법범,성폭력범죄의처벌등에관한특례법(통신매체이용음란),소계,부주의,,,,,,,,,,,,,,,,,15
특별법범,성폭력범죄의처벌등에관한특례법(통신매체이용음란),소계,기타,,,,,,,,,,,,,,,,,492
특별법범,소년법,소계,이욕,,,,,,,,8,5,1,,,,,1,,
특별법범,소년법,소계,유혹,,,,,,,,2,,,,,,,,,
특별법범,소년법,소계,기타,,,,,,,,5,,,,,,1,,,
특별법범,소방법,소계,이욕,,,,,,,,,,,37,,,,,,
특별법범,소방법,소계,유혹,,,,,,,,,,,1,,,,,,
특별법범,소방법,소계,우발적,,,,,,,,,,,1,,,,,,
특별법범,소방법,소계,부주의,,,,,,,,,,,5,,,,,,
특별법범,소방법,소계,기타,,,,,,,,,,,87,2,5,,,,
특별법범,소비자보호법,소계,기타,1,,2,,,1,,,,,,,,,,,
특별법범,"소음,진동규제법",소계,이욕,42,,,,,,,,,,,,,,,,
특별법범,"소음,진동규제법",소계,부주의,20,,,,,,,,,,,,,,,,
특별법범,"소음,진동규제법",소계,기타,114,,,,,,,,,,,,,,,,
특별법범,소음·진동규제법,소계,이욕,,23,21,15,8,15,51,28,11,15,1,3,2,4,1,1,16
특별법범,소음·진동규제법,소계,호기심,,,,,,,,,1,,,,,,,,
특별법범,소음·진동규제법,소계,유혹,,,,,,,,1,,,,,,,,,
특별법범,소음·진동규제법,소계,우발적,,1,,,,,,,1,1,2,1,1,,1,,
특별법범,소음·진동규제법,소계,부주의,,14,14,18,21,17,16,25,24,23,45,6,7,4,7,14,7
특별법범,소음·진동규제법,소계,기타,,79,39,56,67,50,145,100,100,74,118,56,42,39,20,29,28
특별법범,수도법,소계,이욕,11,19,12,5,14,23,42,15,12,25,5,9,18,12,11,12,17
특별법범,수도법,소계,사행심,,,,,,4,,,,,,,,,,,
특별법범,수도법,소계,호기심,4,3,6,,7,2,,2,1,1,5,1,4,10,1,6,2
특별법범,수도법,소계,유혹,,2,,,1,,,,3,1,4,,3,1,1,3,
특별법범,수도법,소계,우발적,1,3,3,,3,1,4,2,2,3,5,1,6,5,10,6,4
특별법범,수도법,소계,현실불만,,,,,2,,,,,,,,,1,,,
특별법범,수도법,소계,부주의,23,41,21,4,49,25,18,13,20,30,18,21,23,43,27,18,6
특별법범,수도법,소계,기타,59,81,103,65,176,153,90,104,128,167,93,136,160,150,92,51,34
특별법범,수산물품질관리법,소계,이욕,,,,,,,,,,,23,37,28,103,137,39,19
특별법범,수산물품질관리법,소계,사행심,,,,,,,,,,,,1,,8,13,2,
특별법범,수산물품질관리법,소계,보복,,,,,,,,,,,,,,,,,2
특별법범,수산물품질관리법,소계,유혹,,,,,,,,,,,,,3,2,,,
특별법범,수산물품질관리법,소계,우발적,,,,,,,,,,,1,2,,12,4,4,1
특별법범,수산물품질관리법,소계,부주의,,,,,,,,,,,20,15,23,67,150,34,16
특별법범,수산물품질관리법,소계,기타,,,,,,,,,,,129,66,90,215,416,188,61
특별법범,수산업법,소계,이욕,,,,,,,,,,,577,704,503,486,410,324,464
특별법범,수산업법,소계,사행심,,,,,,,,,,,96,64,31,20,39,22,
특별법범,수산업법,소계,보복,,,,,,,,,,,,,,1,,,4
특별법범,수산업법,소계,가정불화,,,,,,,,,,,,1,1,,,,
특별법범,수산업법,소계,호기심,,,,,,,,,,,,4,,3,3,1,1
특별법범,수산업법,소계,유혹,,,,,,,,,,,,8,30,30,3,4,1
특별법범,수산업법,소계,우발적,,,,,,,,,,,7,108,16,8,9,4,21
특별법범,수산업법,소계,현실불만,,,,,,,,,,,,,,,,,1
특별법범,수산업법,소계,부주의,,,,,,,,,,,34,100,86,47,72,51,80
특별법범,수산업법,소계,기타,,,,,,,,,,,1049,1025,774,649,496,416,437
특별법범,수산자원보호령,소계,이욕,196,207,172,359,476,482,352,242,447,421,310,386,382,262,390,265,113
특별법범,수산자원보호령,소계,사행심,,92,92,323,272,259,265,307,192,214,90,16,4,40,59,10,
특별법범,수산자원보호령,소계,보복,,,,,,,,1,,,,,,,,,16
특별법범,수산자원보호령,소계,호기심,,1,1,,1,,7,9,8,5,3,5,15,2,6,8,3
특별법범,수산자원보호령,소계,유혹,,,,,,,,7,2,,2,3,5,20,14,8,3
특별법범,수산자원보호령,소계,우발적,,1,2,4,2,8,4,,4,,5,53,10,26,22,35,6
특별법범,수산자원보호령,소계,현실불만,,,,,,,,,1,,,,1,,,,
특별법범,수산자원보호령,소계,부주의,13,17,4,26,26,42,29,30,23,14,25,28,30,73,88,57,36
특별법범,수산자원보호령,소계,기타,66,79,74,127,208,394,331,234,286,298,449,568,441,511,463,365,219
특별법범,수질환경보전법,소계,이욕,216,158,196,221,161,152,644,323,221,222,27,39,26,27,2,1,
특별법범,수질환경보전법,소계,사행심,2,2,2,11,6,4,21,5,5,2,,,,,,,
특별법범,수질환경보전법,소계,보복,1,,,,,,,1,,,1,1,,2,,,
특별법범,수질환경보전법,소계,호기심,,,9,16,1,1,2,,1,1,,3,,,,,
특별법범,수질환경보전법,소계,유혹,,,,,,2,1,2,1,,,,,,,,
특별법범,수질환경보전법,소계,우발적,9,3,8,5,15,10,36,27,22,4,20,5,5,4,1,,
특별법범,수질환경보전법,소계,현실불만,1,,,,4,1,3,1,,1,,1,,,,,
특별법범,수질환경보전법,소계,부주의,175,194,237,243,204,226,826,372,340,340,259,157,129,134,6,,
특별법범,수질환경보전법,소계,기타,557,562,544,564,503,568,1579,892,633,553,543,435,388,271,24,4,
특별법범,수표법,소계,이욕,46,,,,,1,,,,,,,,,,,
특별법범,수표법,소계,부주의,,,,1,,,,,,,,,,,,,
특별법범,수표법,소계,기타,2,,,,,1,,,,,1,,1,,,,
특별법범,식품위생법,소계,이욕,27973,21603,22097,20801,25996,19277,12867,12400,8842,7147,5025,2941,2147,2252,2287,3423,4527
특별법범,식품위생법,소계,사행심,242,151,256,225,134,86,80,68,79,67,149,122,105,73,114,170,6
특별법범,식품위생법,소계,보복,5,7,7,7,6,1,2,2,,4,20,13,8,7,,,103
특별법범,식품위생법,소계,가정불화,4,5,3,2,7,5,3,8,4,1,19,9,4,4,2,5,
특별법범,식품위생법,소계,호기심,55,42,303,482,287,58,35,104,80,34,18,15,28,8,14,11,9
특별법범,식품위생법,소계,유혹,55,56,58,106,256,122,62,105,47,36,66,40,29,18,37,83,34
특별법범,식품위생법,소계,우발적,660,858,909,941,1125,778,533,683,429,292,441,234,162,171,257,288,206
특별법범,식품위생법,소계,현실불만,16,27,31,27,35,16,16,15,12,15,4,7,5,9,7,22,8
특별법범,식품위생법,소계,부주의,3781,5035,4683,4936,5814,4117,2866,3190,2614,2140,2115,1180,808,901,1240,1701,1002
특별법범,식품위생법,소계,기타,22784,20920,24605,23460,29154,21364,15027,14708,11814,10637,13976,8984,6812,7015,6495,8148,4979
특별법범,신용정보의 이용 및 보호에 관한 법률,소계,이욕,,,,,,,,,,,11,85,92,22,12,24,20
특별법범,신용정보의 이용 및 보호에 관한 법률,소계,사행심,,,,,,,,,,,,,5,,1,,
특별법범,신용정보의 이용 및 보호에 관한 법률,소계,가정불화,,,,,,,,,,,,,1,3,1,,
특별법범,신용정보의 이용 및 보호에 관한 법률,소계,호기심,,,,,,,,,,,,,,,2,1,
특별법범,신용정보의 이용 및 보호에 관한 법률,소계,유혹,,,,,,,,,,,2,,,,24,,
특별법범,신용정보의 이용 및 보호에 관한 법률,소계,우발적,,,,,,,,,,,2,4,2,1,2,2,3
특별법범,신용정보의 이용 및 보호에 관한 법률,소계,부주의,,,,,,,,,,,,5,2,27,13,12,3
특별법범,신용정보의 이용 및 보호에 관한 법률,소계,기타,,,,,,,,,,,181,328,248,259,157,132,77
